Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
228.80225,228.80227,1500r,5.3e+08,C,0.000,-,43 692.384,4d105s2,1S,0,4d<sup>10</sup>5s5p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
249.0998,249.09935,3,,,30 656.087,-,70 788.605,4d105s5p,3P°,1,4d<sup>10</sup>5s10d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
250.89077,250.89095,10,,,30 656.087,-,70 502.04,4d105s5p,3P°,1,4d<sup>10</sup>5s11s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=c92&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
251.8588,251.858914,15w,,,30 113.990,-,69 806.814,4d105s5p,3P°,0,4d<sup>10</sup>5s10s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
252.51964,252.51964,25w,,,30 656.087,-,70 245.060,4d105s5p,3P°,1,4d<sup>10</sup>5s9d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
254.46130,254.46130,50,,,30 113.990,-,69 400.900,4d105s5p,3P°,0,4d<sup>10</sup>5s8d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
255.34647,255.346488,25,,,30 656.087,-,69 806.814,4d105s5p,3P°,1,4d<sup>10</sup>5s10s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
256.57894,256.57894,3,,,31 826.952,-,70 789.634,4d105s5p,3P°,2,4d<sup>10</sup>5s10d,3D,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
258.01062,258.01062,50,,,30 656.087,-,69 402.583,4d105s5p,3P°,1,4d<sup>10</sup>5s8d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
258.4870,258.48702,3,,,31 826.952,-,70 502.04,4d105s5p,3P°,2,4d<sup>10</sup>5s11s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3486&amp;comment_code=&amp;element=Cd&amp;spectr_charge=1&amp;ref=3486&amp;type=
