Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
147.41931,0.00020,147.41922,0.00009,760,,,823.6608,-,68 657.42,5d86s2,3F,4,,w°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
148.1049,0.0010,148.1048,0.0011,70,,,823.6608,-,68 343.4,5d86s2,3F,4,5d<sup>8</sup>6s7p,u°,3 or 4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
148.27280,0.00020,148.27287,0.00009,260,,,823.6608,-,68 266.88,5d86s2,3F,4,5d<sup>8</sup>6s7p,t°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
148.9829,0.0010,148.98340,0.00007,52,,,0.0000,-,67 121.57,5d96s,3D,3,5d<sup>9</sup>7p,"(3/2,3/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
150.17275,0.00020,150.172783,0.000009,800,,,823.6608,-,67 413.6232,5d86s2,3F,4,5d<sup>8</sup>6s7p,s°,5 or 4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
150.7259,0.0010,150.72568,0.00007,86,,,775.8761,-,67 121.57,5d96s,a 1D,2,5d<sup>9</sup>7p,"(3/2,3/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
150.83427,0.00020,150.83432,0.00007,340,,,823.6608,-,67 121.57,5d86s2,3F,4,5d<sup>9</sup>7p,"(3/2,3/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
151.85424,0.00020,151.854485,0.000007,390,,,0.0000,-,65 852.5167,5d96s,3D,3,,o°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
152.30737,0.00020,152.30749,0.00007,390,,,775.8761,-,66 432.53,5d96s,a 1D,2,,q°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
152.64791,0.00020,152.64798,0.00012,620,,,0.0000,-,65 510.20,5d96s,3D,3,,l°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11529&amp;comment_code=&amp;element=Pt&amp;spectr_charge=1&amp;ref=11529&amp;type=
