Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
53.028,0.004,53.028,0.004,15a,,,0.0000,-,188 580,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)14d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.057,0.004,53.057,0.004,15a,,,0.0000,-,188 477,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)13d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.100,0.004,53.100,0.004,15a,,,0.0000,-,188 324,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)12d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.155,0.004,53.155,0.004,2a,,,0.0000,-,188 129,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)11d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.231,0.004,53.231,0.004,2a,,,0.0000,-,187 860,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)10d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.301,0.004,53.301,0.004,70a,,,0.0000,-,187 614,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)11s,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.333,0.004,53.333,0.004,2a,,,0.0000,-,187 501,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)9d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.437,0.004,53.437,0.004,2a,,,0.0000,-,187 136,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)10s,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.496,0.004,53.496,0.004,2a,,,0.0000,-,186 930,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)8d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
53.673,0.004,53.673,0.004,2a,,,0.0000,-,186 313,3d104s2,1S,0,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>3</sup>P°)9s,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4256&amp;comment_code=&amp;element=Zn&amp;spectr_charge=1&amp;ref=4256&amp;type=
