Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
559.588,559.5876+,100,2.12e+07,B+,4 455.756,-,22 321.098,4f(2F°) 5d2(3F)6s (4F),5I°,6,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>I°)6p,5I,6,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
560.128,560.1277+,240,6.5e+07,B+,6 809.128,-,24 657.245,4f(2F°) 5d2(3F)6s (4F),5I°,8,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>I°)6p,5I,8,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
565.514,565.5140+,190,2.57e+07,B+,4 199.367,-,21 877.490,4f5d6s2,3G°,5,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>2</sup>G°)6p,,6,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
566.996,566.9958+,240,3.47e+07,B+,3 210.583,-,20 842.504,4f(2F°) 5d2(3F)6s (4F),°,5,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>H°)6p,5I,6,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
567.775,567.7752+,120,2.07e+07,B+,4 455.756,-,22 063.473,4f(2F°) 5d2(3F)6s (4F),5I°,6,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>H°)6p,5I,7,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
569.294,569.2945+,120,1.58e+07,B+,3 764.008,-,21 324.736,4f(2F°) 5d2(3F)6s (4F),5I°,5,4f5d(<sup>3</sup>H°)6s6p(<sup>3</sup>P°),,6,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
569.699,569.6993+,300,5.14e+07,B+,5 315.803,-,22 864.055,4f(2F°) 5d2(3F)6s (4F),5I°,7,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>I°)6p,5K,8,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
569.923,569.9226+,370,,,6 809.128,-,24 350.503,4f(2F°) 5d2(3F)6s (4F),5I°,8,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>I°)6p,5K,9,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
571.903,571.9036+,240,5.07e+07,B+,5 802.108,-,23 282.722,4f(2F°) 5d2(3F)6s (4F),5H°,7,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>H°)6p,5I,8,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
577.312,577.3123+,140,2.62e+07,B+,4 746.627,-,22 063.473,4f(2F°) 5d2(3F)6s (4F),5H°,6,4f(<sup>2</sup>F°)5d<sup>2</sup>(<sup>3</sup>F) (<sup>4</sup>H°)6p,5I,7,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8748&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=8748&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ce&amp;spectr_charge=1&amp;ref=3475&amp;type=
