Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
161.5571,0.0005,161.5568,3r,,,557.1341,-,62 454.86,4s24p2,3P,1,4s<sup>2</sup>4p7d,"(3/2,5/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
162.41300,0.00010,162.4130,2r,,,0.0000,-,61 571.41,4s24p2,3P,0,4s<sup>2</sup>4p8d,"(1/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=187&amp;type=
163.0173,0.0005,163.017328,2r,,,0.0000,-,61 343.172,4s24p2,3P,0,4s<sup>2</sup>4p8s,"(3/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
163.6312,0.0005,163.6313,3r,,,1 409.9609,-,62 522.98,4s24p2,3P,2,4s<sup>2</sup>4p7d,"(3/2,5/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
163.8958,0.0005,163.8961,2,,,557.1341,-,61 571.41,4s24p2,3P,1,4s<sup>2</sup>4p8d,"(1/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
163.97300,0.00010,163.9732,4r,,,557.1341,-,61 542.72,4s24p2,3P,1,4s<sup>2</sup>4p8d,"(1/2,5/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=187&amp;type=
164.7530,0.0005,164.7531,2,,,557.1341,-,61 254.02,4s24p2,3P,1,4s<sup>2</sup>4p8s,"(3/2,1/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
165.1527,0.0005,165.152881,2,,,0.0000,-,60 549.958,4s24p2,3P,0,4s<sup>2</sup>4p6d,"(3/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
165.1953,0.0005,165.1955,4r,,,557.1341,-,61 091.48,4s24p2,3P,1,4s<sup>2</sup>4p6d,"(3/2,5/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
166.1344,0.0005,166.134527,3,,,557.1341,-,60 749.318,4s24p2,3P,1,4s<sup>2</sup>4p9s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
166.35393,0.00010,166.3540,4r,,,1 409.9609,-,61 522.73,4s24p2,3P,2,4s<sup>2</sup>4p8d,"(1/2,5/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=187&amp;type=
166.5275,0.0005,166.527511,10h,,,557.1341,-,60 607.272,4s24p2,3P,1,4s<sup>2</sup>4p6d,"(3/2,3/2)°",0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
166.7799,0.0005,166.780150,4,,,557.1341,-,60 516.308,4s24p2,3P,1,4s<sup>2</sup>4p7d,"(1/2,5/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
167.0606,0.0005,167.0608,3r,,,1 409.9609,-,61 268.39,4s24p2,3P,2,4s<sup>2</sup>4p6d,"(3/2,5/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
169.1092,0.0005,169.108967,100r,,,557.1341,-,59 690.604,4s24p2,3P,1,4s<sup>2</sup>4p6d,"(1/2,5/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
171.6781,0.0005,171.678447,200r,,,1 409.9609,-,59 658.391,4s24p2,3P,2,4s<sup>2</sup>4p6d,"(1/2,5/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
173.9102,0.0005,173.910243,100h,,,557.1341,-,58 058.060,4s24p2,3P,1,4s<sup>2</sup>4p5d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
174.2194,0.0005,174.219512,100,,,0.0000,-,57 398.852,4s24p2,3P,0,4s<sup>2</sup>4p5d,3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
174.60651,0.00010,174.6059,50,,,557.1341,-,57 828.98,4s24p2,3P,1,4s<sup>2</sup>4p5d,3P°,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=187&amp;type=
175.0044,0.0005,175.004321,200,,,1 409.9609,-,58 551.407,4s24p2,3P,2,4s<sup>2</sup>4p5d,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
175.8279,0.0005,175.827917,100,,,557.1341,-,57 430.924,4s24p2,3P,1,4s<sup>2</sup>4p5d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
176.4187,0.0005,176.418521,100h,,,1 409.9609,-,58 093.352,4s24p2,3P,2,4s<sup>2</sup>4p5d,1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
176.5284,0.0005,176.528430,100h,,,1 409.9609,-,58 058.060,4s24p2,3P,2,4s<sup>2</sup>4p5d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
176.64330,0.00010,176.6433,50,,,557.1341,-,57 168.39,4s24p2,3P,1,4s<sup>2</sup>4p7s,"(1/2,1/2)°",0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=187&amp;type=
177.4175,0.0005,177.417546,200,,,557.1341,-,56 921.345,4s24p2,3P,1,4s<sup>2</sup>4p5d,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
178.5045,0.0005,178.504607,200,,,1 409.9609,-,57 430.924,4s24p2,3P,2,4s<sup>2</sup>4p5d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
179.3071,0.0005,179.307109,100h,,,1 409.9609,-,57 180.198,4s24p2,3P,2,4s<sup>2</sup>4p7s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
180.1434,0.0005,180.143229,75h,,,1 409.9609,-,56 921.345,4s24p2,3P,2,4s<sup>2</sup>4p5d,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
184.1327,0.0005,184.132754,200h,,,1 409.9609,-,55 718.604,4s24p2,3P,2,4s<sup>2</sup>4p5d,3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
184.2408,0.0005,184.2410,200h,,,1 409.9609,-,55 686.70,4s24p2,3P,2,4s<sup>2</sup>4p5d,3F°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
184.4411,0.0005,184.441023,100H,,,7 125.2989,-,61 343.172,4s24p2,1D,2,4s<sup>2</sup>4p8s,"(3/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
184.5871,0.0005,184.587232,100h,,,0.0000,-,54 174.928,4s24p2,3P,0,4s<sup>2</sup>4p6s,"(3/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
184.6956,0.0005,184.693411,100H,,,7 125.2989,-,61 269.082,4s24p2,1D,2,4s<sup>2</sup>4p8d,"(1/2,3/2)°",2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
185.3132,0.0005,185.313363,200,,,1 409.9609,-,55 372.610,4s24p2,3P,2,4s<sup>2</sup>4p5d,3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
186.0086,0.0005,186.0086,500r,,,7 125.2989,-,60 886.24,4s24p2,1D,2,4s<sup>2</sup>4p6d,"(3/2,3/2)°",3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3476&amp;comment_code=&amp;element=Ge&amp;spectr_charge=1&amp;ref=3476&amp;type=
