Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
119.5289,0.0002,,,110,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
121.8411,0.0002,121.84134,0.00006,1400,,,0.000,-,82 073.95,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)11s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
122.4049,0.0002,122.40525,0.00006,4400,,,0.000,-,81 695.84,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
122.4077,0.0002,122.40795,0.00006,4400,,,0.000,-,81 694.04,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
122.8888,0.0002,122.88913,0.00006,3800,,,0.000,-,81 374.16,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)10s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
125.1335,0.0002,125.133716,0.000011,5400,,,0.000,-,79 914.513,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)9s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
125.9153,0.0002,125.915532,0.000011,24000,,,0.000,-,79 418.320,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
125.9511,0.0002,125.951361,0.000011,29000,,,0.000,-,79 395.728,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
126.1268,0.0002,126.127097,0.000011,7700,,,0.000,-,79 285.104,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
126.7569,0.0002,126.757142,0.000011,6100,,,0.000,-,78 891.018,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
126.7596,0.0002,126.759819,0.000011,6100,,,0.000,-,78 889.352,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
127.5255,0.0002,127.525806,0.000011,16000,,,0.000,-,78 415.501,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)7s,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
128.9395,0.0002,128.939663,0.000012,35000,,,0.000,-,77 555.655,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
130.0335,0.0002,130.033770,0.000012,130000,,,0.000,-,76 903.100,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
130.2983,0.0002,130.298577,0.000012,39000,,,0.000,-,76 746.809,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
131.3947,0.0002,131.395031,0.000012,41000,,,0.000,-,76 106.379,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)6d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
131.7542,0.0002,131.754521,0.000012,42000,,,0.000,-,75 898.724,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
133.0189,0.0002,133.019291,0.000013,31000,,,0.000,-,75 177.066,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[3],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
135.5099,0.0002,135.510246,0.000013,89000,,,0.000,-,73 795.158,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
135.7971,0.0002,135.797366,0.000013,54000,,,0.000,-,73 639.131,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>0</sub>)5d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.0965,0.0006,136.095778,0.000013,92000,,,0.000,-,73 477.665,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.1111,0.0002,136.110959,0.000013,20000,,,7 602.9762,-,81 072.446,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>1</sup>D<sub>2</sub>)5d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.7714,0.0002,136.771518,0.000013,48000,,,0.000,-,73 114.638,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>1</sub>)5d,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
136.8217,0.0002,136.82175,0.00008,17000,,,7 602.9762,-,80 690.77,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)8d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
138.3225,0.0002,138.322703,0.000014,84000,,,0.000,-,72 294.712,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
139.0750,0.0002,139.075159,0.000014,66000,,,0.000,-,71 903.567,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7s,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
139.2898,0.0002,139.289827,0.000014,16000,,,7 602.9762,-,79 395.728,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
140.0014,0.0002,140.001420,0.000014,17000,,,7 602.9762,-,79 030.823,5s25p5,2P°,1/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)7d,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
142.5490,0.0002,142.549578,0.000014,210000,,,0.000,-,70 151.032,5s25p5,2P°,3/2,5s<sup>2</sup>5p<sup>4</sup>(<sup>3</sup>P<sub>2</sub>)5d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=368&amp;comment_code=&amp;element=I&amp;spectr_charge=1&amp;ref=368&amp;type=
