Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
137.2033,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
137.3500,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
137.4732,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
137.7080,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
137.7937,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
137.9429,,25,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
138.1469,,25,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
138.1637,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
,153.4752,,4.4e+04,E,0.00,-,65 157.126,3s23p3,4S°,3/2,3s<sup>2</sup>3p<sup>2</sup>(<sup>1</sup>D)4s,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,
,153.4772,,8.2e+03,E,0.00,-,65 156.242,3s23p3,4S°,3/2,3s<sup>2</sup>3p<sup>2</sup>(<sup>1</sup>D)4s,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1220&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=1220&amp;type=,
167.1070,,140,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5148&amp;comment_code=&amp;element=P&amp;spectr_charge=1&amp;ref=5148&amp;type=
