Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
165.54,0.03,,,200000,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7363&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=7363&amp;type=
168.85,0.03,,,400000,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7363&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=7363&amp;type=
169.990,0.003,169.990112,0.000017,1200000,4.08e+08,,0.000,-,58 826.951,5p4,3P,2,5p<sup>3</sup>(<sup>4</sup>S°)5d,3D°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5704&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5704&amp;type=
170.806,0.003,170.805538,0.000017,240000,,,4 750.712,-,63 296.823,5p4,3P,1,5p<sup>3</sup>(<sup>2</sup>D°)5d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5704&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5704&amp;type=
175.088,0.003,175.087788,0.000018,850000,,,0.000,-,57 114.206,5p4,3P,2,5p<sup>3</sup>(<sup>2</sup>D°)6s,1D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5704&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5704&amp;type=
175.9232,0.0025,175.924587,0.000018,420000,,,0.000,-,56 842.538,5p4,3P,2,5p<sup>3</sup>(<sup>2</sup>D°)6s,3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5789&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5789&amp;type=
177.50,0.03,,,350000,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7363&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=7363&amp;type=
179.604,0.003,179.605049,0.000019,640000,,,0.000,-,55 677.722,5p4,3P,2,5p<sup>3</sup>(<sup>4</sup>S°)5d,5D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5704&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5704&amp;type=
182.2151,0.0025,182.215511,0.000019,3400000,,,0.000,-,54 880.070,5p4,3P,2,5p<sup>3</sup>(<sup>2</sup>D°)6s,3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5789&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5789&amp;type=
182.55,0.03,,,260000,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7363&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=7363&amp;type=
185.0481,0.0025,185.049554,0.000020,190000,,,4 706.495,-,58 746.074,5p4,3P,0,5p<sup>3</sup>(<sup>4</sup>S°)5d,3D°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5789&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5789&amp;type=
185.2013,0.0025,185.201092,0.000020,190000,,,4 750.712,-,58 746.074,5p4,3P,1,5p<sup>3</sup>(<sup>4</sup>S°)5d,3D°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5789&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5789&amp;type=
185.371,0.003,,,180000,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5704&amp;comment_code=&amp;element=Te&amp;spectr_charge=1&amp;ref=5704&amp;type=
