Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
170.4320,0.0002,170.431908,0.000006,4,,,0.000,-,58 674.459,3d64s2,a 5D,4,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
170.4845,0.0003,170.484988,0.000009,1bl,,,704.007,-,59 360.198,3d64s2,a 5D,2,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
170.9944,0.0002,170.994828,0.000006,1,,,0.000,-,58 481.301,3d64s2,a 5D,4,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5F°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.0216,0.0002,171.021835,0.000009,1,,,888.132,-,59 360.198,3d64s2,a 5D,1,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.2289,0.0002,171.229097,0.000007,3,,,704.007,-,59 105.296,3d64s2,a 5D,2,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.2852,0.0002,171.285306,0.000009,0,,,978.074,-,59 360.198,3d64s2,a 5D,0,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.6486,0.0002,171.648696,0.000007,4,,,415.933,-,58 674.459,3d64s2,a 5D,3,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.7703,0.0002,171.770648,0.000007,1,,,888.132,-,59 105.296,3d64s2,a 5D,1,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.8148,0.0002,171.815080,0.000007,2,,,704.007,-,58 906.116,3d64s2,a 5D,2,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5F°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
171.9777,0.0002,171.977897,0.000006,6,,,0.000,-,58 147.007,3d64s2,a 5D,4,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5F°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
172.1484,0.0002,172.148536,0.000007,1,,,888.132,-,58 977.502,3d64s2,a 5D,1,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5F°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
172.2195,0.0003,172.219696,0.000007,4bl,,,415.933,-,58 481.301,3d64s2,a 5D,3,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5F°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
172.2542,0.0002,172.254544,0.000007,3,,,704.007,-,58 757.628,3d64s2,a 5D,2,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
172.3141,0.0002,172.314249,0.000003,4,,,0.000,-,58 033.506,3d64s2,a 5D,4,3d<sup>6</sup>4s(<sup>4</sup>D)5p,5D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11631&amp;comment_code=c80&amp;element=Fe&amp;spectr_charge=1&amp;ref=11631&amp;type=
