Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
8.916,0.005,8.916,0.005,"a,B",,,0.0000,-,1 121 600?,1s22s2,1S,0,1s2s(<sup>1</sup>S)3s4p(<sup>1</sup>P°)?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.024,0.003,9.024,0.003,"a,B",,,0.0000,-,1 108 200?,1s22s2,1S,0,1s2s(<sup>1</sup>S)3s3p(<sup>1</sup>P°)?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6979&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=6979&amp;type=
9.067,0.005,9.067,0.005,"a,B",,,0.0000,-,1 102 900?,1s22s2,1S,0,1s2s(<sup>3</sup>S)3s4p(<sup>3</sup>P°)?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.220,0.003,9.220,0.003,"a,B",,,0.0000,-,1 084 600?,1s22s2,1S,0,1s2s(<sup>3</sup>S)3s3p(<sup>3</sup>P°)?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6979&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=6979&amp;type=
9.629,0.005,9.629,0.005,"a,B",,,0.0000,-,1 038 500a,1s22s2,1S,0,1s(<sup>2</sup>S)2s2p(<sup>1</sup>P°)4s,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.724,0.005,9.724,0.005,"a,B",,,0.0000,-,1 028 400?a,1s22s2,1S,0,1s(<sup>2</sup>S)2s2p(<sup>1</sup>P°)3d?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.744,0.005,9.744,0.005,"3a,B",,,0.0000,-,1 026 300a,1s22s2,1S,0,1s(<sup>2</sup>S)2s2p(<sup>1</sup>P°)3s,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.786,0.005,9.786,0.005,"5a,B",,,0.0000,-,1 021 900?a,1s22s2,1S,0,1s(<sup>2</sup>S)2s2p(<sup>3</sup>P°)4s?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.797,0.005,9.797,0.005,"a,B",,,0.0000,-,1 020 700?,1s22s2,1S,0,1s(<sup>2</sup>S)2s2p(<sup>3</sup>P°)4d?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
9.866,0.005,9.866,0.005,"a,B",,,0.0000,-,1 013 600?,1s22s2,1S,0,1s(<sup>2</sup>S)2s2p(<sup>3</sup>P°)3d?,1P°?,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2305&amp;comment_code=&amp;element=Be&amp;spectr_charge=1&amp;ref=2305&amp;type=
