Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
174.0003,0.0003,174.000410,0.000020,2,,,0.000,-,57 471.129,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)10d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
176.6637,0.0002,176.663666,0.000011,2,,,0.000,-,56 604.735,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)9d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
179.46720,0.00017,179.467376,0.000011,2,,,0.000,-,55 720.4336,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p10s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
181.2969,0.0002,181.296787,0.000010,5,,,0.000,-,55 158.1755,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)8d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
186.8764,0.0002,186.876946,0.000012,4,,,0.000,-,53 511.1485,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p9s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
190.4771,0.0002,190.477500,0.000011,10,,,0.000,-,52 499.6391,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)7d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
197.2439,0.0003,197.245100,0.000009,4p,,,7 819.2626,-,58 517.607,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>3/2</sub>)6d,2[5/2]°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
197.78761,0.00007,197.78774,0.00004,2,,,7 819.2626,-,58 378.513,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)12d,2[5/2]°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
199.1604,0.0002,199.16099,0.00006,2,,,7 819.2626,-,58 029.899,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)11d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
199.2314,0.0002,199.23183,0.00003,2,,,7 819.2626,-,58 012.046,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)11d,2[3/2]°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
202.20162,0.00012,202.201749,0.000014,5r,5.9e+06,C+,0.000,-,49 439.6165,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p7s,"(3/2,1/2)°",1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
205.08800,0.00017,205.088019,0.000014,5,,,7 819.2626,-,56 563.195,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)9d,2[3/2]°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
205.32836,0.00010,205.328150,0.000014,8r,1.02e+07,C,0.000,-,48 686.9340,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p8s,"(1/2,1/2)°",1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
211.17581,0.00002,211.175816,0.000007,6,,,7 819.2626,-,55 158.1755,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)8d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
211.50664,0.00002,211.506647,0.000008,10,,,7 819.2626,-,55 084.1385,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)8d,2[3/2]°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
217.00048,0.00011,217.000288,0.000016,500r,1.47e+08,C+,0.000,-,46 068.4385,6s26p2,"(1/2,1/2)",0,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)6d,2[3/2]°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
217.55801,0.00003,217.558040,0.000015,7,,,10 650.3271,-,56 600.673,6s26p2,"(3/2,1/2)",2,6s<sup>2</sup>6p(<sup>2</sup>P°<sub>1/2</sub>)9d,2[5/2]°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
218.788815,0.000016,218.788806,0.000009,7,,,7 819.2626,-,53 511.1485,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p9s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
218.96026,0.00002,218.960259,0.000011,8,,,7 819.2626,-,53 475.374,6s26p2,"(3/2,1/2)",1,6s<sup>2</sup>6p9s,"(1/2,1/2)°",0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=50&amp;comment_code=&amp;element=Pb&amp;spectr_charge=1&amp;ref=50&amp;type=
