Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
145.156,145.1561+,,,,0.0,-,68 891.34,6p6,1S,0,6p<sup>5</sup>(<sup>2</sup>P°<sub>3/2</sub>)6d,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16181&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=16181&amp;type=
178.607,178.606+,,,,0.0,-,55 989.03,6p6,1S,0,6p<sup>5</sup>(<sup>2</sup>P°<sub>3/2</sub>)7s,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16181&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=16181&amp;type=
351.460,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
373.989,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
375.365,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
391.720,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
394.172,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
395.236,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
422.606,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
430.776,,80,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
433.578,,7,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
434.960,434.960+,100,,,54 620.35,-,77 604.53,6p5(2P°3/2)7s,2[3/2]°,2,6p<sup>5</sup>(<sup>2</sup>P°<sub>3/2</sub>)8p,2[5/2],3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
443.505,,40,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7432&amp;comment_code=&amp;element=Rn&amp;spectr_charge=1&amp;ref=7432&amp;type=
