Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
281.3657,281.36554,0.00003,26,,,530.351,-,36 060.842,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>P)5p,x 4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
281.8850,281.88509,0.00003,18,,,10 529.169,-,45 994.176,5s25p,z 2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)4d?,f 2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
282.256550,282.25655,0.00003,45,,,10 529.169,-,45 947.505,5s25p,z 2P°,1/2,5p<sup>2</sup>(<sup>3</sup>P)4d?,f 2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
288.64547,288.64547,0.00003,95,1.72e+06,C+,11 359.757,-,45 994.176,5s25p,z 2P°,3/2,5p<sup>2</sup>(<sup>3</sup>P)4d?,f 2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
291.9049,291.90473,0.00009,160,,,0.000,-,34 247.727,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
294.8406,294.84025,0.00009,390,3.56e+07,B+,0.000,-,33 906.761,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
296.4964,296.496393,0.000013,350,,,530.351,-,34 247.727,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
297.4588,297.45861,0.00009,480,3.52e+07,B+,0.000,-,33 608.312,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
298.4254,298.425284,0.000020,750,4.78e+07,B+,530.351,-,34 029.802,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
299.52574,299.525466,0.000013,70,5.1e+06,B+,530.351,-,33 906.761,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
299.6939,299.69430,0.00009,140,8.4e+06,B+,0.000,-,33 357.608,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
300.52618,300.52598,0.00009,70,4.7e+06,B+,0.000,-,33 265.298,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
301.8952,301.89520,0.00003,55,,,10 529.169,-,43 643.601,5s25p,z 2P°,1/2,5s<sup>2</sup>7s,g 2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
302.1725,302.172048,0.000021,130,,,530.351,-,33 614.445,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4D°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
302.22814,302.228076,0.000013,90,6.6e+06,B+,530.351,-,33 608.312,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,x 2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
303.8467,303.846861,0.000013,12,5.2e+05,B+,530.351,-,33 432.092,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,z 2G°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
304.483,,,45,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7593&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7593&amp;type=
304.53628,304.536308,0.000013,190,1.07e+07,B+,530.351,-,33 357.608,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4D°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
304.711,,,22,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7593&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7593&amp;type=
,305.395112,0.000013,,1.86e+05,B,530.351,-,33 265.298,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4D°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,
309.17211,,,55h,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
311.1797,311.17965,0.00003,45,,,10 529.169,-,42 655.628,5s25p,z 2P°,1/2,4d5s(<sup>1</sup>D)5d,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
311.4283,,,22,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7593&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7593&amp;type=
315.56472,315.56477,0.00011,13,2.7e+05,C+,0.000,-,31 680.043,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
317.28352,317.28347,0.00011,3,1.01e+06,C+,0.000,-,31 508.441,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
318.5944,318.59424,0.00005,1,1.92e+05,C+,530.351,-,31 909.164,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
319.13000,319.130232,0.000023,70,,,11 359.757,-,42 685.870,5s25p,z 2P°,3/2,4d5s(<sup>1</sup>D)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
320.9377,320.93774,0.00004,1,3.0e+05,C+,530.351,-,31 680.043,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
322.708,322.71563,0.00005,,1.09e+05,C+,530.351,-,31 508.441,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,y 4F°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7621&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7621&amp;type=
334.0378,334.03796,0.00005,55,9.3e+05,C+,16 066.064,-,45 994.176,4d5s(3D)5p,z 2D°,5/2,5p<sup>2</sup>(<sup>3</sup>P)4d?,f 2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
,334.93412,0.00005,,1.21e+06,C+,16 146.138,-,45 994.176,4d5s(3D)5p,z 2D°,3/2,5p<sup>2</sup>(<sup>3</sup>P)4d?,f 2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,
338.85823,338.85829,0.00003,85,,,15 245.803,-,44 748.195,4d5s(3D)5p,z 4F°,5/2,5p<sup>2</sup>(<sup>3</sup>P)4d,h 4D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
339.7032,339.70308,0.00003,45,,,16 234.382,-,45 663.408,4d5s(3D)5p,z 4F°,9/2,,3,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
341.24636,341.24636,0.00004,85,,,15 712.522,-,45 008.460,4d5s(3D)5p,z 4F°,7/2,5p<sup>2</sup>(<sup>3</sup>P)4d,h 4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
345.09404,345.09398,0.00003,70,,,16 234.382,-,45 203.695,4d5s(3D)5p,z 4F°,9/2,5p<sup>2</sup>(<sup>3</sup>P)4d,h 4D,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
348.40475,348.40470,0.00012,600,6.7e+05,B+,0.000,-,28 694.040,4d5s2,a 2D,3/2,4d<sup>2</sup>(<sup>3</sup>F)5p,z 4G°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
348.57223,348.57219,0.00003,170,,,10 529.169,-,39 209.422,5s25p,z 2P°,1/2,4d5s(<sup>3</sup>D)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
351.05169,351.05176,0.00006,4,1.24e+06,C+,15 712.522,-,44 190.205,4d5s(3D)5p,z 4F°,7/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
352.15330,352.15330,0.00004,80,,,14 948.994,-,43 337.601,4d5s(3D)5p,z 4F°,3/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
354.96586,354.96571,0.00003,3,8.2e+04,C+,530.351,-,28 694.040,4d5s2,a 2D,5/2,4d<sup>2</sup>(<sup>3</sup>F)5p,z 4G°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
355.17886,355.17888,0.00008,130,,,14 948.994,-,43 095.780,4d5s(3D)5p,z 4F°,3/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
355.26905,355.26902,0.00013,540,2.28e+07,B+,0.000,-,28 139.645,4d5s2,a 2D,3/2,4d5s(<sup>1</sup>D)5p,x 2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
355.87414,355.87415,0.00004,170,,,15 245.803,-,43 337.601,4d5s(3D)5p,z 4F°,5/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
357.14306,357.14310,0.00004,190,,,15 712.522,-,43 704.511,4d5s(3D)5p,z 4F°,7/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
357.60526,357.60514,0.00007,260,9.0e+06,B,16 234.382,-,44 190.205,4d5s(3D)5p,z 4F°,9/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
358.7743,,,300,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
358.96830,358.96830,0.00003,100,,,11 359.757,-,39 209.422,5s25p,z 2P°,3/2,4d5s(<sup>3</sup>D)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
359.2915,359.29107,0.00013,2800,,,0.000,-,27 824.647,4d5s2,a 2D,3/2,4d5s(<sup>1</sup>D)5p,x 2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
362.0940,362.09363,0.00003,4300,2.34e+08,B+,530.351,-,28 139.645,4d5s2,a 2D,5/2,4d5s(<sup>1</sup>D)5p,x 2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
369.25234,369.25229,0.00007,170,4.2e+06,B,17 116.156,-,44 190.205,4d5s(3D)5p,z 4D°,7/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,9/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9421&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=9421&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
371.80915,371.80916,0.00004,60,,,16 816.641,-,43 704.511,4d5s(3D)5p,z 4D°,5/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
373.86107,373.86113,0.00004,60,,,16 597.304,-,43 337.601,4d5s(3D)5p,z 4D°,3/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
374.9891,374.98897,0.00009,50,,,16 435.907,-,43 095.780,4d5s(3D)5p,z 4D°,1/2,5p<sup>2</sup>(<sup>3</sup>P)4d,4F,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7610&amp;comment_code=&amp;element=Y&amp;spectr_charge=1&amp;ref=7610&amp;type=
