Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
296.8,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
314.4,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
323.266,323.2657,0.0010,17*,1.002e+06,AA,0.00,-,30 925.38,1s22s,2S,1/2,1s<sup>2</sup>3p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7401&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=7401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
323.266,323.2657,0.0010,17*,1.002e+06,AA,0.00,-,30 925.38,1s22s,2S,1/2,1s<sup>2</sup>3p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7401&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=7401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,1/2,1s2p3p,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,5/2,1s2p3p,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,3/2,1s2p3p,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,5/2,1s2p3p,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,3/2,1s2p3p,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,3/2,1s2p3p,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
348.8,348.8,1.0,*,,,494 570,-,523 230,1s2s3p,4P°,1/2,1s2p3p,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
357.98,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1560&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1560&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,5/2,1s2p4s,4P°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,3/2,1s2p4s,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,1/2,1s2p4s,4P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,5/2,1s2p4s,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,3/2,1s2p4s,4P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,3/2,1s2p4s,4P°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
361.8,361.8,1.0,*,,,490 440,-,518 070,1s2p2,4P,1/2,1s2p4s,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
366.2,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
,367.169,0.010,,1.399e+06,AA,14 903.66,-,42 131.3,1s22p,2P°,1/2,1s<sup>2</sup>9d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,
,367.174,0.010,,2.797e+05,AA,14 904.00,-,42 131.3,1s22p,2P°,3/2,1s<sup>2</sup>9d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,
,367.174,0.010,,1.678e+06,AA,14 904.00,-,42 131.3,1s22p,2P°,3/2,1s<sup>2</sup>9d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,
371.87,372.089,0.010,3*,2.011e+06,AA,14 903.66,-,41 771.3,1s22p,2P°,1/2,1s<sup>2</sup>8d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
371.87,372.094,0.010,3*,2.413e+06,AA,14 904.00,-,41 771.3,1s22p,2P°,3/2,1s<sup>2</sup>8d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
371.87,372.094,0.010,3*,4.023e+05,AA,14 904.00,-,41 771.3,1s22p,2P°,3/2,1s<sup>2</sup>8d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
,374.658,0.010,,3.37e+05,A,14 903.66,-,41 587.1,1s22p,2P°,1/2,1s<sup>2</sup>8s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
,374.663,0.010,,6.76e+05,A,14 904.00,-,41 587.1,1s22p,2P°,3/2,1s<sup>2</sup>8s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
379.472,379.502,0.010,6*,3.041e+06,AA,14 903.66,-,41 246.5,1s22p,2P°,1/2,1s<sup>2</sup>7d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
379.472,379.507,0.010,6*,6.082e+05,AA,14 904.00,-,41 246.5,1s22p,2P°,3/2,1s<sup>2</sup>7d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
379.472,379.507,0.010,6*,3.649e+06,AA,14 904.00,-,41 246.5,1s22p,2P°,3/2,1s<sup>2</sup>7d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
,383.559,0.010,,5.18e+05,A,14 903.66,-,40 967.9,1s22p,2P°,1/2,1s<sup>2</sup>7s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
,383.564,0.010,,1.04e+06,A,14 904.00,-,40 967.9,1s22p,2P°,3/2,1s<sup>2</sup>7s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
391.530,391.5292,0.0010,20,4.964e+06,AA,14 903.66,-,40 437.31,1s22p,2P°,1/2,1s<sup>2</sup>6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
391.535,391.5342,0.0010,20*,5.959e+06,AA,14 904.00,-,40 437.32,1s22p,2P°,3/2,1s<sup>2</sup>6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
391.535,391.5344,0.0010,20*,9.924e+05,AA,14 904.00,-,40 437.31,1s22p,2P°,3/2,1s<sup>2</sup>6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
398.548,398.5481,0.0010,10,8.62e+05,A,14 903.66,-,39 987.64,1s22p,2P°,1/2,1s<sup>2</sup>6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
398.554,398.5535,0.0010,10,1.73e+06,A,14 904.00,-,39 987.64,1s22p,2P°,3/2,1s<sup>2</sup>6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
413.256,413.2557,0.0010,40,9.04e+06,A,14 903.66,-,39 094.93,1s22p,2P°,1/2,1s<sup>2</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
413.262,413.2613,0.0010,40*,1.09e+07,A,14 904.00,-,39 094.94,1s22p,2P°,3/2,1s<sup>2</sup>5d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
413.262,413.2615,0.0010,40*,1.81e+06,A,14 904.00,-,39 094.93,1s22p,2P°,3/2,1s<sup>2</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
419.6,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
427.307,427.3062,0.0010,20,1.58e+06,A,14 903.66,-,38 299.50,1s22p,2P°,1/2,1s<sup>2</sup>5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
427.313,427.3124,0.0010,20,3.17e+06,A,14 904.00,-,38 299.50,1s22p,2P°,3/2,1s<sup>2</sup>5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
460.283,460.2821,0.0010,13,1.935e+07,AA,14 903.66,-,36 623.38,1s22p,2P°,1/2,1s<sup>2</sup>4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6620&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6620&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
460.289,460.2889,0.0010,13*,2.322e+07,AA,14 904.00,-,36 623.40,1s22p,2P°,3/2,1s<sup>2</sup>4d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6620&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6620&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
460.289,460.2893,0.0010,13*,3.871e+06,AA,14 904.00,-,36 623.38,1s22p,2P°,3/2,1s<sup>2</sup>4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6620&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6620&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
476,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
497.166,497.1659,0.0010,8,3.460e+06,AA,14 903.66,-,35 012.06,1s22p,2P°,1/2,1s<sup>2</sup>4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7401&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=7401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
497.175,497.1743,0.0010,8,6.919e+06,AA,14 904.00,-,35 012.06,1s22p,2P°,3/2,1s<sup>2</sup>4s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7401&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=7401&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,5/2,1s2p3d,4D°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,5/2,1s2p3d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,3/2,1s2p3d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,7/2,1s2p3d,4D°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,5/2,1s2p3d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,3/2,1s2p3d,4D°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,1/2,1s2p3d,4D°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,7/2,1s2p3d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,3/2,1s2p3d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
527.1,527,4,*,,,506 300,-,525 280,1s2s3d,4D,1/2,1s2p3d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
531.5,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
539.5,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
544,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
610.354,610.353,0.010,320,5.7138e+07,AAA,14 903.66,-,31 283.08,1s22p,2P°,1/2,1s<sup>2</sup>3d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6505&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6505&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
,610.364,0.010,,6.8562e+07,AAA,14 904.00,-,31 283.12,1s22p,2P°,3/2,1s<sup>2</sup>3d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6505&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6505&amp;type=,
610.365,610.366,0.010,320,1.1427e+07,AAA,14 904.00,-,31 283.08,1s22p,2P°,3/2,1s<sup>2</sup>3d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6505&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6505&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
670.776,670.776,0.010,3600,3.6891e+07,AAA,0.00,-,14 904.00,1s22s,2S,1/2,1s<sup>2</sup>2p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6505&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6505&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
670.791,670.791,0.010,3600,3.6890e+07,AAA,0.00,-,14 903.66,1s22s,2S,1/2,1s<sup>2</sup>2p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6505&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6505&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
,687.308,0.010,,2.78e+04,B,27 206.12,-,41 751.63,1s23s,2S,1/2,1s<sup>2</sup>8p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
,687.308,0.010,,2.79e+04,B,27 206.12,-,41 751.63,1s23s,2S,1/2,1s<sup>2</sup>8p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
,713.517,0.010,,3.61e+04,B,27 206.12,-,41 217.35,1s23s,2S,1/2,1s<sup>2</sup>7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5118&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=5118&amp;type=,
