Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,92.898,"10g,a",,,0.000,-,107 645,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)16d,"3P°,3D°",1 or 2 or 3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
92.951,92.951,"10g,a",,,0.000,-,107 584,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)15d,"3P°,3D°",1 or 2 or 3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.012,93.012,"10g,a",,,0.000,-,107 513,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)14d,"3P°,3D°",1 or 2 or 3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.109,93.109,"20g,a",,,0.000,-,107 401,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)13d,"3P°,3D°",1 or 2 or 3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.208,93.208,"20g,a",,,0.000,-,107 287,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)12d,"3P°,3D°",1 or 2 or 3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.353,93.353,"20g,a*",,,0.000,-,107 120,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)11d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.353,93.353,"20g,a*",,,0.000,-,107 120,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)11d,3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.519,93.519,"25g,a*",,,0.000,-,106 930,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)10d,3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.519,93.519,"25g,a*",,,0.000,-,106 930,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)10d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
93.796,93.796,"30g,a*",,,0.000,-,106 614,3s23p4,3P,2,3s<sup>2</sup>3p<sup>3</sup>(<sup>2</sup>P°)9d,3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6772&amp;comment_code=&amp;element=S&amp;spectr_charge=1&amp;ref=6772&amp;type=
