Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),Type,TPRef.,LineRef.
200.145,,9600,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
200.373,,13000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
201.015,,17000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
201.814,,29000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
202.276,,14000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
202.823,,14000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
203.444,,18000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
204.536,,26000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
205.869,,8600,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
205.878,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
206.169,,13000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
207.695,,7200,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
207.997,,14000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
208.254,,2900,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
208.903,,2900,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
208.921,,2900,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
209.760,,6000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
210.063,,5300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
211.766,,2100,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
211.796,,4800,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
212.384,,1900,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
213.711,,5300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
215.459,,2600,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
215.784,,1300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
215.853,,1200,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
216.690,,3100,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
216.775,,1100,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
217.165,,2100,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
218.468,,960,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
220.249,,760,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
222.798,,600,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
223.461,,1100,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
225.215,,1300,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
226.460,,1400,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
226.828,,360,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Os&amp;spectr_charge=1&amp;ref=3475&amp;type=
