Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
703.6026,0.0015,703.6015+,4,,,33 164.805,-,47 373.477,6p3,2P°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)8s,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
750.233,0.017,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7394&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7394&amp;type=
783.8617,0.0010,783.8616+,19,,,41 124.985,-,53 878.830,6p2(3P0)7p,2[1]°,1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)8d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
784.0316,0.0012,784.0317+,2,,,33 164.805,-,45 915.883,6p3,2P°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
854.4462,0.0016,854.4463+,4,,,33 164.805,-,44 865.076,6p3,2P°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7s,2[1],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
857.9835,0.0016,857.9834+,3,,,33 164.805,-,44 816.841,6p3,2P°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)6d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
875.4906,0.0009,875.4900+,1,2.25e+01,B+,0.000,-,11 419.039,6p3,4S°,3/2,6p<sup>3</sup>,2D°,3/2,M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4260&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=4260&amp;type=M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=M1
876.1321,0.0008,876.1319+,28,,,44 865.076,-,56 275.749,6p2(3P1)7s,2[1],3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
890.7664,0.0005,890.7663+,46,,,44 865.076,-,56 088.284,6p2(3P1)7s,2[1],3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
965.7045,0.0005,965.7042+,200,,,32 588.221,-,42 940.519,6p2(3P0)7s,2[0],1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
982.7832,0.0006,982.7826+,30,,,45 915.883,-,56 088.284,6p2(3P1)7s,2[1],1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,2[1]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 010.4260,0.0006,1 010.4259+,10,,,41 124.985,-,51 019.090,6p2(3P0)7p,2[1]°,1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)7d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 030.0642,0.0006,1 030.0641+,11,,,44 865.076,-,54 570.550,6p2(3P1)7s,2[1],3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 053.619,0.020,,7,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7407&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7407&amp;type=
1 107.2746,0.0007,1 107.2742+,13,,,44 865.076,-,53 893.790,6p2(3P1)7s,2[1],3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,2[0]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 155.1300,0.0008,1 155.1297+,4,,,45 915.883,-,54 570.550,6p2(3P1)7s,2[1],1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>1</sub>)7p,2[2]°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 171.0835,0.0007,1 171.0835+,90,,,32 588.221,-,41 124.985,6p2(3P0)7s,2[0],1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)7p,2[1]°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 199.94,0.03,,9,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7407&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7407&amp;type=
1 216.5119,0.0008,1 216.5119+,29,,,42 940.519,-,51 158.494,6p2(3P0)7p,2[1]°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)7d,2[2],5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 237.5041,0.0009,1 237.5041+,2,,,42 940.519,-,51 019.090,6p2(3P0)7p,2[1]°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)7d,2[2],3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
1 433.05,0.06,,36,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7407&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=7407&amp;type=
1 599.9506,0.0013,1 599.949+,11,,,41 124.985,-,47 373.477,6p2(3P0)7p,2[1]°,1/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)8s,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
2 255.8321,0.0030,2 255.830+,26,,,42 940.519,-,47 373.477,6p2(3P0)7p,2[1]°,3/2,6p<sup>2</sup>(<sup>3</sup>P<sub>0</sub>)8s,2[0],1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=6416&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=6416&amp;type=
,,17 343.5+,,5.00e+00,B,32 588.221,-,33 164.805,6p2(3P0)7s,2[0],1/2,6p<sup>3</sup>,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8547&amp;comment_code=&amp;element=Bi&amp;spectr_charge=1&amp;ref=8547&amp;type=,
