Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
74.4573,0.0025,74.457,0.003,a,,,0.000,-,134 305,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)20p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2725&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=2725&amp;type=
74.4810,0.0009,74.4810,0.0009,a,,,0.000,-,134 262.4,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)19p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.5308,0.0009,74.5308,0.0009,a,,,0.000,-,134 172.7,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)18p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.5834,0.0009,74.5834,0.0009,a,,,0.000,-,134 078.1,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)17p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.6533,0.0009,74.6533,0.0009,a,,,0.000,-,133 952.6,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)16p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.6543,0.0025,74.6542,0.0022,a,,,0.000,-,133 951,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)13f,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2725&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=2725&amp;type=
74.7245,0.0009,74.7245,0.0009,a,,,0.000,-,133 824.9,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)12f,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.7315,0.0009,74.7315,0.0009,a,,,0.000,-,133 812.4,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)15p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.8338,0.0009,74.8338,0.0009,a,,,0.000,-,133 629.5,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)11f,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.8520,0.0009,74.8520,0.0009,a,,,0.000,-,133 597.0,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)14p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.9814,0.0009,74.9814,0.0009,a,,,0.000,-,133 366.4,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)10f,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
74.9960,0.0025,74.9963,0.0022,a,,,0.000,-,133 340,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)13p,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2725&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=2725&amp;type=
75.0040,0.0009,75.0040,0.0009,a,,,0.000,-,133 326.2,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)13p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
75.1788,0.0009,75.1788,0.0009,a,,,0.000,-,133 016.2,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)9f,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
75.2070,0.0025,75.2072,0.0023,a,,,0.000,-,132 966,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)12p,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2725&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=2725&amp;type=
75.2272,0.0009,75.2272,0.0009,a,,,0.000,-,132 930.6,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)12p,2[1/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
75.4788,0.0009,75.4788,0.0009,a,,,0.000,-,132 487.5,5d106s2,1S,0,5d<sup>9</sup>6s<sup>2</sup>(<sup>2</sup>D<sub>3/2</sub>)8f,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=400&amp;comment_code=&amp;element=Hg&amp;spectr_charge=1&amp;ref=400&amp;type=
