Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
14.588,,3a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
14.626,,3a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.040,,2a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.094,,3a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.184,,5a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.232,,3a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.272,,6a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.285,,3a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.306,,2a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.362,,2a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.388,,4a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.426,,1a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.445,,1a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.484,,5a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.499,,2a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
15.510,,2a,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5491&amp;comment_code=&amp;element=Al&amp;spectr_charge=1&amp;ref=5491&amp;type=
