Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
142.32,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
148.965,,8r,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
161.6,,5w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
165.02,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
168.540,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
172.8,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
184.7,,3w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
200.756,,100r,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
210.50,,,4.0e+06,D,,,,,,1/2,,,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3428&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3428&amp;type=
211.91,,,2.0e+06,D,,,,,,1/2,,,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3428&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3428&amp;type=
212.928,,1r,5.8e+06,D,,,,,,1/2,,,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7608&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=7608&amp;type=
215.192,,1r,3.1e+06,D,,,,,,1/2,,,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7608&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=7608&amp;type=
216.859,,4r,9.8e+06,D,,,,,,1/2,,,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7608&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=7608&amp;type=
220.975,,2,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
221.071,,100r,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
223.784,,6r,1.9e+07,D,,,,,,1/2,,,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3428&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3428&amp;type=
228.76,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
231.598,,140,7.8e+06,D,,,,,,1/2,,,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3475&amp;type=
237.969,237.958+,900w,4.4e+07,C,0.0,-,42 011.4,6s26p,2P°,1/2,6s<sup>2</sup>7d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3475&amp;type=
250.794,,1r,1.1e+06,C,,,,,,3/2,,,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3428&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3428&amp;type=
250.82,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=611&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=611&amp;type=
253.818,,2r,1.6e+06,C,,,,,,3/2,,,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3428&amp;comment_code=&amp;element=Tl&amp;spectr_charge=1&amp;ref=3428&amp;type=
