Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
15.710,0.010,15.708,0.010,a,,,0.00000,-,636 600,2p63s,2S,1/2,2s2p<sup>6</sup>(<sup>2</sup>S)3d4p(<sup>3</sup>P°),2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
15.88,0.02,15.881,0.020,a,,,0.00000,-,629 700,2p63s,2S,1/2,2s2p<sup>6</sup>(<sup>2</sup>S)4s5p(<sup>3</sup>P°),2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
16.160,0.010,16.158,0.010,a,,,0.00000,-,618 900,2p63s,2S,1/2,2s2p<sup>6</sup>(<sup>2</sup>S)4s4p(<sup>3</sup>P°),2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
16.670,0.010,16.667,0.011,a,,,0.00000,-,600 000,2p63s,2S,1/2,2s2p<sup>6</sup>3p(<sup>3</sup>P°)6s,2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
16.770,0.010,16.767,0.011,a,,,0.00000,-,596 400,2p63s,2S,1/2,2s2p<sup>6</sup>3p(<sup>3</sup>P°)5s,2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
16.820,0.010,16.818,0.011,a,,,0.00000,-,594 600,2p63s,2S,1/2,2s2p<sup>6</sup>3p(<sup>3</sup>P°)3d,2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
16.910,0.010,16.909,0.009,a,,,0.00000,-,591 400,2p63s,2S,1/2,2s2p<sup>6</sup>3p(<sup>1</sup>P°)4s,2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
17.060,0.010,17.059,0.009,a,,,0.00000,-,586 200,2p63s,2S,1/2,2s2p<sup>6</sup>3p(<sup>3</sup>P°)4s,2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
17.870,0.010,17.870,0.010,a,,,0.00000,-,559 600,2p63s,2S,1/2,2s2p<sup>6</sup>3s(<sup>3</sup>S)4p,2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
18.290,0.010,18.295,0.010,a,,,0.00000,-,546 600,2p63s,2S,1/2,2s(<sup>2</sup>S)2p<sup>6</sup>3s3p(<sup>1</sup>P°),2P°,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5279&amp;comment_code=&amp;element=Na&amp;spectr_charge=1&amp;ref=5279&amp;type=
