Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
207.643,207.6441+,2400,,,0.00,-,48 143.98,4d7(a 4F)5s,a 5F,5,,31°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
208.377,208.3781+,2600,,,1 190.64,-,49 165.05,4d7(a 4F)5s,a 5F,4,,47°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
209.089,,2400,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16319&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=16319&amp;type=
225.552,225.5527+,690,,,0.00,-,44 321.81,4d7(a 4F)5s,a 5F,5,4d<sup>6</sup>5s(a <sup>4</sup>D)5p,x 5F°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
225.953,225.9520+,290,,,0.00,-,44 243.49,4d7(a 4F)5s,a 5F,5,4d<sup>6</sup>5s(a <sup>4</sup>D)5p,w 5D°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
227.209,227.2097+,780,,,0.00,-,43 998.60,4d7(a 4F)5s,a 5F,5,,2°(5G°),6,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
227.819,227.8200+,240,,,1 190.64,-,45 071.40,4d7(a 4F)5s,a 5F,4,4d<sup>6</sup>5s(a <sup>4</sup>D)5p,w 5D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
227.9584,,780,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16319&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=16319&amp;type=
228.538,228.5385+,170,,,0.00,-,43 742.81,4d7(a 4F)5s,a 5F,5,,w 3G°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
230.254,230.2538+,290,,,1 190.64,-,44 607.61,4d7(a 4F)5s,a 5F,4,4d<sup>6</sup>5s(a <sup>4</sup>D)5p,x 5F°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Ru&amp;spectr_charge=1&amp;ref=3475&amp;type=
