Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
43.031,0.005,43.0309+,a,,,0.000,-,232 391.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)18p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.045,0.005,43.0450+,a,,,0.000,-,232 315.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)17p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.063,0.005,43.0630+,a,,,0.000,-,232 218.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)16p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.090,0.005,43.0901+,a,,,0.000,-,232 072.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)15p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.126,0.005,43.1259+,a,,,0.000,-,231 879.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)14p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.155,0.005,43.1550+,a,,,0.000,-,231 723.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)13p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.231,0.005,43.2311+,a,,,0.000,-,231 315.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)12p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.330,0.005,43.3300+,a,,,0.000,-,230 787.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)11p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
43.434,0.005,43.4341+,a,,,0.000,-,230 234.,5p6,1S,0,5p<sup>4</sup>(<sup>3</sup>P)7s(<sup>4</sup>P<sub>1/2</sub>)10p,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
44.033,0.007,44.0331+,a,,,0.000,-,227 102.,5p6,1S,0,5p<sup>4</sup>(<sup>1</sup>D)6p(<sup>2</sup>F°<sub>7/2</sub>)14d,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1526&amp;comment_code=&amp;element=Xe&amp;spectr_charge=1&amp;ref=1526&amp;type=
