Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
64.750,,140,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3513&amp;comment_code=&amp;element=N&amp;spectr_charge=1&amp;ref=3513&amp;type=
69.270,,350,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3513&amp;comment_code=&amp;element=N&amp;spectr_charge=1&amp;ref=3513&amp;type=
,86.5227,,3.74e+06,D,0.000,-,115 576.6,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)9s,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,86.5835,,3.74e+06,D,0.000,-,115 495.5,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)9s,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,86.6180,,3.73e+06,E,0.000,-,115 449.5,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)9s,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,86.9404,,5.56e+06,D+,0.000,-,115 021.3,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)8s,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.0026,,5.55e+06,D,0.000,-,114 939.1,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)8s,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.0367,,5.54e+06,D,0.000,-,114 894.0,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)8s,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.5277,,3.40e+07,D+,0.000,-,114 249.5,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)6d,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.5657,,3.39e+07,D+,0.000,-,114 200.0,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)6d,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.5721,,3.39e+07,D+,0.000,-,114 191.6,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)6d,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.6067,,8.81e+06,D+,0.000,-,114 146.525,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)7s,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.6646,,8.79e+06,D+,0.000,-,114 071.153,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)7s,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,87.6988,,8.78e+06,D,0.000,-,114 026.654,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)7s,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
88.567,,90,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3513&amp;comment_code=&amp;element=N&amp;spectr_charge=1&amp;ref=3513&amp;type=
,88.5973,,5.58e+07,D+,0.000,-,112 870.27,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)5d,4P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,88.6226,,5.58e+07,D+,0.000,-,112 838.02,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)5d,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,88.6333,,5.58e+07,D+,0.000,-,112 824.459,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)5d,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,88.7458,,1.51e+07,D+,0.000,-,112 681.389,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)6s,4P,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
,88.8024,,1.51e+07,D+,0.000,-,112 609.612,2s22p3,4S°,3/2,2s<sup>2</sup>2p<sup>2</sup>(<sup>3</sup>P)6s,4P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=5723&amp;comment_code=LS&amp;element=N&amp;spectr_charge=1&amp;ref=5723&amp;type=,
