Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
200.040,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
200.097,200.0978,0.0028,3,,,3 325.53,-,53 284.92,5d46s2,5D,2,,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
200.115,200.1141,0.0028,1,,,6 219.33,-,56 174.63,5d46s2,5D,4,,°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
200.247,,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
200.693,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
200.863,200.8651,0.0028,1,,,6 219.33,-,55 987.90,5d46s2,5D,4,,°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
200.891,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
201.472,201.4749,0.0028,1,,,3 325.53,-,52 943.48,5d46s2,5D,2,,°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
201.640,201.6448,0.0028,3,,,6 219.33,-,55 795.48,5d46s2,5D,4,,°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
202.011,202.0157,0.0029,5,,,2 951.29,-,52 436.44,5d5(6S)6s,7S,3,,°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
202.181,202.1850,0.0029,3,,,0.00,-,49 443.70,5d46s2,5D,0,,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
202.204,202.2011,0.0029,2,,,4 830.00,-,54 269.77,5d46s2,5D,3,,°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
202.387,,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
203.019,,,2,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
203.036,203.0380,0.0029,2,,,6 219.33,-,55 455.35,5d46s2,5D,4,,°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
203.477,203.4792,0.0029,4,,,4 830.00,-,53 959.28,5d46s2,5D,3,,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
203.546,203.5475,0.0029,2,,,2 951.29,-,52 064.08,5d5(6S)6s,7S,3,,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
203.692,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
203.938,203.9386,0.0029,3,,,4 830.00,-,53 848.63,5d46s2,5D,3,,°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
204.416,204.4133,0.0029,1,,,2 951.29,-,51 856.10,5d5(6S)6s,7S,3,,°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
204.574,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
204.748,204.7506,0.0029,3*,,,1 670.29,-,50 494.54,5d46s2,5D,1,,°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
204.748,204.7516,0.0029,3*,,,6 219.33,-,55 043.34,5d46s2,5D,4,,°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
204.903,204.9025,0.0029,3,,,0.00,-,48 788.06,5d46s2,5D,0,,°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
205.104,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
205.194,,,3,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
205.3514,205.3508,0.0030,3,,,6 219.33,-,54 900.90,5d46s2,5D,4,,°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=153&amp;comment_code=&amp;element=W&amp;spectr_charge=1&amp;ref=153&amp;type=
