Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
155.332,0.002,155.3321,0.0020,"g,a",,,0.0000,-,64 378.2,3d4s2,2D,3/2,4s<sup>2</sup>20f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.405,0.002,155.4052,0.0016,"g,a",,,0.0000,-,64 347.9,3d4s2,2D,3/2,4s<sup>2</sup>19f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.491,0.002,155.4910,0.0016,"g,a",,,0.0000,-,64 312.4,3d4s2,2D,3/2,4s<sup>2</sup>18f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.576,0.002,155.576,0.003,"g,a*",,,168.3371,-,64 445.6,3d4s2,2D,5/2,4s<sup>2</sup>23f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.576,0.002,155.576,0.003,"g,a*",,,168.3371,-,64 445.6,3d4s2,2D,5/2,4s<sup>2</sup>23f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.590,0.002,155.5904,0.0016,"g,a",,,0.0000,-,64 271.3,3d4s2,2D,3/2,4s<sup>2</sup>17f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.622,0.002,155.622,0.003,"g,a*",,,168.3371,-,64 426.6,3d4s2,2D,5/2,4s<sup>2</sup>22f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.622,0.002,155.622,0.003,"g,a*",,,168.3371,-,64 426.6,3d4s2,2D,5/2,4s<sup>2</sup>22f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.675,0.002,155.675,0.003,"g,a*",,,168.3371,-,64 404.7,3d4s2,2D,5/2,4s<sup>2</sup>21f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.675,0.002,155.675,0.003,"g,a*",,,168.3371,-,64 404.7,3d4s2,2D,5/2,4s<sup>2</sup>21f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.813,0.002,155.8128,0.0016,"g,a*",,,168.3371,-,64 347.9,3d4s2,2D,5/2,4s<sup>2</sup>19f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.813,0.002,155.813,0.003,"g,a*",,,168.3371,-,64 347.8,3d4s2,2D,5/2,4s<sup>2</sup>19f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.862,0.002,155.8608,0.0017,"g,a",,,0.0000,-,64 159.8,3d4s2,2D,3/2,4s<sup>2</sup>15f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.899,0.002,155.899,0.003,"g,a*",,,168.3371,-,64 312.4,3d4s2,2D,5/2,4s<sup>2</sup>18f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
155.899,0.002,155.8991,0.0016,"g,a*",,,168.3371,-,64 312.4,3d4s2,2D,5/2,4s<sup>2</sup>18f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.000,0.002,155.9990,0.0016,"g,a*",,,168.3371,-,64 271.3,3d4s2,2D,5/2,4s<sup>2</sup>17f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.000,0.002,156.000,0.003,"g,a*",,,168.3371,-,64 270.9,3d4s2,2D,5/2,4s<sup>2</sup>17f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.039,0.002,156.0396,0.0016,"g,a",,,0.0000,-,64 086.3,3d4s2,2D,3/2,4s<sup>2</sup>14f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.267,0.002,156.2644,0.0022,"g,a*",,,0.0000,-,63 994.1,3d4s2,2D,3/2,4s<sup>2</sup>13f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.267,0.002,156.267,0.003,"g,a*",,,168.3371,-,64 161.4,3d4s2,2D,5/2,4s<sup>2</sup>15f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.267,0.002,156.2708,0.0017,"g,a*",,,168.3371,-,64 159.8,3d4s2,2D,5/2,4s<sup>2</sup>15f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.452,0.002,156.4505,0.0016,"g,a*",,,168.3371,-,64 086.3,3d4s2,2D,5/2,4s<sup>2</sup>14f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.452,0.002,156.452,0.003,"g,a*",,,168.3371,-,64 085.7,3d4s2,2D,5/2,4s<sup>2</sup>14f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.547,0.002,156.5472,0.0016,"g,a",,,0.0000,-,63 878.5,3d4s2,2D,3/2,4s<sup>2</sup>12f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.675,0.002,156.675,0.003,"g,a*",,,168.3371,-,63 994.7,3d4s2,2D,5/2,4s<sup>2</sup>13f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.675,0.002,156.6765,0.0022,"g,a*",,,168.3371,-,63 994.1,3d4s2,2D,5/2,4s<sup>2</sup>13f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.913,0.002,156.9127,0.0016,"g,a",,,0.0000,-,63 729.7,3d4s2,2D,3/2,4s<sup>2</sup>11f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.961,0.002,156.9608,0.0016,"g,a*",,,168.3371,-,63 878.5,3d4s2,2D,5/2,4s<sup>2</sup>12f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
156.961,0.002,156.961,0.003,"g,a*",,,168.3371,-,63 878.4,3d4s2,2D,5/2,4s<sup>2</sup>12f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
157.328,0.002,157.328,0.003,"g,a*",,,168.3371,-,63 729.8,3d4s2,2D,5/2,4s<sup>2</sup>11f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
157.328,0.002,157.3283,0.0016,"g,a*",,,168.3371,-,63 729.7,3d4s2,2D,5/2,4s<sup>2</sup>11f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
157.398,0.002,157.3980,0.0016,"g,a",,,0.0000,-,63 533.2,3d4s2,2D,3/2,4s<sup>2</sup>10f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
157.816,0.002,157.816,0.003,"g,a*",,,168.3371,-,63 533.3,3d4s2,2D,5/2,4s<sup>2</sup>10f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=2110&amp;comment_code=&amp;element=Sc&amp;spectr_charge=1&amp;ref=2110&amp;type=
