Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
6.152,0.003,6.152,0.003,10a*,,,15.287,-,1 625 500,2s22p,2P°,3/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>1</sup>P°)4p,,1/2or3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.152,0.003,6.152,0.003,10a*,,,0.0000,-,1 625 500,2s22p,2P°,1/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>1</sup>P°)4p,,1/2or3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.195,0.003,6.195,0.003,40a*,,,15.287,-,1 614 200,2s22p,2P°,3/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>1</sup>P°)3p,2P,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.195,0.003,6.195,0.003,40a*,,,0.0000,-,1 614 200,2s22p,2P°,1/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>1</sup>P°)3p,2P,"1/2,3/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.213,0.003,6.213,0.003,30a*,,,0.0000,-,1 609 500,2s22p,2P°,1/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>3</sup>P°)4p,,1/2or3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.213,0.003,6.213,0.003,30a*,,,15.287,-,1 609 500,2s22p,2P°,3/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>3</sup>P°)4p,,1/2or3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.234,0.003,6.234,0.003,10a*,,,15.287,-,1 604 100,2s22p,2P°,3/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>3</sup>P°)3p,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.234,0.003,6.234,0.003,10a*,,,0.0000,-,1 604 100,2s22p,2P°,1/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>3</sup>P°)3p,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.245,0.003,6.245,0.003,30a*,,,15.287,-,1 601 300,2s22p,2P°,3/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>3</sup>P°)3p,2D,"3/2,5/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
6.245,0.003,6.245,0.003,30a*,,,0.0000,-,1 601 300,2s22p,2P°,1/2,1s(<sup>2</sup>S)2s<sup>2</sup>2p(<sup>3</sup>P°)3p,2D,"3/2,5/2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11176&amp;comment_code=&amp;element=B&amp;spectr_charge=1&amp;ref=11176&amp;type=
