Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),Type,TPRef.,LineRef.
200.353,,25000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
201.787,,16000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
204.908,,27000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
207.470,,4200,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
208.392,,3700,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
208.559,,10000,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
209.712,,9800,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
210.922,,2700,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
214.297,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
215.667,,3700,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Re&amp;spectr_charge=1&amp;ref=3475&amp;type=
