Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
57.13,57.14*,2a,,,0.000,-,175 010,3d104s24p,2P°,1/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>S),2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
57.42,57.41*,0a,,,826.190,-,175 010,3d104s24p,2P°,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>S),2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
58.49,58.49*,3a,,,826.190,-,171 790,3d104s24p,2P°,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>S),2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
60.13,60.22*,7a,,,0.000,-,166 050,3d104s24p,2P°,1/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
60.61,60.52*,14a,,,826.190,-,166 050,3d104s24p,2P°,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
60.98,61.00*,15a,,,0.000,-,163 930,3d104s24p,2P°,1/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
61.33,61.31*,13a,,,826.190,-,163 930,3d104s24p,2P°,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
61.61,61.61*,7a,,,826.190,-,163 140,3d104s24p,2P°,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
61.86,61.89*,4a,,,0.000,-,161 580,3d104s24p,2P°,1/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
62.24,62.21*,7a,,,826.190,-,161 580,3d104s24p,2P°,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s<sup>2</sup>4p<sup>2</sup>(<sup>1</sup>D),2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=1&amp;ref=12180&amp;type=
