Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
114.661,0.002,114.6610,0.0020,a,,,0.000,-,87 213.6,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>1</sup>D)11p?,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
114.725,0.002,114.7249,0.0020,a,,,0.000,-,87 165.0,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>1</sup>D)11p?,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
115.143,0.002,115.1430,0.0020,a,,,0.000,-,86 848.5,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>1</sup>D)10p?,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
115.233,0.002,115.2330,0.0020,a,,,0.000,-,86 780.7,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>1</sup>D)10p?,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
115.852,0.002,115.8520,0.0020,a,,,0.000,-,86 317.0,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>1</sup>D)9p?,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
115.993,0.002,115.9930,0.0020,a,,,0.000,-,86 212.1,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>1</sup>D)9p?,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
116.271,0.002,116.2710,0.0020,a,,,0.000,-,86 006.0,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>3</sup>D<sub>1</sub>)21p,°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
116.317,0.002,116.3169,0.0020,a,,,0.000,-,85 972.0,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>3</sup>D<sub>1</sub>)20p,°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
116.379,0.002,116.3789,0.0020,a,,,0.000,-,85 926.2,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>3</sup>D<sub>1</sub>)19p,°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
116.442,0.002,116.4420,0.0020,a,,,0.000,-,85 879.7,3d104s,2S,1/2,3d<sup>9</sup>4s(<sup>3</sup>D<sub>1</sub>)18p,°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1923&amp;comment_code=&amp;element=Cu&amp;spectr_charge=1&amp;ref=1923&amp;type=
