obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 18
662.869,0.005,662.86809,0.00007,6,,,35572.9194,50654.7121,3d6,c 5D,2,3d5.(4D).4p,u 5D*,2,,,L808,
662.908,0.005,662.90456,0.00005,2,,,31028.2590,46109.2219,3d5.(2D3).4s,b 3D,2,3d5.(4P).4p,y 3D*,2,,,L808,
663.00106,0.00009,663.00112,0.00004,75,6.0e+03,D,8307.5753,23386.3419,3d4.4s2,a 5D,4,3d5.(6S).4p,z 7P*,3,,T4288,L14866,
663.539,0.005,663.550,0.008,2,,,42261.2258,57327.51,3d5.(6S).4d,e 7D,5,,p 5F*,5,,,L808,
663.6360,0.0005,663.63723,0.00022,10,,,33423.7845,48488.098,3d4.(5D).4s.4p.(3P*),z 5D*,1,3d4.4s.5s,f 5D,0,,,L9190,
663.807,0.005,663.80645,0.00006,1,,,31048.7488,46109.2219,3d5.(2D3).4s,b 3D,1,3d5.(4P).4p,y 3D*,2,,,L808,
663.906,0.005,663.90712,0.00008,5,,,31364.2327,46422.4223,3d5.(4F).4s,a 5F,3,3d4.(3F1).4s.4p.(3P*),w 5D*,4,,,L808,
663.991,0.005,663.98985,0.00006,8,,,35501.1774,50557.4907,3d6,c 5D,3,3d5.(4D).4p,u 5D*,4,,,L808,
664.042,0.005,664.04213,0.00008,8,,,35572.9194,50628.0474,3d6,c 5D,2,3d5.(4D).4p,u 5D*,3,,,L808,
664.227,0.005,664.231,0.003,10,,,47640.0627,62690.90,3d4.(5D).4s.5p.(3P*),v 5F*,4,3d5.(4G).4d,f 5G,5,,,L808,
664.3027,0.0004,664.30250,0.00007,5,,,31008.9708,46058.1980,3d5.(2D3).4s,b 3D,3,3d5.(4G).4p,y 3F*,4,,,L14866,
664.512,0.005,664.50859,0.00008,6,,,31377.8624,46422.4223,3d5.(4F).4s,a 5F,4,3d4.(3F1).4s.4p.(3P*),w 5D*,4,,,L808,
664.593,0.005,664.5921,0.0003,5,,,35618.4806,50661.150,3d6,c 5D,1,3d5.(4D).4p,u 5D*,0,,,L808,
664.876,0.005,664.87666,0.00007,7,,,35618.4806,50654.7121,3d6,c 5D,1,3d5.(4D).4p,u 5D*,2,,,L808,
665.1911,0.0005,665.19102,0.00007,3,,,31393.2968,46422.4223,3d5.(4F).4s,a 5F,5,3d4.(3F1).4s.4p.(3P*),w 5D*,4,,,L14866,
665.235,0.005,665.22798,0.00007,3,,,31048.7488,46077.0395,3d5.(2D3).4s,b 3D,1,3d5.(4P).4p,y 3D*,1,,,L808,
665.445,0.005,665.44016,0.00013,4,,,33762.6622,48786.161,3d5.(2I).4s,b 1I,6,,x 3G*,5,,,L808,
