obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
1475.2410,0.0010,1475.2415,1000,,,12578.950,19355.649,4p6.5p,2P*,1/2,4p6.4d,2D,3/2,,,L4740,
1528.8430,0.0010,1528.8437,800,,,12816.545,19355.649,4p6.5p,2P*,3/2,4p6.4d,2D,3/2,,,L4740,
1528.9480,0.0010,1528.9480,150,,,12816.545,19355.203,4p6.5p,2P*,3/2,4p6.4d,2D,5/2,,,L4740,
obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
2253.5800,0.0010,2253.578,20,,,19355.203,23792.591,4p6.4d,2D,5/2,4p6.6p,2P*,3/2,,,L4740,
2293.8730,0.0010,2293.877,10,,,19355.649,23715.081,4p6.4d,2D,3/2,4p6.6p,2P*,1/2,,,L4740,
2732.1760,0.0010,2732.180,4,,,20132.510,23792.591,4p6.6s,2S,1/2,4p6.6p,2P*,3/2,,,L4740,
2791.2980,0.0010,2791.292,2,,,20132.510,23715.081,4p6.6s,2S,1/2,4p6.6p,2P*,1/2,,,L4740,
3993.462,0.008,3993.444,,,,26792.092,29296.196,4p6.4f,2F*,7/2,4p6.5g,2G,7/2,,,L873,
3993.462,0.008,3993.444,,,,26792.092,29296.196,4p6.4f,2F*,7/2,4p6.5g,2G,9/2,,,L873,
3993.462,0.008,3993.486,,,,26792.118,29296.196,4p6.4f,2F*,5/2,4p6.5g,2G,7/2,,,L873,
