obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
21.6357,21.6371,"g,a",,,0.000,462170,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.7s<1/2>,"(1/2,1/2)*",1,,,L1184,
21.6688,21.6694,"g,a",,,0.000,461480,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.7d,2[3/2]*,1,,,L1184,
21.7208,21.7212,*,,,0.000,460380,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.5d,2[3/2]*,1,,,L1184,
21.7208,21.7212,"g,a*",,,0.000,460380,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.6d,2[3/2]*,1,,,L1184,
21.737,21.7368,"g,a",,,0.000,460050,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.6s<1/2>,"(1/2,1/2)*",1,,,L2781,
21.8222,21.8221,"g,a*",,,0.000,458250,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.5d,2[1/2]*,1,,,L1184,
21.8222,21.8221,"g,a*",,,0.000,458250,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.5d,2[3/2]*,1,,,L1184,
21.837,21.8369,"g,a",,,0.000,457940,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.6s<1/2>,"(3/2,1/2)*",1,,,L4561,
21.9041,21.9039,"g,a",,,0.000,456540,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.4d,2[3/2]*,1,,,L1184,
21.9266,21.9269,"g,a",,,0.000,456060,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.5s<1/2>,"(1/2,1/2)*",1,,,L1184,
22.0056,22.0056,"g,a",,,0.000,454430,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.4d,2[3/2]*?,1,,,L1184,
22.0298,22.0308,"g,a",,,0.000,453910,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.5s<1/2>,"(3/2,1/2)*",1,,,L1184,
22.2044,22.2040,"g,a",,,0.000,450370,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.3d,2[3/2]*,1,,,L1184,
22.2685,22.2682,"g,a",,,0.000,449070,2p6.3s2,1S,0,2p5.(2P*).3s.3p2.(2D),1P*,1,,,L1184,
22.3429,22.3429,"g,a*",,,0.000,447570,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.3d,2[1/2]*,1,,,L1184,
22.3429,22.3429,"g,a*",,,0.000,447570,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.3d,2[3/2]*,1,,,L1184,
22.5162,22.5159,"g,a",,,0.000,444130,2p6.3s2,1S,0,2p5.(2P*<1/2>).3s2.4s<1/2>,"(1/2,1/2)*",1,,,L1184,
22.5589,22.5581,"g,a",,,0.000,443300,2p6.3s2,1S,0,2p5.(2P*).3s.3p2.(4P),3P*,1,,,L1184,
22.6246,22.6244,"g,a",,,0.000,442000,2p6.3s2,1S,0,2p5.(2P*<3/2>).3s2.4s<1/2>,"(3/2,1/2)*",1,,,L1184,
78.294,78.296,"g,a",,,0.000,127720,2p6.3s2,1S,0,4s.7p,1P*,1,,,L4462,
79.410,79.409,"g,a",,,0.000,125930,2p6.3s2,1S,0,4s.6p,1P*,1,,,L4462,
81.338,81.340,"g,a",,,0.000,122940,2p6.3s2,1S,0,4s.5p,1P*,1,,,L4462,
87.446,87.443,"g,a",,,0.000,114360,2p6.3s2,1S,0,4s.4p,1P*,1,,,L4462,
