obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
,169.8146,,4.09e+01,D+,223.157,59110.892,3s2.3p2,3P,2,3s2.3p.(2P*<3/2>).4f,2[5/2],2,E2,T5785,,
,169.8173,,1.04e+02,D+,223.157,59109.959,3s2.3p2,3P,2,3s2.3p.(2P*<3/2>).4f,2[5/2],3,E2,T5785,,
,169.9716,,1.80e+06,E,223.157,59056.508,3s2.3p2,3P,2,3s2.3p.4d,3D*,1,,T5071,,
,170.0338,,9.65e+00,D,223.157,59034.988,3s2.3p2,3P,2,3s2.3p.(2P*<3/2>).4f,2[7/2],3,E2,T5785,,
170.042,170.0419,50,3.12e+07,D+,223.157,59032.19,3s2.3p2,3P,2,3s2.3p.4d,3D*,2,,T5071,L3521,
170.063,170.064,30,3.06e+07,D+,0.000,58801.529,3s2.3p2,3P,0,3s2.3p.4d,1P*,1,,T5071,L3521,
170.286,170.2869,30,1.88e+07,D,77.115,58801.529,3s2.3p2,3P,1,3s2.3p.4d,1P*,1,,T5071,L3521,
170.443,170.4442,50,2.61e+07,D+,223.157,58893.40,3s2.3p2,3P,2,3s2.3p.4d,1F*,3,,T5071,L3521,
,170.7115,,1.21e+06,E,223.157,58801.529,3s2.3p2,3P,2,3s2.3p.4d,1P*,1,,T5071,,
174.388,,30w,,,,,,,,,,,,,L3521,
174.740,,50,,,,,,,,,,,,,L3521,
175.311,,30w,,,,,,,,,,,,,L3521,
176.366,,50,,,,,,,,,,,,,L3521,
176.503,,40,,,,,,,,,,,,,L3521,
176.560,,30w,,,,,,,,,,,,,L3521,
176.606,,30,,,,,,,,,,,,,L3521,
,176.9786,,2.65e+07,D+,6298.850,62802.86,3s2.3p2,1D,2,3s2.3p.6d,1F*,3,,T5071,,
177.063,,30,,,,,,,,,,,,,L3521,
177.092,,100w,,,,,,,,,,,,,L3521,
,177.2225,,2.39e+05,E,77.115,56503.346,3s2.3p2,3P,1,3s2.3p.4d,1D*,2,,T5071,,
177.683,177.6824,100w,5.83e+06,D,223.157,56503.346,3s2.3p2,3P,2,3s2.3p.4d,1D*,2,,T5071,L3521,
178.323,,50w,,,,,,,,,,,,,L3521,
179.912,,100w,,,,,,,,,,,,,L3521,
180.909,180.9105,50w,6.83e+07,C,6298.850,61574.814,3s2.3p2,1D,2,3s2.3p.5d,3D*,3,,T5071,L3521,
,181.3269,,1.04e+06,E,6298.850,61447.86,3s2.3p2,1D,2,3s2.3p.5d,3D*,2,,T5071,,
181.407,181.4079,500w,1.15e+08,C,6298.850,61423.23,3s2.3p2,1D,2,3s2.3p.5d,1F*,3,,T5071,L3521,
182.245,,50,,,,,,,,,,,,,L3521,
183.651,183.6510,200,1.31e+07,D+,77.115,54528.220,3s2.3p2,3P,1,3s2.3p.5s,3P*,2,,T5071,L3521,
183.801,,30w,,,,,,,,,,,,,L3521,
184.115,184.1152,100w,1.50e+07,D,0.000,54313.818,3s2.3p2,3P,0,3s2.3p.5s,3P*,1,,T5071,L3521,
184.144,184.1449,200,3.67e+07,D+,223.157,54528.220,3s2.3p2,3P,2,3s2.3p.5s,3P*,2,,T5071,L3521,
184.377,184.3770,200,3.35e+07,D+,77.115,54313.818,3s2.3p2,3P,1,3s2.3p.5s,3P*,1,,T5071,L3521,
184.551,184.5520,300,1.68e+08,C+,0.000,54185.264,3s2.3p2,3P,0,3s2.3p.3d,3D*,1,,T8363c22,L3521,
184.610,184.6112,100,5.68e+07,E,77.115,54245.020,3s2.3p2,3P,1,3s2.3p.5s,3P*,0,,T8363,L3521,
184.747,184.7474,400,2.33e+08,C+,77.115,54205.090,3s2.3p2,3P,1,3s2.3p.3d,3D*,2,,T8363c22,L3521,
184.814,184.8150,200,1.23e+08,C+,77.115,54185.264,3s2.3p2,3P,1,3s2.3p.3d,3D*,1,,T8363c22,L3521,
184.874,184.8748,100,3.92e+07,D+,223.157,54313.818,3s2.3p2,3P,2,3s2.3p.5s,3P*,1,,T5071,L3521,
185.067,185.0672,500,3.05e+08,C+,223.157,54257.582,3s2.3p2,3P,2,3s2.3p.3d,3D*,3,,T8363c22,L3521,
185.179,,30w,,,,,,,,,,,,,L3521,
185.246,185.2472,200,7.40e+07,C+,223.157,54205.090,3s2.3p2,3P,2,3s2.3p.3d,3D*,2,,T8363c22,L3521,
185.315,185.3152,50,7.92e+06,C,223.157,54185.264,3s2.3p2,3P,2,3s2.3p.3d,3D*,1,,T8363c22,L3521,
187.310,,100,,,,,,,,,,,,,L3521,
187.484,187.4842,500w,1.07e+08,D,6298.850,59636.667,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",1,,T5071,L3521,
187.581,,100,,,,,,,,,,,,,L3521,
188.185,188.1854,200,5.00e+06,D+,223.157,53362.24,3s2.3p2,3P,2,3s2.3p.3d,1F*,3,,T5814,L3521,
188.770,,200,,,,,,,,,,,,,L3521,
,189.0637,,4.45e+00,D,6298.850,59191.072,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).4f,2[3/2],2,E2,T5785,,
,189.0659,,2.28e-03,E,6298.850,59190.46,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E2,T5785,,
,189.2754,,9.32e+01,D+,6298.850,59131.912,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).4f,2[9/2],4,E2,T5785,,
189.325,,200w,,,,,,,,,,,,,L3521,
,189.3508,,4.66e+00,D,6298.850,59110.892,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).4f,2[5/2],2,E2,T5785,,
,189.3541,,1.09e+02,D+,6298.850,59109.959,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).4f,2[5/2],3,E2,T5785,,
,189.6233,,3.03e+01,D+,6298.850,59034.988,3s2.3p2,1D,2,3s2.3p.(2P*<3/2>).4f,2[7/2],3,E2,T5785,,
190.133,190.1338,1000w,1.00e+08,C,6298.850,58893.40,3s2.3p2,1D,2,3s2.3p.4d,1F*,3,,T5071,L3521,
190.466,190.4665,50w,4.87e+06,D,6298.850,58801.529,3s2.3p2,1D,2,3s2.3p.4d,1P*,1,,T5071,L3521,
,190.5124,,3.40e+01,D+,6298.850,58788.880,3s2.3p2,1D,2,3s2.3p.(2P*<1/2>).4f,2[7/2],4,E2,T5785,,
195.497,,100,,,,,,,,,,,,,L3521,
,197.7598,,2.79e+07,B,0.000,50566.397,3s2.3p2,3P,0,3s2.3p.3d,3P*,1,,T5814,,
,197.9205,,8.69e+07,B,77.115,50602.44,3s2.3p2,3P,1,3s2.3p.3d,3P*,0,,T5814,,
,198.0618,,2.07e+07,B,77.115,50566.397,3s2.3p2,3P,1,3s2.3p.3d,3P*,1,,T5814,,
,198.3233,,2.18e+07,B,77.115,50499.838,3s2.3p2,3P,1,3s2.3p.3d,3P*,2,,T5814,,
198.443,,30,,,,,,,,,,,,,L3521,
,198.6364,,3.65e+07,B,223.157,50566.397,3s2.3p2,3P,2,3s2.3p.3d,3P*,1,,T5814,,
,198.8994,,6.58e+07,B,223.157,50499.838,3s2.3p2,3P,2,3s2.3p.3d,3P*,2,,T5814,,
199.185,,50,,,,,,,,,,,,,L3521,
obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
201.097,,30,,,,,,,,,,,,,L3521,
205.483,,50,,,,,,,,,,,,,L3521,
,205.8133,,7.08e+07,C,6298.850,54871.031,3s2.3p2,1D,2,3s2.3p.5s,1P*,1,,T5071,,
206.119,,40,,,,,,,,,,,,,L3521,
206.552,,30,,,,,,,,,,,,,L3521,
,207.2764,,4.59e+05,E,6298.850,54528.220,3s2.3p2,1D,2,3s2.3p.5s,3P*,2,,T5071,,
,208.2021,,6.45e+06,D,6298.850,54313.818,3s2.3p2,1D,2,3s2.3p.5s,3P*,1,,T5071,,
,208.4462,,2.73e+06,D+,6298.850,54257.582,3s2.3p2,1D,2,3s2.3p.3d,3D*,3,,"T8363c22,T5071",,
,208.6747,,3.26e+04,E,6298.850,54205.090,3s2.3p2,1D,2,3s2.3p.3d,3D*,2,,"T8363c22,T5071",,
,208.7611,,5.46e+05,E,6298.850,54185.264,3s2.3p2,1D,2,3s2.3p.3d,3D*,1,,"T8363c22,T5071",,
210.321,,30w,,,,,,,,,,,,,L3521,
211.463,,30,,,,,,,,,,,,,L3521,
,212.2990,,3.57e+07,B,6298.850,53387.334,3s2.3p2,1D,2,3s2.3p.3d,1P*,1,,T5814,,
212.412,212.4122,100,2.97e+08,B,6298.850,53362.24,3s2.3p2,1D,2,3s2.3p.3d,1F*,3,,T5814,L3521,
214.791,,50w,,,,,,,,,,,,,L3521,
,220.7128,,4.68e-03,D,0.000,45293.629,3s2.3p2,3P,0,3s.3p3,3D*,2,M2,c22,,
220.798,220.7978,110,2.62e+07,B,0.000,45276.188,3s2.3p2,3P,0,3s.3p3,3D*,1,,T5814,L3521,
,220.9513,,4.58e-03,D,77.115,45321.848,3s2.3p2,3P,1,3s.3p3,3D*,3,M2,c22,,
221.089,221.0892,115,3.46e+07,B,77.115,45293.629,3s2.3p2,3P,1,3s.3p3,3D*,2,,T5814,L3521,
221.174,221.1745,110,1.81e+07,B,77.115,45276.188,3s2.3p2,3P,1,3s.3p3,3D*,1,,T5814,L3521,
221.667,221.6669,120,4.54e+07,B,223.157,45321.848,3s2.3p2,3P,2,3s.3p3,3D*,3,,T5814,L3521,
221.806,221.8057,120,1.09e+07,B,223.157,45293.629,3s2.3p2,3P,2,3s.3p3,3D*,2,,T5814,L3521,
221.891,221.8916,50,1.05e+06,C+,223.157,45276.188,3s2.3p2,3P,2,3s.3p3,3D*,1,,T5814,L3521,
,227.8280,,3.56e+06,D,15394.370,59273.575,3s2.3p2,1S,0,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,,T5071,,
,228.2572,,1.99e+01,D+,15394.370,59191.072,3s2.3p2,1S,0,3s2.3p.(2P*<3/2>).4f,2[3/2],2,E2,T5785,,
,228.6759,,1.83e+01,D+,15394.370,59110.892,3s2.3p2,1S,0,3s2.3p.(2P*<3/2>).4f,2[5/2],2,E2,T5785,,
229.103,,35,,,,,,,,,,,,,L3521,
230.306,230.3058,55,3.48e+08,C+,15394.370,58801.529,3s2.3p2,1S,0,3s2.3p.4d,1P*,1,,T5071,L3521,
243.515,243.5154,300,4.43e+07,B,6298.850,47351.554,3s2.3p2,1D,2,3s2.3p.3d,1D*,2,,T5814,L3521,
243.877,243.8768,65,7.91e+05,D,0.000,40991.884,3s2.3p2,3P,0,3s2.3p.4s,1P*,1,,T5814,L3521,
244.336,244.3365,65,6.28e+05,C+,77.115,40991.884,3s2.3p2,3P,1,3s2.3p.4s,1P*,1,,T5814,L3521,
245.212,245.2118,70,5.81e+05,D,223.157,40991.884,3s2.3p2,3P,2,3s2.3p.4s,1P*,1,,T5814,L3521,
250.690,250.6897,425,5.47e+07,B,77.115,39955.053,3s2.3p2,3P,1,3s2.3p.4s,3P*,2,,T5814,L3521,
251.432,251.4316,375,7.39e+07,B,0.000,39760.285,3s2.3p2,3P,0,3s2.3p.4s,3P*,1,,T5814,L3521,
251.6113,251.6112,500,1.68e+08,B,223.157,39955.053,3s2.3p2,3P,2,3s2.3p.4s,3P*,2,,T5814,L3521,
251.9202,251.9202,350,5.49e+07,B,77.115,39760.285,3s2.3p2,3P,1,3s2.3p.4s,3P*,1,,T5814,L3521,
252.4108,252.4108,425,2.22e+08,B,77.115,39683.163,3s2.3p2,3P,1,3s2.3p.4s,3P*,0,,T5814,L3521,
252.8509,252.8508,450,9.04e+07,B,223.157,39760.285,3s2.3p2,3P,2,3s2.3p.4s,3P*,1,,T5814,L3521,
253.2381,253.2381,110,2.45e+07,C,15394.370,54871.031,3s2.3p2,1S,0,3s2.3p.5s,1P*,1,,T5071,L3521,
,256.1823,,4.62e-03,D,6298.850,45321.848,3s2.3p2,1D,2,3s.3p3,3D*,3,M2,c22,,
256.3679,256.3677,30,4.20e-03,D,6298.850,45293.629,3s2.3p2,1D,2,3s.3p3,3D*,2,M2,c22,L3521,
,256.4825,,1.78e-03,E,6298.850,45276.188,3s2.3p2,1D,2,3s.3p3,3D*,1,M2,c22,,
256.8641,256.8640,85,4.24e+06,D,15394.370,54313.818,3s2.3p2,1S,0,3s2.3p.5s,3P*,1,,T5071,L3521,
257.7151,,45,,,,,,,,,,,,,L3521,
263.1282,263.1282,190,1.06e+08,B,15394.370,53387.334,3s2.3p2,1S,0,3s2.3p.3d,1P*,1,,T5814,L3521,
288.1579,288.1578,1000,2.17e+08,B,6298.850,40991.884,3s2.3p2,1D,2,3s2.3p.4s,1P*,1,,T5814,L3521,
297.0355,297.0353,55,6.00e+04,E,6298.850,39955.053,3s2.3p2,1D,2,3s2.3p.4s,3P*,2,,T5814,L3521,
298.7645,298.7643,150,2.66e+06,D+,6298.850,39760.285,3s2.3p2,1D,2,3s2.3p.4s,3P*,1,,T5814,L3521,
,299.9781,,6.57e-04,D,0.000,33326.053,3s2.3p2,3P,0,3s.3p3,5S*,2,M2,c22,,
300.6739,300.6739,50,1.1e+03,E,77.115,33326.053,3s2.3p2,3P,1,3s.3p3,5S*,2,,T6066c4,L3521,
,300.6739,,1.45e-03,D,77.115,33326.053,3s2.3p2,3P,1,3s.3p3,5S*,2,M2,c22,,
302.0004,302.0004,75,3.3e+03,E,223.157,33326.053,3s2.3p2,3P,2,3s.3p3,5S*,2,,T6066c4,L3521,
,302.0004,,1.09e-03,D,223.157,33326.053,3s2.3p2,3P,2,3s.3p3,5S*,2,M2,c22,,
390.5523,390.5523,300,1.33e+07,B,15394.370,40991.884,3s2.3p2,1S,0,3s2.3p.4s,1P*,1,,T5814,L3521,
410.2936,410.2936,70,6.09e+04,E,15394.370,39760.285,3s2.3p2,1S,0,3s2.3p.4s,3P*,1,,T8363c22,L3521,
,411.5964,,,,15394.370,39683.163,3s2.3p2,1S,0,3s2.3p.4s,3P*,0,,,,
,472.1571,,3.4e+05,D,39683.163,60856.630,3s2.3p.4s,3P*,0,3s2.3p.(2P*<3/2>).6p<1/2>,"(3/2,1/2)",1,,"T6066c4,LS",,
,473.8832,,1.0e+06,D,39760.285,60856.630,3s2.3p.4s,3P*,1,3s2.3p.(2P*<3/2>).6p<1/2>,"(3/2,1/2)",1,,"T6066c4,LS",,
,474.7993,,5.7e+05,D,39760.285,60815.925,3s2.3p.4s,3P*,1,3s2.3p.(2P*<3/2>).6p<1/2>,"(3/2,1/2)",2,,"T6066c4,LS",,
,475.5276,,7.5e+05,D,39683.163,60706.558,3s2.3p.4s,3P*,0,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",1,,"T6066c4,LS",,
,477.2785,,5.7e+05,D,39760.285,60706.558,3s2.3p.4s,3P*,1,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",1,,"T6066c4,LS",,
478.2991,478.2991,50,1.7e+06,D,39955.053,60856.630,3s2.3p.4s,3P*,2,3s2.3p.(2P*<3/2>).6p<1/2>,"(3/2,1/2)",1,,"T6066c4,LS",L3521,
479.2212,479.2213,35,2.2e+06,D,39760.285,60621.64,3s2.3p.4s,3P*,1,3s2.3p.(2P*<1/2>).6p<1/2>,"(1/2,1/2)",0,,"T6066c4,LS",L3521,
479.2324,479.2324,80,1.7e+06,D,39955.053,60815.925,3s2.3p.4s,3P*,2,3s2.3p.(2P*<3/2>).6p<1/2>,"(3/2,1/2)",2,,"T6066c4,LS",L3521,
,480.5439,,6.0e+05,D,39683.163,60487.103,3s2.3p.4s,3P*,0,3s2.3p.(2P*<1/2>).6p<3/2>,"(1/2,3/2)",1,,"T6066c4,LS",,
,481.7581,,9.1e+05,D,39955.053,60706.558,3s2.3p.4s,3P*,2,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",1,,"T6066c4,LS",,
,481.8052,,1.1e+06,D,39955.053,60704.53,3s2.3p.4s,3P*,2,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,,"T6066c4,LS",,
,482.1167,,8.0e+05,D,39760.285,60496.358,3s2.3p.4s,3P*,1,3s2.3p.(2P*<1/2>).6p<3/2>,"(1/2,3/2)",2,,"T6066c4,LS",,
,482.3319,,4.5e+05,E,39760.285,60487.103,3s2.3p.4s,3P*,1,3s2.3p.(2P*<1/2>).6p<3/2>,"(1/2,3/2)",1,,"T6066c4,LS",,
,486.6880,,2.6e+05,E,39955.053,60496.358,3s2.3p.4s,3P*,2,3s2.3p.(2P*<1/2>).6p<3/2>,"(1/2,3/2)",2,,"T6066c4,LS",,
,486.9074,,2.9e+04,E,39955.053,60487.103,3s2.3p.4s,3P*,2,3s2.3p.(2P*<1/2>).6p<3/2>,"(1/2,3/2)",1,,"T6066c4,LS",,
494.7607,494.7607,30,4.2e+06,D,40991.884,61198.036,3s2.3p.4s,1P*,1,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",0,,T1619CA,L3521,
500.6061,500.6059,40,2.8e+06,D,40991.884,60962.105,3s2.3p.4s,1P*,1,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",2,,T1619CA,L3521,
549.323,,40,,,,,,,,,,,,,L3521,
551.7535,,35,,,,,,,,,,,,,L3521,
,559.7940,,5.4e+05,D,39683.163,57541.918,3s2.3p.4s,3P*,0,3s2.3p.5p,3S,1,,"T6066c4,LS",,
562.2221,562.2220,30,1.6e+06,D,39760.285,57541.918,3s2.3p.4s,3P*,1,3s2.3p.5p,3S,1,,"T6066c4,LS",L3521,
564.5611,564.5613,90,9.7e+05,D,39760.285,57468.239,3s2.3p.4s,3P*,1,3s2.3p.5p,3P,2,,"T6066c4,LS",L3521,
566.5554,566.5555,80,6.31e+05,D,39683.163,57328.789,3s2.3p.4s,3P*,0,3s2.3p.5p,3P,1,,T2301,L3521,
568.4484,568.4484,120,2.6e+06,D,39955.053,57541.918,3s2.3p.4s,3P*,2,3s2.3p.5p,3S,1,,"T6066c4,LS",L3521,
569.0425,569.0425,100,9.26e+05,D+,39760.285,57328.789,3s2.3p.4s,3P*,1,3s2.3p.5p,3P,1,,T2301,L3521,
570.1105,570.1104,90,1.83e+06,D,39760.285,57295.881,3s2.3p.4s,3P*,1,3s2.3p.5p,3P,0,,T2301,L3521,
570.8397,570.8400,160,1.39e+06,D+,39955.053,57468.239,3s2.3p.4s,3P*,2,3s2.3p.5p,3P,2,,T2301,L3521,
574.7667,,45,,,,,,,,,,,,,L3521,
575.3625,,45,,,,,,,,,,,,,L3521,
575.4220,575.4218,45,1.23e+06,E,39955.053,57328.789,3s2.3p.4s,3P*,2,3s2.3p.5p,3P,1,,T8363,L3521,
576.2977,,45,,,,,,,,,,,,,L3521,
577.2145,577.2146,70,3.56e+06,D+,40991.884,58311.659,3s2.3p.4s,1P*,1,3s2.3p.5p,1S,0,,T2301,L3521,
578.0384,578.0384,70,2.97e+05,D,39683.163,56978.256,3s2.3p.4s,3P*,0,3s2.3p.5p,3D,1,,T2301,L3521,
579.3071,579.3073,90,3.83e+05,E,39760.285,57017.496,3s2.3p.4s,3P*,1,3s2.3p.5p,3D,2,,T8363,L3521,
579.7859,579.7856,100,2.53e+05,D,39955.053,57198.027,3s2.3p.4s,3P*,2,3s2.3p.5p,3D,3,,T2301,L3521,
,580.6275,,2.12e+05,E,39760.285,56978.256,3s2.3p.4s,3P*,1,3s2.3p.5p,3D,1,,T8363,,
,585.9201,,1.24e+05,E,39955.053,57017.496,3s2.3p.4s,3P*,2,3s2.3p.5p,3D,2,,T8363,,
,587.2707,,1.36e+04,E,39955.053,56978.256,3s2.3p.4s,3P*,2,3s2.3p.5p,3D,1,,T8363,,
587.3764,,40,,,,,,,,,,,,,L3521,
594.8545,594.8541,200,2.22e+06,C,40991.884,57798.072,3s2.3p.4s,1P*,1,3s2.3p.5p,1D,2,,T2301,L3521,
612.5021,,90,,,,,,,,,,,,,L3521,
613.1574,,85,,,,,,,,,,,,,L3521,
613.1850,,90,,,,,,,,,,,,,L3521,
614.2487,,100,,,,,,,,,,,,,L3521,
614.5015,,100,,,,,,,,,,,,,L3521,
615.5134,,160,,,,,,,,,,,,,L3521,
623.7320,,160,,,,,,,,,,,,,L3521,
623.8287,,40,,,,,,,,,,,,,L3521,
624.3813,,125,,,,,,,,,,,,,L3521,
624.4468,,125,,,,,,,,,,,,,L3521,
625.4188,,180,,,,,,,,,,,,,L3521,
633.1954,633.1956,45,1.0e+04,E,40991.884,56780.427,3s2.3p.4s,1P*,1,3s2.3p.5p,1P,1,,T1619CA,L3521,
,651.873,,5.9e+05,D,48020.074,63356.24,3s2.3p.4p,3D,1,3s2.3p.7d,1D*,2,,"T6066c4,LS",,
652.6609,,45,,,,,,,,,,,,,L3521,
,652.6782,,2.74e-02,D,77.115,15394.370,3s2.3p2,3P,1,3s2.3p2,1S,0,M1,"c22,T4209",,
652.7199,,45,,,,,,,,,,,,,L3521,
,655.388,,1.1e+05,E,48102.323,63356.24,3s2.3p.4p,3D,2,3s2.3p.7d,1D*,2,,"T6066c4,LS",,
655.5462,655.5463,45,6.9e+05,D,48264.292,63514.533,3s2.3p.4p,3D,3,3s2.3p.7d,3F*,4,,"T6066c4,LS",L3521,
,656.057,,6.0e+05,D,48102.323,63340.70,3s2.3p.4p,3D,2,3s2.3p.7d,3F*,3,,"T6066c4,LS",,
,658.9611,,7.75e-04,D,223.157,15394.370,3s2.3p2,3P,2,3s2.3p2,1S,0,E2,"c22,T4209",,
,662.422,,2.9e+03,E,48264.292,63356.24,3s2.3p.4p,3D,3,3s2.3p.7d,1D*,2,,"T6066c4,LS",,
,663.105,,7.3e+04,E,48264.292,63340.70,3s2.3p.4p,3D,3,3s2.3p.7d,3F*,3,,"T6066c4,LS",,
672.1853,672.1848,100,3.4e+06,D,47284.061,62156.816,3s2.3p.4p,1P,1,3s2.3p.6d,1D*,2,,T1619CA,L3521,
674.164,,30,,,,,,,,,,,,,L3521,
684.8568,,30,,,,,,,,,,,,,L3521,
