obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
,1433.1435,0.0012,,1.6e+03,D+,24720.139,31695.9005,3p6.5p,2P*,3/2,3p6.6d,2D,5/2,,T9168,,
,1480.7676,0.0013,,2.1e+04,C+,27397.077,34148.4861,3p6.4d,2D,5/2,3p6.13p,2P*,3/2,,T817LS,,
,1481.0023,0.0013,,2.3e+03,C,27398.147,34148.4861,3p6.4d,2D,3/2,3p6.13p,2P*,3/2,,T817LS,,
,1481.1027,0.0013,,2.3e+04,C,27398.147,34148.0284,3p6.4d,2D,3/2,3p6.13p,2P*,1/2,,T817LS,,
1516.308,1516.307,0.012,bl*,1.035e+06,A,21534.680,28127.85,3p6.3d,2D,5/2,3p6.4f,2F*,5/2,,T9168,L6096,
1516.308,1516.307,0.012,bl*,1.547e+07,A,21534.680,28127.85,3p6.3d,2D,5/2,3p6.4f,2F*,7/2,,T9168,L6096,
1516.840,1516.838,0.012,,1.463e+07,B+,21536.988,28127.85,3p6.3d,2D,3/2,3p6.4f,2F*,5/2,,T9168,L6096,
,1520.3264,0.0013,,2.7e+04,C+,27397.077,33972.8148,3p6.4d,2D,5/2,3p6.12p,2P*,3/2,,T817LS,,
,1520.5739,0.0013,,3.0e+03,C,27398.147,33972.8148,3p6.4d,2D,3/2,3p6.12p,2P*,3/2,,T817LS,,
,1520.7146,0.0013,,3.2e+04,C+,27398.147,33972.2064,3p6.4d,2D,3/2,3p6.12p,2P*,1/2,,T817LS,,
,1576.7937,0.0014,,3.7e+04,C+,27397.077,33737.3284,3p6.4d,2D,5/2,3p6.11p,2P*,3/2,,T817LS,,
,1577.0599,0.0014,,4.3e+03,C,27398.147,33737.3284,3p6.4d,2D,3/2,3p6.11p,2P*,3/2,,T817LS,,
,1577.2665,0.0014,,4.1e+04,C+,27398.147,33736.4979,3p6.4d,2D,3/2,3p6.11p,2P*,1/2,,T817LS,,
,1598.222,0.015,,2.9e+04,C+,27397.077,33652.32,3p6.4d,2D,5/2,3p6.9f,2F*,5/2,,T817,,
,1598.222,0.015,,4.3e+05,B+,27397.077,33652.32,3p6.4d,2D,5/2,3p6.9f,2F*,7/2,,T817,,
,1598.496,0.015,,4.0e+05,B+,27398.147,33652.32,3p6.4d,2D,3/2,3p6.9f,2F*,5/2,,T817,,
,1662.2439,0.0016,,5.4e+04,C+,27397.077,33411.3986,3p6.4d,2D,5/2,3p6.10p,2P*,3/2,,T817LS,,
,1662.5396,0.0016,,6.1e+03,C,27398.147,33411.3986,3p6.4d,2D,3/2,3p6.10p,2P*,3/2,,T817LS,,
,1662.8626,0.0016,,6.0e+04,C+,27398.147,33410.2306,3p6.4d,2D,3/2,3p6.10p,2P*,1/2,,T817LS,,
,1696.084,0.017,,3.850e+04,A+,27397.077,33291.40,3p6.4d,2D,5/2,3p6.8f,2F*,5/2,,T8262,,
,1696.084,0.017,,5.786e+05,A+,27397.077,33291.40,3p6.4d,2D,5/2,3p6.8f,2F*,7/2,,T8262,,
,1696.392,0.017,,5.390e+05,A+,27398.147,33291.40,3p6.4d,2D,3/2,3p6.8f,2F*,5/2,,T8262,,
,1793.9187,0.0019,,5.687e+05,AA,24701.382,30274.2487,3p6.5p,2P*,1/2,3p6.7s,2S,1/2,,T9168,,
,1799.9770,0.0019,,1.120e+06,AA,24720.139,30274.2487,3p6.5p,2P*,3/2,3p6.7s,2S,1/2,,T9168,,
,1802.9832,0.0019,,8.3e+04,C+,27397.077,32941.9262,3p6.4d,2D,5/2,3p6.9p,2P*,3/2,,T817LS,,
,1803.3312,0.0019,,9.5e+03,C+,27398.147,32941.9262,3p6.4d,2D,3/2,3p6.9p,2P*,3/2,,T817LS,,
,1803.8919,0.0019,,9.1e+04,C+,27398.147,32940.2030,3p6.4d,2D,3/2,3p6.9p,2P*,1/2,,T817LS,,
,1822.8672,0.0019,,7.24e+04,B,24701.382,30185.7476,3p6.5p,2P*,1/2,3p6.5d,2D,3/2,,T9168,,
,1829.1229,0.0019,,1.31e+04,B,24720.139,30185.7476,3p6.5p,2P*,3/2,3p6.5d,2D,3/2,,T9168,,
,1829.2915,0.0019,,7.8e+04,B+,24720.139,30185.2439,3p6.5p,2P*,3/2,3p6.5d,2D,5/2,,T9168,,
,1862.479,0.021,,5.70e+04,B+,27397.077,32764.80,3p6.4d,2D,5/2,3p6.7f,2F*,5/2,,T8262,,
,1862.479,0.021,,8.5e+05,A,27397.077,32764.80,3p6.4d,2D,5/2,3p6.7f,2F*,7/2,,T8262,,
,1862.850,0.021,,8.00e+05,A,27398.147,32764.80,3p6.4d,2D,3/2,3p6.7f,2F*,5/2,,T8262,,
obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
,2069.09,0.03,,1.4e+05,B+,27397.077,32230.11,3p6.4d,2D,5/2,3p6.8p,2P*,3/2,,T817LS,,
,2069.55,0.03,,1.5e+04,C+,27398.147,32230.11,3p6.4d,2D,3/2,3p6.8p,2P*,3/2,,T817LS,,
,2070.70,0.03,,1.5e+05,C+,27398.147,32227.44,3p6.4d,2D,3/2,3p6.8p,2P*,1/2,,T817LS,,
,2194.86,0.03,,8.80e+04,B+,27397.077,31953.17,3p6.4d,2D,5/2,3p6.6f,2F*,5/2,,T8262,,
,2194.86,0.03,,1.32e+06,B+,27397.077,31953.17,3p6.4d,2D,5/2,3p6.6f,2F*,7/2,,T8262,,
,2195.38,0.03,,1.23e+06,B+,27398.147,31953.17,3p6.4d,2D,3/2,3p6.6f,2F*,5/2,,T8262,,
2707.397,2707.395,0.005,59,4.58e+06,AA,21026.551,24720.139,3p6.5s,2S,1/2,3p6.5p,2P*,3/2,,T9168,L1792,
,2719.37,0.04,,2.5e+05,B+,27397.077,31074.40,3p6.4d,2D,5/2,3p6.7p,2P*,3/2,,T817LS,,
,2720.16,0.04,,2.8e+04,C+,27398.147,31074.40,3p6.4d,2D,3/2,3p6.7p,2P*,3/2,,T817LS,,
2721.216,2721.214,0.005,36,4.53e+06,AA,21026.551,24701.382,3p6.5s,2S,1/2,3p6.5p,2P*,1/2,,T9168,L1792,
,2723.49,0.04,,2.9e+05,B+,27398.147,31069.90,3p6.4d,2D,3/2,3p6.7p,2P*,1/2,,T817LS,,
,3115.60,0.06,,1.33e+05,C+,27397.077,30606.73,3p6.4d,2D,5/2,3p6.5f,2F*,5/2,,T8262,,
,3115.60,0.06,,1.99e+06,C+,27397.077,30606.73,3p6.4d,2D,5/2,3p6.5f,2F*,7/2,,T8262,,
,3116.64,0.06,,1.86e+06,C+,27398.147,30606.73,3p6.4d,2D,3/2,3p6.5f,2F*,5/2,,T8262,,
3139.263,3139.265,0.007,33,1.50e+06,A,21534.680,24720.139,3p6.3d,2D,5/2,3p6.5p,2P*,3/2,,T9168,L1792,
3141.539,3141.541,0.007,7,1.66e+05,B+,21536.988,24720.139,3p6.3d,2D,3/2,3p6.5p,2P*,3/2,,T9168,L1792,
3160.161,3160.163,0.007,22,1.65e+06,A,21536.988,24701.382,3p6.3d,2D,3/2,3p6.5p,2P*,1/2,,T9168,L1792,
3637.278,3637.252,0.008,4,1.627e+06,AA,24701.382,27450.7104,3p6.5p,2P*,1/2,3p6.6s,2S,1/2,,T9168,L1792,
3662.260,3662.237,0.008,7,4.955e+06,AAA,24720.139,27450.7104,3p6.5p,2P*,3/2,3p6.6s,2S,1/2,,T9168,L1792,
3708.147,3708.147,0.010,3,2.885e+06,AA,24701.382,27398.147,3p6.5p,2P*,1/2,3p6.4d,2D,3/2,,T9168,L1792,
3734.119,3734.119,0.010,1,5.68e+05,AA,24720.139,27398.147,3p6.5p,2P*,3/2,3p6.4d,2D,3/2,,T9168,L1792,
3735.611,3735.611,0.010,5,3.406e+06,AA,24720.139,27397.077,3p6.5p,2P*,3/2,3p6.4d,2D,5/2,,T9168,L1792,
4016.932,4016.94,0.08,*,,,28127.85,30617.31,3p6.4f,2F*,5/2,3p6.5g,2G,7/2,,,L873,
4016.932,4016.94,0.08,*,,,28127.85,30617.31,3p6.4f,2F*,7/2,3p6.5g,2G,9/2,,,L873,
,6208.74,0.19,,7.8e+05,B+,27397.077,29007.71,3p6.4d,2D,5/2,3p6.6p,2P*,3/2,,T817LS,,
,6212.87,0.19,,8.7e+04,B+,27398.147,29007.71,3p6.4d,2D,3/2,3p6.6p,2P*,3/2,,T817LS,,
,6245.62,0.20,,8.3e+05,B+,27398.147,28999.27,3p6.4d,2D,3/2,3p6.6p,2P*,1/2,,T817LS,,
,13684.1,0.9,,5.9e+03,B+,27397.077,28127.85,3p6.4d,2D,5/2,3p6.4f,2F*,5/2,,T817,,
,13684.1,0.9,,8.9e+04,B+,27397.077,28127.85,3p6.4d,2D,5/2,3p6.4f,2F*,7/2,,T817,,
,13704.2,0.9,,8.3e+04,B+,27398.147,28127.85,3p6.4d,2D,3/2,3p6.4f,2F*,5/2,,T817,,
