Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
88.8313,0.0019,88.8304,0.0004,1400,,,0.00,-,112 574.1,5s25p,2P°,1/2,5s<sup>2</sup>11d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17864&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=17864&amp;type=
89.9884,0.0019,89.9907,0.0010,3400,,,0.00,-,111 122.6,5s25p,2P°,1/2,5s<sup>2</sup>10d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17864&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=17864&amp;type=
91.7378,0.0006,91.7380,0.0004,7300,9.e+07,E,0.00,-,109 006.1,5s25p,2P°,1/2,5s<sup>2</sup>9d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
92.2856,0.0019,92.2870,0.0003,3500,2.4e+07,E,0.00,-,108 357.6,5s25p,2P°,1/2,5s<sup>2</sup>10s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17864&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=17864&amp;type=
92.301,0.004,92.2974,0.0010,3700,,,4 251.494,-,112 596.9,5s25p,2P°,3/2,5s<sup>2</sup>11d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3368&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=3368&amp;type=
93.5571,0.0019,93.5525,0.0010,5800,,,4 251.494,-,111 143.3,5s25p,2P°,3/2,5s<sup>2</sup>10d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17864&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=17864&amp;type=
94.5802,0.0006,94.5794,0.0003,14000,1.5e+08,E,0.00,-,105 731.3,5s25p,2P°,1/2,5s<sup>2</sup>8d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
95.4440,0.0006,95.44332,0.00014,12000,9.e+07,E,4 251.494,-,109 025.72,5s25p,2P°,3/2,5s<sup>2</sup>9d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
95.4614,0.0006,95.4612,0.0004,6200,1.8e+07,E,4 251.494,-,109 006.1,5s25p,2P°,3/2,5s<sup>2</sup>9d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
95.5299,0.0006,95.53068,0.00010,6900,3.9e+07,E,0.00,-,104 678.41,5s25p,2P°,1/2,5s<sup>2</sup>9s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
96.0545,0.0019,96.0558,0.0004,2400,4.e+07,E,4 251.494,-,108 357.6,5s25p,2P°,3/2,5s<sup>2</sup>10s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17864&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=17864&amp;type=
98.5110,0.0006,98.51117,0.00023,18000,1.6e+08,E,4 251.494,-,105 762.82,5s25p,2P°,3/2,5s<sup>2</sup>8d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
98.5411,0.0019,98.5418,0.0003,10000,3.0e+07,E,4 251.494,-,105 731.3,5s25p,2P°,3/2,5s<sup>2</sup>8d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=17864&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=17864&amp;type=
99.5742,0.0006,99.57490,0.00010,8600,7.e+07,E,4 251.494,-,104 678.41,5s25p,2P°,3/2,5s<sup>2</sup>9s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
99.7168,0.0006,99.71669,0.00005,19000,2.8e+08,D+,0.00,-,100 284.111,5s25p,2P°,1/2,5s<sup>2</sup>7d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
101.6238,0.0006,101.62353,0.00005,16000,7.e+07,E,0.00,-,98 402.412,5s25p,2P°,1/2,5s<sup>2</sup>8s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
104.0720,0.0006,104.071860,0.000019,24000,3.0e+08,D+,4 251.494,-,100 338.947,5s25p,2P°,3/2,5s<sup>2</sup>7d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
104.1313,0.0006,104.131287,0.000020,16000,6.e+07,E,4 251.494,-,100 284.111,5s25p,2P°,3/2,5s<sup>2</sup>7d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
106.2123,0.0007,106.212453,0.000017,25000,1.3e+08,E,4 251.494,-,98 402.412,5s25p,2P°,3/2,5s<sup>2</sup>8s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=9352&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=9352&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
110.8138,0.0010,110.81369,0.00006,43000,4.7e+08,B+,0.00,-,90 241.554,5s25p,2P°,1/2,5s<sup>2</sup>6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
115.9014,0.0010,115.90129,0.00005,53000,1.01e+08,C+,0.00,-,86 280.318,5s25p,2P°,1/2,5s<sup>2</sup>7s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
116.1434,0.0010,116.143479,0.000020,74000,5.5e+08,B+,4 251.494,-,90 351.894,5s25p,2P°,3/2,5s<sup>2</sup>6d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
116.2926,0.0010,116.292511,0.000020,56000,1.28e+08,B+,4 251.494,-,90 241.554,5s25p,2P°,3/2,5s<sup>2</sup>6d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
118.5675,0.0014,118.5684,0.0006,37000,,,48 368.185,-,132 707.7,5s5p2,4P,3/2,5s5p(<sup>1</sup>P°)5d,2D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
119.3299,0.0014,119.3308,0.0003,66000bl(Si II),,,48 368.185,-,132 168.83,5s5p2,4P,3/2,5s5p(<sup>1</sup>P°)5d,2D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
121.9088,0.0010,121.908367,0.000022,91000,3.35e+08,B+,4 251.494,-,86 280.318,5s25p,2P°,3/2,5s<sup>2</sup>7s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
122.3715,0.0010,122.3716,0.0004,100000,4.08e+08,B+,0.00,-,81 718.3,5s25p,2P°,1/2,5s5p<sup>2</sup>,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
124.2928,0.0010,124.2929,0.0008,110000,4.5e+08,B+,0.00,-,80 455.1,5s25p,2P°,1/2,5s5p<sup>2</sup>,2P,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
128.5659,0.0007,128.5655,0.0003,31000,,,46 464.290,-,124 245.66,5s5p2,4P,1/2,5s5p(<sup>3</sup>P°)5d,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
129.0871,0.0010,129.0875,0.0005,200000,2.95e+09,B+,4 251.494,-,81 718.3,5s25p,2P°,3/2,5s5p<sup>2</sup>,2P,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8718&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=8718&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=18891&amp;comment_code=&amp;element=Sn&amp;spectr_charge=2&amp;ref=18891&amp;type=
