Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
96.057,0.005,96.05242+,0,,,47 814.114,-,151 923.93,4s4p,3P°,1,4s8s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
96.919,0.005,96.92357+,2,,,48 749.85,-,151 923.93,4s4p,3P°,2,4s8s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
99.8467,0.0006,99.84744+,1,,,47 367.55,-,147 520.34,4s4p,3P°,0,4s6d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
100.2895,0.0006,100.28886+,2,,,47 814.114,-,147 526.09,4s4p,3P°,1,4s6d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
101.2299,0.0006,101.22991+,2,,,48 749.85,-,147 534.881,4s4p,3P°,2,4s6d,3D,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
101.910,0.005,101.90911+,3,,,47 367.55,-,145 494.205,4s4p,3P°,0,4s7s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
102.3735,0.0009,102.375007+,0,,,47 814.114,-,145 494.205,4s4p,3P°,1,4s7s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
103.3663,0.0009,103.36520+,0,,,48 749.85,-,145 494.205,4s4p,3P°,2,4s7s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
111.3708,0.0003,111.37101+,4,,,47 367.55,-,137 157.524,4s4p,3P°,0,4s5d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
111.9133,0.0003,111.913809+,4,,,47 814.114,-,137 168.592,4s4p,3P°,1,4s5d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
111.9270,0.0006,111.927673+,2,,,47 814.114,-,137 157.524,4s4p,3P°,1,4s5d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
113.0760,0.0003,113.07661+,6,,,48 749.85,-,137 185.466,4s4p,3P°,2,4s5d,3D,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
113.0979,0.0004,113.09819+,3,,,48 749.85,-,137 168.592,4s4p,3P°,2,4s5d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
116.7639,0.0004,116.76412+,3,,,47 367.55,-,133 010.30,4s4p,3P°,0,4s6s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
117.3761,0.0003,117.37615+,6,,,47 814.114,-,133 010.30,4s4p,3P°,1,4s6s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
118.6795,0.0003,118.67964+,6,,,48 749.85,-,133 010.30,4s4p,3P°,2,4s6s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
120.7521,0.0006,120.752121+,2,,,70 701.427,-,153 515.707,4s4p,1P°,1,4s7d,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
122.7022,0.0009,122.700231+,0,,,70 701.427,-,152 200.866,4s4p,1P°,1,4s8s,1S,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
128.6256,0.0003,128.625135+,6,,,70 701.427,-,148 446.729,4s4p,1P°,1,4s6d,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
129.1362,0.0006,129.13597+,2,,,48 749.85,-,126 187.61,4s4p,3P°,2,4s4d,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
132.7635,0.0006,132.763031+,1,,,70 701.427,-,146 023.600,4s4p,1P°,1,4s7s,1S,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
141.4401,0.0002,141.43986+,21,1.97e+09,,0.000,-,70 701.427,3d104s2,1S,0,4s4p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
144.9234,0.0002,144.92330+,11,,,70 701.427,-,139 703.442,4s4p,1P°,1,4s5d,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
146.3578,0.0002,146.35763+,15,,,47 814.114,-,116 139.90,4s4p,3P°,1,4p<sup>2</sup>,3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
147.3690,0.0002,147.3689+,14,,,47 367.55,-,115 224.47,4s4p,3P°,0,4p<sup>2</sup>,3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
148.3453,0.0002,148.34516+,14,,,47 814.114,-,115 224.47,4s4p,3P°,1,4p<sup>2</sup>,3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
148.3903,0.0002,148.3899+,16,,,48 749.85,-,116 139.90,4s4p,3P°,2,4p<sup>2</sup>,3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
149.5185,0.0002,149.51850+,12,,,47 814.114,-,114 695.47,4s4p,3P°,1,4p<sup>2</sup>,3P,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
150.4331,0.0002,150.4334+,14,,,48 749.85,-,115 224.47,4s4p,3P°,2,4p<sup>2</sup>,3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
150.4926,0.0002,150.49286+,15,8.54e+08,,47 367.55,-,113 815.885,4s4p,3P°,0,4s4d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
151.4504,0.0002,151.45047+,16,1.13e+09,,47 814.114,-,113 842.301,4s4p,3P°,1,4s4d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
151.5106,0.0002,151.51109+,14,6.27e+08,,47 814.114,-,113 815.885,4s4p,3P°,1,4s4d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
153.5309,0.0002,153.53120+,17,1.45e+09,,48 749.85,-,113 883.193,4s4p,3P°,2,4s4d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
153.6276,0.0002,153.62765+,15,3.61e+08,,48 749.85,-,113 842.301,4s4p,3P°,2,4s4d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
153.6898,0.0002,153.69002+,11,4.0e+07,,48 749.85,-,113 815.885,4s4p,3P°,2,4s4d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
153.9930,0.0002,153.99310+,11,,,70 701.427,-,135 639.40,4s4p,1P°,1,4p<sup>2</sup>,1S,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
158.6298,0.0002,158.6300+,7,,,70 701.427,-,133 741.20,4s4p,1P°,1,4s6s,1S,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
166.9268,0.0003,166.92651+,6,,,47 814.114,-,107 720.716,4s4p,3P°,1,4p<sup>2</sup>,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
169.5756,0.0002,169.5753+,8,,,48 749.85,-,107 720.716,4s4p,3P°,2,4p<sup>2</sup>,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
169.9295,0.0006,169.92854+,2,,,47 814.114,-,106 662.379,4s4p,3P°,1,4s5s,1S,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
179.9306,0.0002,179.9304+,13,,,47 367.55,-,102 944.595,4s4p,3P°,0,4s5s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
180.2251,0.0002,180.2250+,15,1.46e+09,,70 701.427,-,126 187.61,4s4p,1P°,1,4s4d,1D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
181.3878,0.0002,181.38786+,16,,,47 814.114,-,102 944.595,4s4p,3P°,1,4s5s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
184.5199,0.0002,184.5197+,18,,,48 749.85,-,102 944.595,4s4p,3P°,2,4s5s,3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
205.6509,0.0009,205.651+,0,,,107 720.716,-,156 331.2,4p2,1D,2,4s7f,1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
209.07679,0.00001,209.07679+,20hfs,4.09e+05,,0.000,-,47 814.114,3d104s2,1S,0,4s4p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8042&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=8042&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
220.0085,0.0003,220.0091+,5,,,70 701.427,-,116 139.90,4s4p,1P°,1,4p<sup>2</sup>,3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
220.7360,0.0001,220.7360+,2hfs,,,107 720.716,-,153 009.57,4p2,1D,2,4s6f,1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12180&amp;comment_code=&amp;element=Ga&amp;spectr_charge=2&amp;ref=12180&amp;type=
