Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
210.623,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
211.644,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
226.622,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
249.677,249.6769+,100,,,3 461.27,-,43 500.96,4d6,a 5D,4,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
252.934,252.9338+,80,,,4 217.17,-,43 741.33,4d6,a 5D,3,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
254.323,254.3223+,500,4.1e+08,,0.00,-,39 308.38,4d5(6S)5s,a 7S,3,4d<sup>5</sup>(<sup>6</sup>S)5p,z 7P°,4,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6050&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=6050&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
254.481,254.4815+,60,,,4 217.17,-,43 500.96,4d6,a 5D,3,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
254.792,254.7929+,50,,,4 669.22,-,43 905.00,4d6,a 5D,2,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
255.861,255.8603+,50,,,4 669.22,-,43 741.33,4d6,a 5D,2,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
256.701,256.7030+,50,,,4 961.14,-,43 905.00,4d6,a 5D,1,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
257.506,,30,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
257.628,257.6281+,80,,,5 100.98,-,43 905.00,4d6,a 5D,0,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
257.786,257.7864+,40,,,4 961.14,-,43 741.33,4d6,a 5D,1,4d<sup>5</sup>(<sup>6</sup>S)5p,z 5P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
259.719,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
260.999,260.9996+,1000c,3.8e+08,,0.00,-,38 302.80,4d5(6S)5s,a 7S,3,4d<sup>5</sup>(<sup>6</sup>S)5p,z 7P°,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6050&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=6050&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
263.491,263.4909+,200,,,24 000.00+x,-,61 940.66+x,4d5(5G)5s,a 5G,6,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5H°,7,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
264.450,264.4499+,40,,,24 000.00+x,-,61 803.08+x,4d5(5G)5s,a 5G,6,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5F°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
264.701,264.7011+,1000c,3.7e+08,,0.00,-,37 767.21,4d5(6S)5s,a 7S,3,4d<sup>5</sup>(<sup>6</sup>S)5p,z 7P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6050&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=6050&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
265.235,265.2352+,100,,,24 024.88+x,-,61 716.05+x,4d5(5G)5s,a 5G,5,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5H°,6,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
268.119,,80,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
270.296,,40,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
270.790,,100,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
273.683,,60c,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
273.883,,20c,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
277.731,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
279.578,279.5780+,200,,,24 000.00+x,-,59 757.65+x,4d5(5G)5s,a 5G,6,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5G°,6,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
280.965,280.9647+,50c,,,24 000.00+x,-,59 581.18+x,4d5(5G)5s,a 5G,6,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5G°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
281.161,281.1613+,500,,,24 024.88+x,-,59 581.18+x,4d5(5G)5s,a 5G,5,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5G°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
282.135,282.1354+,100,,,23 978.65+x,-,59 412.20+x,4d5(5G)5s,a 5G,4,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5G°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
283.118,283.1179+,60,,,23 917.17+x,-,59 227.75+x,4d5(5G)5s,a 5G,3,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5G°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
284.038,284.0373+,50,,,23 838.39+x,-,59 034.69+x,4d5(5G)5s,a 5G,2,4d<sup>5</sup>(<sup>4</sup>G)5p,z 5G°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
284.639,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
288.920,,30,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4515&amp;comment_code=&amp;element=Tc&amp;spectr_charge=2&amp;ref=4515&amp;type=
