Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,128.7203,,2.42e+07,C,13 650.19,-,91 338.0,3p63d,2D,3/2,3p<sup>6</sup>10f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,128.8210,,1.72e+06,C,13 710.88,-,91 338.0,3p63d,2D,5/2,3p<sup>6</sup>10f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,128.8210,,2.58e+07,C,13 710.88,-,91 338.0,3p63d,2D,5/2,3p<sup>6</sup>10f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,130.4635,,3.28e+07,C,13 650.19,-,90 300.0,3p63d,2D,3/2,3p<sup>6</sup>9f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,130.5668,,2.34e+06,C,13 710.88,-,90 300.0,3p63d,2D,5/2,3p<sup>6</sup>9f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,130.5668,,3.52e+07,C,13 710.88,-,90 300.0,3p63d,2D,5/2,3p<sup>6</sup>9f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,132.9838,,4.59e+07,C,13 650.19,-,88 847.31,3p63d,2D,3/2,3p<sup>6</sup>8f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,133.0912,,3.28e+06,C,13 710.88,-,88 847.31,3p63d,2D,5/2,3p<sup>6</sup>8f,2F°,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
,133.0912,,4.91e+07,C,13 710.88,-,88 847.31,3p63d,2D,5/2,3p<sup>6</sup>8f,2F°,7/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=&amp;comment_code=u7&amp;element=Ca&amp;spectr_charge=2&amp;ref=&amp;type=,
134.189,,24,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7256&amp;comment_code=&amp;element=Ca&amp;spectr_charge=2&amp;ref=7256&amp;type=
