Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
26.103,0.002,,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3496&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=3496&amp;type=
26.120,0.002,,,5,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3496&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=3496&amp;type=
39.863,0.002,39.8630,0.0021,15,,,0.0,-,250 859,3p6,1S,0,3p<sup>5</sup>8d,"(1/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3496&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=3496&amp;type=
40.09,0.07,40.08,0.06,,,,0.0,-,249 500,3p6,1S,0,3p<sup>5</sup>8d,"(3/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
40.39,0.07,40.39,0.07,,,,0.0,-,247 600,3p6,1S,0,3p<sup>5</sup>8d,"(3/2,5/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
40.56,0.07,40.55,0.07,,1.3e+09,,0.0,-,246 600,3p6,1S,0,3p<sup>5</sup>7d,"(1/2,3/2)°",1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6166&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=6166&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
40.68,0.07,40.68,0.07,,,,0.0,-,245 800,3p6,1S,0,3p<sup>5</sup>8s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
40.81,0.07,40.82,0.07,,,,0.0,-,245 000,3p6,1S,0,3p<sup>5</sup>7d,"(3/2,5/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
40.96,0.07,40.97,0.07,,,,0.0,-,244 100,3p6,1S,0,3p<sup>5</sup>7d,"(3/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
41.03,0.07,41.03,0.07,,,,0.0,-,243 700,3p6,1S,0,3p<sup>5</sup>8s,"(3/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
41.18,0.07,41.17,0.07,,2.6e+09,,0.0,-,242 900,3p6,1S,0,3p<sup>5</sup>6d,"(1/2,3/2)°",1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6166&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=6166&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
41.49,0.07,41.49,0.07,bl*,,,0.0,-,241 000,3p6,1S,0,3p<sup>5</sup>6d,"(3/2,5/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
41.49,0.07,41.49,0.07,bl*,2.2e+08,,0.0,-,241 000,3p6,1S,0,3p<sup>5</sup>7s,"(1/2,1/2)°",1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6166&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=6166&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
41.73,0.07,41.74,0.07,,,,0.0,-,239 600,3p6,1S,0,3p<sup>5</sup>6d,"(3/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
41.84,0.07,41.84,0.07,,,,0.0,-,239 000,3p6,1S,0,3p<sup>5</sup>7s,"(3/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
42.20,0.07,42.19,0.07,,4.0e+09,,0.0,-,237 000,3p6,1S,0,3p<sup>5</sup>5d,"(1/2,3/2)°",1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6166&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=6166&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
42.80,0.07,42.79,0.07,,,,0.0,-,233 700,3p6,1S,0,3p<sup>5</sup>5d,"(3/2,5/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
42.99,0.07,42.99,0.07,,,,0.0,-,232 600,3p6,1S,0,3p<sup>5</sup>6s,"(1/2,1/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
43.15,0.08,43.16,0.07,,,,0.0,-,231 700,3p6,1S,0,3p<sup>5</sup>5d,"(3/2,3/2)°",1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=11572&amp;comment_code=&amp;element=K&amp;spectr_charge=2&amp;ref=11572&amp;type=
