Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
97.6408,0.0011,97.642011,0.000022,160,,,0.000,-,102 414.933,5d9,2D,5/2,5d<sup>7</sup>6s6p,102414°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
100.7960,0.0011,100.79725,0.00003,140,,,0.000,-,99 209.06,5d9,2D,5/2,5d<sup>7</sup>6s6p,99209°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
101.2858,0.0009,101.28576,0.00004,1000,,,4 786.6527,-,103 517.21,5d86s,4F,9/2,5d<sup>7</sup>6s6p,103517°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
103.27166,0.00020,103.27179,0.00003,2000,,,4 786.6527,-,101 618.52,5d86s,4F,9/2,5d<sup>7</sup>(<sup>2</sup>H)6s6p(<sup>3</sup>P°),101618°,11/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10146&amp;comment_code=&amp;element=Pt&amp;spectr_charge=2&amp;ref=10146&amp;type=
103.3449,0.0011,103.34579,0.00003,80,,,4 786.6527,-,101 549.185,5d86s,4F,9/2,5d<sup>7</sup>6s6p,101549°,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
103.5685,0.0011,103.56765,0.00003,320,,,4 786.6527,-,101 341.90,5d86s,4F,9/2,5d<sup>7</sup>6s6p,101341°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
104.03996,0.00020,104.04003,0.00003,3500,,,4 786.6527,-,100 903.50,5d86s,4F,9/2,5d<sup>7</sup>6s6p,100903°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10146&amp;comment_code=&amp;element=Pt&amp;spectr_charge=2&amp;ref=10146&amp;type=
106.2020,0.0011,106.20120,0.00005,560,,,9 356.3167,-,103 517.21,5d86s,4F,7/2,5d<sup>7</sup>6s6p,103517°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
106.2628,0.0011,106.26198,0.00003,930,,,9 356.3167,-,103 463.35,5d86s,4F,7/2,5d<sup>7</sup>6s6p,103463°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3539&amp;comment_code=c164&amp;element=Pt&amp;spectr_charge=2&amp;ref=3539&amp;type=
106.34761,0.00020,106.347732,0.000023,690,,,4 786.6527,-,98 817.807,5d86s,4F,9/2,5d<sup>7</sup>6s6p,98817°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10146&amp;comment_code=&amp;element=Pt&amp;spectr_charge=2&amp;ref=10146&amp;type=
