Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
,20.2322,0.0010,,3.50e+01,A,0.0000,-,[494 262.57],1s2,1S,0,1s2p,3P°,2,M2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1494&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=1494&amp;type=M2,
20.75,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3160&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3160&amp;type=
,21.0069,0.0010,,2.039e-02,AA,0.0000,-,[476 034.11],1s2,1S,0,1s2s,3S,1,M1,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=1896&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=1896&amp;type=M1,
80,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
82,82.2176,0.0010,*,4.5196e+07,AAA,[476 034.11],-,[597 662.53],1s2s,3S,1,1s6p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
82,82.2181,0.0010,*,4.5196e+07,AAA,[476 034.11],-,[597 661.86],1s2s,3S,1,1s6p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
82,82.2183,0.0010,*,4.5197e+07,AAA,[476 034.11],-,[597 661.48],1s2s,3S,1,1s6p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
86.1,86.1329,0.0010,*,7.6775e+07,AAA,[476 034.11],-,[592 133.83],1s2s,3S,1,1s5p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
86.1,86.1333,0.0010,*,7.6777e+07,AAA,[476 034.11],-,[592 133.16],1s2s,3S,1,1s5p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
86.1,86.1336,0.0010,*,7.6778e+07,AAA,[476 034.11],-,[592 132.78],1s2s,3S,1,1s5p,3P°,0,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
90.55,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
,91.079,0.010,,2.6895e+07,AAA,[491 373.71],-,[601 169],1s2s,1S,0,1s7p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
91.75,91.7810,0.0010,*,,,[494 260.30],-,[603 215.34],1s2p,3P°,1,1s8d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
91.75,91.7813,0.0010,*,,,[494 260.30],-,[603 214.95],1s2p,3P°,1,1s8d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
91.75,91.7823,0.0010,*,,,[494 262.57],-,[603 216.00],1s2p,3P°,2,1s8d,3D,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
91.75,91.7829,0.0010,*,,,[494 262.57],-,[603 215.34],1s2p,3P°,2,1s8d,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
91.75,91.7832,0.0010,*,,,[494 262.57],-,[603 214.95],1s2p,3P°,2,1s8d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
91.75,91.7859,0.0010,*,,,[494 265.70],-,[603 214.95],1s2p,3P°,0,1s8d,3D,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
93.6,93.5863,0.0010,*,4.6005e+07,AAA,[494 260.30],-,[601 113.58],1s2p,3P°,1,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
93.6,93.5866,0.0010,*,2.5561e+07,AAA,[494 260.30],-,[601 113.19],1s2p,3P°,1,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
93.6,93.5877,0.0010,*,6.1346e+07,AAA,[494 262.57],-,[601 114.24],1s2p,3P°,2,1s7d,3D,3,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
93.6,93.5883,0.0010,*,1.5335e+07,AAA,[494 262.57],-,[601 113.58],1s2p,3P°,2,1s7d,3D,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
93.6,93.5886,0.0010,*,1.7041e+06,AAA,[494 262.57],-,[601 113.19],1s2p,3P°,2,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
93.6,93.5913,0.0010,*,3.4081e+07,AAA,[494 265.70],-,[601 113.19],1s2p,3P°,0,1s7d,3D,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
,93.8897,0.0010,,9.581e+01,AA,[491 373.71],-,[597 881.65],1s2s,1S,0,1s6d,1D,2,E2,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7378&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=7378&amp;type=E2,
,93.841,0.010,,4.2318e+07,AAA,[491 373.71],-,[597 936.4],1s2s,1S,0,1s6p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,94.0002,0.0010,,5.7715e+06,AAA,[494 260.30],-,[600 643.03],1s2p,3P°,1,1s7s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,94.0022,0.0010,,9.6195e+06,AAA,[494 262.57],-,[600 643.03],1s2p,3P°,2,1s7s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
,94.0050,0.0010,,1.9238e+06,AAA,[494 265.70],-,[600 643.03],1s2p,3P°,0,1s7s,3S,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,
94.5,94.4718,0.0010,*,1.4316e+08,AAA,[476 034.11],-,[581 885.83],1s2s,3S,1,1s4p,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
94.5,94.4724,0.0010,*,1.4316e+08,AAA,[476 034.11],-,[581 885.11],1s2s,3S,1,1s4p,3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=8636&amp;comment_code=c73&amp;element=Li&amp;spectr_charge=2&amp;ref=8636&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3698&amp;comment_code=&amp;element=Li&amp;spectr_charge=2&amp;ref=3698&amp;type=
