Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
250.212,,40w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
260.824,,40,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
263.200,,150,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
263.846,,70,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
267.105,,100,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
278.772,,50w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
280.805,,40,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
282.010,,100w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
284.082,,100w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
284.186,,150w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7345&amp;comment_code=&amp;element=Pm&amp;spectr_charge=2&amp;ref=7345&amp;type=
