Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
79.6953,0.0011,79.6955,0.0006,31000,,,0.000,-,125 477.6,5s25p3,4S°,3/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>3</sup>P)6d,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
79.9574,0.0011,79.95774,0.00013,42000,,,0.000,-,125 066.06,5s25p3,4S°,3/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>3</sup>P)6d,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
80.2269,0.0011,80.22695,0.00013,34000,,,0.000,-,124 646.39,5s25p3,4S°,3/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>3</sup>P)6d,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
80.3474,0.0011,80.3472,0.0007,15000,,,12 421.854,-,136 881.7,5s25p3,2D°,5/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>3</sup>P)7d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
80.4679,0.0011,80.4681,0.0008,18000,,,10 222.385,-,134 495.3,5s25p3,2D°,3/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>1</sup>D)6d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
80.5906,0.0011,80.59182,0.00013,8500,,,0.000,-,124 082.07,5s25p3,4S°,3/2,5s(<sup>2</sup>S)5p<sup>4</sup>(<sup>3</sup>P),2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
81.5183,0.0011,81.5187,0.0006,14000,,,12 421.854,-,135 093.1,5s25p3,2D°,5/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>1</sup>D)6d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
81.8345,0.0011,81.83518,0.00013,24000,,,0.000,-,122 196.84,5s25p3,4S°,3/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>3</sup>P)6d,2F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
82.2908,0.0011,82.29171,0.00014,26000,,,0.000,-,121 518.93,5s25p3,4S°,3/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>3</sup>P)6d,4D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
82.4071,0.0011,82.4076,0.0009,21000*,,,20 546.591,-,141 894.6,5s25p3,2P°,1/2,5s<sup>2</sup>5p<sup>2</sup>(<sup>1</sup>S)7s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=15043&amp;comment_code=&amp;element=Te&amp;spectr_charge=2&amp;ref=15043&amp;type=
