Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
8.085,0.003,8.085,0.003,*,,,977 597.9+x,-,2 214 500+x,1s2p2,4P,1/2,2p<sup>3</sup>,4S°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
8.085,0.003,8.085,0.003,*,,,977 597.9+x,-,2 214 500+x,1s2p2,4P,5/2,2p<sup>3</sup>,4S°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
8.085,0.003,8.085,0.003,*,,,977 597.9+x,-,2 214 500+x,1s2p2,4P,3/2,2p<sup>3</sup>,4S°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
8.258,0.003,8.258,0.003,a*,,,0.000,-,1 210 900a?,1s22s,2S,1/2,1s(<sup>2</sup>S)3s3p(<sup>1</sup>P°),2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
8.258,0.003,8.258,0.003,a*,,,0.000,-,1 210 900a?,1s22s,2S,1/2,1s(<sup>2</sup>S)3s3p(<sup>1</sup>P°),2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
8.364,0.003,8.364,0.003,a*,,,0.000,-,1 195 600a,1s22s,2S,1/2,1s(<sup>2</sup>S)3s3p(<sup>3</sup>P°),2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
8.364,0.003,8.364,0.003,a*,,,0.000,-,1 195 600a,1s22s,2S,1/2,1s(<sup>2</sup>S)3s3p(<sup>3</sup>P°),2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.149,0.004,9.1566,0.0011,a*,,,31 928.744,-,1 124 040?,1s22p,2P°,1/2,1s2p(<sup>1</sup>P°)5p,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.149,0.004,9.1566,0.0011,a*,,,31 935.320,-,1 124 040?,1s22p,2P°,3/2,1s2p(<sup>1</sup>P°)5p,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.149,0.004,9.1566,0.0011,a*,,,31 928.744,-,1 124 040?,1s22p,2P°,1/2,1s2p(<sup>1</sup>P°)5p,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.149,0.004,9.1566,0.0011,a*,,,31 935.320,-,1 124 040?,1s22p,2P°,3/2,1s2p(<sup>1</sup>P°)5p,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.253,0.006,9.253,0.006,4a*,,,31 928.744,-,1 112 700,1s22p,2P°,1/2,1s2p(<sup>1</sup>P°)4p,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.253,0.006,9.253,0.006,4a*,,,31 935.320,-,1 112 700,1s22p,2P°,3/2,1s2p(<sup>1</sup>P°)4p,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.253,0.006,9.253,0.006,4a*,,,31 928.744,-,1 112 700,1s22p,2P°,1/2,1s2p(<sup>1</sup>P°)4p,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.253,0.006,9.253,0.006,4a*,,,31 935.320,-,1 112 700,1s22p,2P°,3/2,1s2p(<sup>1</sup>P°)4p,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.316,0.003,9.316,0.003,11a*,,,0.000,-,1 073 400a,1s22s,2S,1/2,1s2p(<sup>3</sup>P°)3s,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.316,0.003,9.316,0.003,11a*,,,0.000,-,1 073 400a,1s22s,2S,1/2,1s2p(<sup>3</sup>P°)3s,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.343,0.003,9.343,0.003,11a*,,,0.000,-,1 070 300a,1s22s,2S,1/2,1s2s(<sup>3</sup>S)4p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.343,0.003,9.343,0.003,11a*,,,0.000,-,1 070 300a,1s22s,2S,1/2,1s2s(<sup>3</sup>S)4p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.371,0.004,9.372,0.004,7a*,,,31 928.744,-,1 098 900,1s22p,2P°,1/2,1s2p(<sup>3</sup>P°)4p,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
9.371,0.004,9.372,0.004,7a*,,,31 935.320,-,1 098 900,1s22p,2P°,3/2,1s2p(<sup>3</sup>P°)4p,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12158&amp;comment_code=&amp;element=Be&amp;spectr_charge=2&amp;ref=12158&amp;type=
