Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
15.688,0.005,15.689,0.005,,,,0.00,-,637 400,2s22p6,1S,0,2s2p<sup>6</sup>8p,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
15.755,0.005,15.755,0.005,,,,0.00,-,634 700,2s22p6,1S,0,2s2p<sup>6</sup>7p,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
15.867,0.005,15.868,0.005,,,,0.00,-,630 200,2s22p6,1S,0,2s2p<sup>6</sup>6p,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
16.066,0.005,16.067,0.005,,,,0.00,-,622 400,2s22p6,1S,0,2s2p<sup>6</sup>5p,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
16.492,0.005,16.488,0.005,,,,0.00,-,606 500,2s22p6,1S,0,2s2p<sup>6</sup>4p,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
17.724,0.005,17.724,0.006,,5.1e+09,E,0.00,-,564 200,2s22p6,1S,0,2s2p<sup>6</sup>3p,1P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6036&amp;comment_code=c79&amp;element=Na&amp;spectr_charge=2&amp;ref=6036&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
26.306,0.005,26.306,0.005,bl*,,,0.00,-,380 140,2s22p6,1S,0,2s<sup>2</sup>2p<sup>5</sup>(<sup>2</sup>P°<sub>1/2</sub>)14s,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
26.306,0.005,26.306,0.005,bl*,,,0.00,-,380 140,2s22p6,1S,0,2s<sup>2</sup>2p<sup>5</sup>(<sup>2</sup>P°<sub>1/2</sub>)13d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
26.339,0.005,26.339,0.005,bl*,,,0.00,-,379 660,2s22p6,1S,0,2s<sup>2</sup>2p<sup>5</sup>(<sup>2</sup>P°<sub>1/2</sub>)12d,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
26.339,0.005,26.339,0.005,bl*,,,0.00,-,379 660,2s22p6,1S,0,2s<sup>2</sup>2p<sup>5</sup>(<sup>2</sup>P°<sub>1/2</sub>)13s,2[3/2]°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=4668&amp;comment_code=&amp;element=Na&amp;spectr_charge=2&amp;ref=4668&amp;type=
