Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
649.77,,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
657.72,,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
660.0339,,,40w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
680.9196,,,50w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
703.3,,,12,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
738.1,,,10w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
763.7,,,10w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
775,,,10,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
796.5,,,20,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
805,,,12w,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
832.8,,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
838.8,,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
853.2,,,30,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
865.3,,,25,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
886.3,,,25,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3331&amp;comment_code=&amp;element=Bi&amp;spectr_charge=2&amp;ref=3331&amp;type=
