Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
76.4381,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
81.4793,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
84.939,,1,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
85.4625,,2,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
87.6796,87.6795+,4,,,0.0,-,114 051.7,5s25p2,3P,0,5s<sup>2</sup>5p8s,3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
92.1049,,4,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
98.3592,98.3593+,6,,,3 054.6,-,104 722.7,5s25p2,3P,1,5s<sup>2</sup>5p6d,3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
100.1144,,6,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
100.9442,100.9443+,6,,,5 658.2,-,104 722.7,5s25p2,3P,2,5s<sup>2</sup>5p6d,3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
105.2236,105.2235+,6,,,12 789.8,-,107 825.6,5s25p2,1D,2,5s<sup>2</sup>5p7s,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
105.6228,105.6226+,8,,,12 789.8,-,107 466.5,5s25p2,1D,2,5s5p<sup>3</sup>,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
105.7276,105.7276+,8,,,3 054.6,-,97 637.3,5s25p2,3P,1,5s5p<sup>3</sup>,3S°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
107.3828,,6,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
123.0236,123.0238+,6,,,23 905.5,-,105 190.6,5s25p2,1S,0,5s<sup>2</sup>5p6d,3D°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
127.4670,127.4673+,8,,,12 789.8,-,91 241.3,5s25p2,1D,2,5s<sup>2</sup>5p5d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
127.4938,127.4938+,8,,,12 789.8,-,91 225.0,5s25p2,1D,2,5s<sup>2</sup>5p5d,1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
132.7378,132.7381+,8,,,3 054.6,-,78 390.9,5s25p2,3P,1,5s5p<sup>3</sup>,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
135.8009,135.801+,6,,,3 054.6,-,76 691.8,5s25p2,3P,1,5s<sup>2</sup>5p5d,3F°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
138.4656,138.466+,8,1.1e+08,,3 054.6,-,75 274.5,5s25p2,3P,1,5s<sup>2</sup>5p6s,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
140.7784,140.778+,6,,,5 658.2,-,76 691.8,5s25p2,3P,2,5s<sup>2</sup>5p5d,3F°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
143.6447,143.645+,8,5.2e+08,,5 658.2,-,75 274.5,5s25p2,3P,2,5s<sup>2</sup>5p6s,3P°,2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=7227&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=7227&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
156.5501,156.550+,6,,,5 658.2,-,69 535.7,5s25p2,3P,2,5s<sup>2</sup>5p6s,3P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
157.6099,157.610+,8,,,3 054.6,-,66 502.3,5s25p2,3P,1,5s5p<sup>3</sup>,3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
158.1353,158.135+,7,,,3 054.6,-,66 291.6,5s25p2,3P,1,5s5p<sup>3</sup>,3D°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
160.6952,160.696+,10,,,5 658.2,-,67 887.5,5s25p2,3P,2,5s5p<sup>3</sup>,3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16325&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16325&amp;type=
165.7036,165.736+,20,,,51 722.9,-,112 060.0,5s5p3,5S°,2,5s<sup>2</sup>5p4f,1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
173.6469,,8,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
199.017,199.022+,1,,,77 139.4,-,127 385.2,5s5p3,3P°,1,5s5p<sup>2</sup>(<sup>4</sup>P)6s,3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
199.034,199.035+,6,,,77 139.4,-,127 381.9,5s5p3,3P°,1,5s5p<sup>2</sup>(<sup>4</sup>P)6s,3P,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=16370&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=16370&amp;type=
214.180,214.176+,10,,,66 291.6,-,112 967.5,5s5p3,3D°,1,5s<sup>2</sup>5p4f,3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
222.515,,6,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
248.046,248.078+,8,,,76 857.8,-,117 155.6,5s5p3,3P°,0,5s<sup>2</sup>5p8p,1P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
252.8535,252.849+,15,,,72 389.7,-,111 927.1,5s25p5d,1D°,2,5s<sup>2</sup>5p4f,3D,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
256.7754,256.774+,10,,,12 789.8,-,51 722.9,5s25p2,1D,2,5s5p<sup>3</sup>,5S°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3304&amp;comment_code=&amp;element=Sb&amp;spectr_charge=2&amp;ref=3304&amp;type=
