Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
101.70592,0.00010,101.706003,20,3.5e+07,D,1 767.357,-,100 089.970,4s24p,2P°,3/2,4s<sup>2</sup>5d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
105.50252,0.00010,105.502614,20,6.9e+07,D,0.000,-,94 784.381,4s24p,2P°,1/2,4s<sup>2</sup>6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
107.50715,0.00006,107.507202,100,1.3e+08,D,1 767.357,-,94 784.381,4s24p,2P°,3/2,4s<sup>2</sup>6s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=22&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=22&amp;type=
108.5513,0.0005,108.5509,300,,,0.000,-,92 122.7,4s24p,2P°,1/2,4s4p<sup>2</sup>,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
109.8710,0.0005,109.8706,200,,,0.000,-,91 016.2,4s24p,2P°,1/2,4s4p<sup>2</sup>,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
110.6737,0.0005,110.6741,500,,,1 767.357,-,92 122.7,4s24p,2P°,3/2,4s4p<sup>2</sup>,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
112.0458,0.0005,112.0463,500,,,1 767.357,-,91 016.2,4s24p,2P°,3/2,4s4p<sup>2</sup>,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
114.6972,0.0005,114.6974,3,,,51 575.885,-,138 761.8,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)4d,4P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
114.9547,0.0005,114.9543,5,,,51 575.885,-,138 567.0,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)4d,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
115.6462,0.0005,115.6459,20,,,52 290.942,-,138 761.8,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)4d,4P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
115.9066,0.0005,115.9070,15,,,52 290.942,-,138 567.0,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)4d,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
116.4273,0.0005,116.42724,200,,,0.000,-,85 890.55,4s24p,2P°,1/2,4s4p<sup>2</sup>,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
117.3707,0.0005,117.3705,10,,,53 366.738,-,138 567.0,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)4d,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
117.8957,0.0005,117.8957,10,,,53 366.738,-,138 187.5,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)4d,4P°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
118.1194,0.0005,118.1198,500,,,51 575.885,-,136 235.7,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)4d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
118.1650,0.0005,118.1649,500,,,51 575.885,-,136 203.4,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)4d,4D°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
118.8732,0.0005,118.87328,200,,,1 767.357,-,85 890.55,4s24p,2P°,3/2,4s4p<sup>2</sup>,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
118.9623,0.0005,118.9624,100,,,52 290.942,-,136 351.1,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)4d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
119.1264,0.0005,119.1260,300,,,52 290.942,-,136 235.7,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)4d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
119.1719,0.0005,119.1718,50,,,52 290.942,-,136 203.4,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)4d,4D°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
119.4787,0.0005,119.4772,20h,,,53 366.738,-,137 064.7,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)4d,4D°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
120.5049,0.0005,120.5046,5,,,53 366.738,-,136 351.1,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)4d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
120.6725,0.0005,120.6724,5,,,53 366.738,-,136 235.7,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)4d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
123.70580,0.00010,123.705912,500,1.9e+09,D,0.000,-,80 836.880,4s24p,2P°,1/2,4s<sup>2</sup>4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
126.19041,0.00010,126.190543,500,2.2e+09,D,1 767.357,-,81 012.598,4s24p,2P°,3/2,4s<sup>2</sup>4d,2D,5/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
126.47087,0.00006,126.470979,100,3.5e+08,D,1 767.357,-,80 836.880,4s24p,2P°,3/2,4s<sup>2</sup>4d,2D,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=22&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=22&amp;type=
126.8444,0.0005,126.8441,10,,,51 575.885,-,130 412.8,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)4d,4F°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
128.0050,0.0005,128.0051,10,,,52 290.942,-,130 412.8,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)4d,4F°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
138.0425,0.0005,138.0425,100,,,52 290.942,-,124 732.4,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)5s,4P°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
139.2265,0.0005,139.2267,50,,,51 575.885,-,123 401.2,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)5s,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
140.1235,0.0005,140.1234,200,,,53 366.738,-,124 732.4,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)5s,4P°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
140.6105,0.0005,140.6106,10,,,51 575.885,-,122 694.3,4s4p2,4P,1/2,4s4p(<sup>3</sup>P°)5s,4P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
140.6269,0.0005,140.6267,15,,,52 290.942,-,123 401.2,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)5s,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
142.0385,0.0005,142.0387,30,,,52 290.942,-,122 694.3,4s4p2,4P,3/2,4s4p(<sup>3</sup>P°)5s,4P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
142.7877,0.0005,142.7868,25,,,53 366.738,-,123 401.2,4s4p2,4P,5/2,4s4p(<sup>3</sup>P°)5s,4P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
153.80907,0.00006,153.809069,200,,,0.000,-,65 015.672,4s24p,2P°,1/2,4s4p<sup>2</sup>,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=22&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=22&amp;type=
157.68540,0.00010,157.685477,500,,,1 767.357,-,65 184.738,4s24p,2P°,3/2,4s4p<sup>2</sup>,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=22&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=22&amp;type=
158.10698,0.00006,158.106979,75,,,1 767.357,-,65 015.672,4s24p,2P°,3/2,4s4p<sup>2</sup>,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=22&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=22&amp;type=
160.24864,0.00006,160.248634,100,3.4e+08,D,0.000,-,62 403.028,4s24p,2P°,1/2,4s<sup>2</sup>5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=22&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=22&amp;type=
164.91943,0.00010,164.919425,200,6.5e+08,D,1 767.357,-,62 403.028,4s24p,2P°,3/2,4s<sup>2</sup>5s,2S,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4515&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=4515&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=187&amp;type=
167.9335,0.0005,167.9327,2,,,65 184.738,-,124 732.4,4s4p2,2D,5/2,4s4p(<sup>3</sup>P°)5s,4P°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
172.9385,0.0005,172.93860,2,,,65 184.738,-,123 008.73,4s4p2,2D,5/2,4s<sup>2</sup>9f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
176.9377,0.0005,176.93826,5,,,65 015.672,-,121 532.56,4s4p2,2D,3/2,4s<sup>2</sup>8f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
177.4703,0.0005,177.47009,10,,,65 184.738,-,121 532.26,4s4p2,2D,5/2,4s<sup>2</sup>8f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
183.9634,0.0005,183.96330,20,,,65 015.672,-,119 374.34,4s4p2,2D,3/2,4s<sup>2</sup>7f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
184.5388,0.0005,184.53868,30,,,65 184.738,-,119 373.92,4s4p2,2D,5/2,4s<sup>2</sup>7f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
193.80077,0.00010,193.800774,500,,,1 767.357,-,53 366.738,4s24p,2P°,3/2,4s4p<sup>2</sup>,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=187&amp;type=
193.88906,0.00010,193.889063,500,,,0.000,-,51 575.885,4s24p,2P°,1/2,4s4p<sup>2</sup>,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=187&amp;type=
195.9781,0.0005,195.97799,20,,,65 015.672,-,116 041.81,4s4p2,2D,3/2,4s<sup>2</sup>6f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
196.63173,0.00010,196.631726,20,,,65 184.738,-,116 041.231,4s4p2,2D,5/2,4s<sup>2</sup>6f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
197.92736,0.00010,197.927364,200,,,1 767.357,-,52 290.942,4s24p,2P°,3/2,4s4p<sup>2</sup>,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=187&amp;type=
200.70390,0.00010,200.70391,50,,,1 767.357,-,51 575.885,4s24p,2P°,3/2,4s4p<sup>2</sup>,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=187&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=187&amp;type=
216.9650,0.0005,216.9652,1,,,65 015.672,-,111 091.55,4s4p2,2D,3/2,4s<sup>2</sup>7p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
217.3204,0.0005,217.3202,10,,,65 015.672,-,111 016.30,4s4p2,2D,3/2,4s<sup>2</sup>7p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
217.7655,0.0005,217.7644,15,,,65 184.738,-,111 091.55,4s4p2,2D,5/2,4s<sup>2</sup>7p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
219.7621,0.0005,219.7621,100,,,65 015.672,-,110 505.22,4s4p2,2D,3/2,4s<sup>2</sup>5f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
220.5851,0.0005,220.5851,100,,,65 184.738,-,110 504.58,4s4p2,2D,5/2,4s<sup>2</sup>5f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
237.5136,0.0005,237.5136,2,,,81 012.598,-,123 102.60,4s24d,2D,5/2,4s<sup>2</sup>11p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
238.1918,0.0005,238.1917,3,,,79 006.853,-,120 977.05,4s25p,2P°,1/2,4s<sup>2</sup>10s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
240.2504,0.0005,240.2505,5,,,79 366.494,-,120 977.05,4s25p,2P°,3/2,4s<sup>2</sup>10s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
244.8678,0.0005,244.8678,3,,,80 836.880,-,121 662.87,4s24d,2D,3/2,4s<sup>2</sup>10p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3335&amp;comment_code=&amp;element=Ge&amp;spectr_charge=2&amp;ref=3335&amp;type=
