Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
28.6308,0.0005,28.6308,0.0005,6,,,0.0000,-,349 274,2s22p5,2P°,3/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)8d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
,,28.6949,0.0006,m,,,780.4240,-,349 274,2s22p5,2P°,1/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)8d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
28.8073,0.0003,28.80732,0.00025,12,,,0.0000,-,347 134,2s22p5,2P°,3/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)7d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
28.8720,0.0010,28.8722,0.0003,6,,,780.4240,-,347 134,2s22p5,2P°,1/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)7d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
29.0831,0.0003,29.0830,0.0003,48,,,0.0000,-,343 843,2s22p5,2P°,3/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)6d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
29.1492,0.0003,29.1492,0.0003,25,,,780.4240,-,343 843,2s22p5,2P°,1/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)6d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
29.5168,0.0003,29.516919,0.000010,22,,,0.0000,-,338 788.75,2s22p5,2P°,3/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>S)4s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=c153&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
29.5851,0.0003,29.585070,0.000011,10,,,780.4240,-,338 788.75,2s22p5,2P°,1/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>S)4s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=c153&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
29.6329,0.0003,29.633024,0.000018,88,,,0.0000,-,337 461.34,2s22p5,2P°,3/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)5d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
29.7019,0.0003,29.701713,0.000018,45,,,780.4240,-,337 461.34,2s22p5,2P°,1/2,2s<sup>2</sup>2p<sup>4</sup>(<sup>1</sup>D)5d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=12157&amp;comment_code=&amp;element=Ne&amp;spectr_charge=2&amp;ref=12157&amp;type=
