Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
224.3045,224.30342+,350,,,0.000,-,44 568.640,5s2,a 1S,0,5s5p,y 1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
241.3913,241.39137+,25,,,23 776.245,-,65 190.158,5s5p,z 3P°,1,5s5d,g 3D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
242.2186,242.21875+,560,,,3 296.180,-,44 568.640,4d5s,a 1D,2,5s5p,y 1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
246.0555,246.05569+,60,,,24 647.121,-,65 276.034,5s5p,z 3P°,2,5s5d,g 3D,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
273.4827,273.48288+,22,,,24 647.121,-,61 201.662,5s5p,z 3P°,2,4d5d,f 3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
278.5158,278.51584+,30,,,23 776.245,-,59 670.257,5s5p,z 3P°,1,5p<sup>2</sup>,e 3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
278.5562,278.55628+,12,,,24 647.121,-,60 535.922,5s5p,z 3P°,2,5p<sup>2</sup>,f 1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
280.0099,280.00993+,30,,,23 445.063,-,59 147.559,5s5p,z 3P°,0,5p<sup>2</sup>,e 3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
282.5362,282.53622+,22,,,29 213.958,-,64 597.237,4d5p,z 3D°,3,4d5d,f 3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
282.6316,282.63180+,45,,,23 776.245,-,59 147.559,5s5p,z 3P°,1,5p<sup>2</sup>,e 3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
285.4416,285.44169+,70,,,24 647.121,-,59 670.257,5s5p,z 3P°,2,5p<sup>2</sup>,e 3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
285.6289,285.62891+,26,,,23 776.245,-,58 776.425,5s5p,z 3P°,1,5p<sup>2</sup>,e 3P,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
285.7868,285.78693+,11,,,27 516.699,-,62 497.527,4d5p,z 1P°,1,4d5d,g 1D,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
289.7664,289.76647+,18,,,24 647.121,-,59 147.559,5s5p,z 3P°,2,5p<sup>2</sup>,e 3P,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
289.8793,289.87944+,14,,,23 776.245,-,58 263.238,5s5p,z 3P°,1,5s6s,e 3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
292.9981,292.99823+,18h,,,27 532.321,-,61 652.237,4d5p,z 3F°,3,4d5d,e 3F,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
297.3895,297.38954+,18,,,24 647.121,-,58 263.238,5s5p,z 3P°,2,5s6s,e 3S,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
298.0553,298.05534+,30,,,28 394.177,-,61 935.205,4d5p,z 3F°,4,4d5d,e 3F,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
302.6455,302.64553+,26,,,26 147.252,-,59 179.589,4d5p,z 1D°,2,4d5d,e 3G,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
303.6576,303.65778+,30,,,28 730.010,-,61 652.237,4d5p,z 3D°,2,4d5d,e 3F,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
305.5229,305.52298+,60,,,29 213.958,-,61 935.205,4d5p,z 3D°,3,4d5d,e 3F,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
308.6853,308.68534+,60,,,26 147.252,-,58 533.296,4d5p,z 1D°,2,4d5d,e 1F,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
309.3752,309.37534+,22,,,32 283.420,-,64 597.237,4d5p,y 3P°,2,4d5d,f 3P,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
309.5872,309.58771+,95,,,1 045.076,-,33 336.727,4d5s,a 3D,2,4d5p,z 1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
311.2029,311.20295+,55*,1.30e+06,C+,0.000,-,32 124.054,5s2,a 1S,0,4d5p,y 3P°,1,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4373&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=4373&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=10987&amp;comment_code=&amp;element=Y&amp;spectr_charge=2&amp;ref=10987&amp;type=
