Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
119.3231,,60,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
127.7306,127.7324+,60,,,49 355.04,-,127 643.7,3d104p,2P°,3/2,3d<sup>10</sup>6d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
136.6682,136.6728+,60bl*,,,62 722.45,-,135 889.9,3d94s2,2D,5/2,3d<sup>10</sup>7f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
136.6682,136.6678+,60bl*,,,62 722.45,-,135 892.6,3d94s2,2D,5/2,3d<sup>10</sup>7f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
141.0443,141.0444+,60,,,62 722.45,-,133 622.1,3d94s2,2D,5/2,3d<sup>10</sup>8p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
143.9091,143.9091+,60,,,48 481.00,-,117 969.32,3d104p,2P°,1/2,3d<sup>10</sup>5d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
144.5042,144.5042+,60,,,65 441.64,-,134 643.8,3d94s2,2D,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>1</sup>P°),2D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
145.6907,145.6907+,50,,,49 355.04,-,117 993.61,3d104p,2P°,3/2,3d<sup>10</sup>5d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
147.7016,147.7015+,60,,,65 441.64,-,133 145.76,3d94s2,2D,3/2,3d<sup>9</sup>(<sup>2</sup>D)4s4p(<sup>1</sup>P°),2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
151.4763,151.4761+,50,,,48 481.00,-,114 498.02,3d104p,2P°,1/2,3d<sup>10</sup>6s,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
157.2991,,90,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
161.7675,161.766+,60,,,111 743.0,-,173 560.7?,3d9(2D)4s4p(3P°),4D°,5/2,3d<sup>9</sup>4s4d,20,5/2?,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
165.8251,165.825+,60,,,110 867.2,-,171 171.6,3d9(2D)4s4p(3P°),4D°,7/2,3d<sup>9</sup>4s4d,6,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
171.3251,171.325+,50,,,103 701.6,-,162 070.3,3d9(2D)4s4p(3P°),4P°,5/2,3d<sup>9</sup>4s(<sup>3</sup>D)5s,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
171.5760,171.576+,60,,,110 867.2,-,169 150.5,3d9(2D)4s4p(3P°),4D°,7/2,3d<sup>9</sup>4s4d,1,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=640&amp;comment_code=&amp;element=Zn&amp;spectr_charge=2&amp;ref=640&amp;type=
