Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
65.5804,,2,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
65.9004,65.9005,6,,,0.0,-,151 744.,5s25p4,3P,2,,49°,"1,2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
66.3977,66.3975,8,,,0.0,-,150 608.?,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>4</sup>S°)13d,3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
66.4520,66.4512,8,,,0.0,-,150 486.29,5s25p4,3P,2,,47°,"1,2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
66.5055,66.5041,8,,,0.0,-,150 366.61,5s25p4,3P,2,,46°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
66.5699,66.5695,150,,,0.0,-,150 219.03,5s25p4,3P,2,,43°,"1,2",,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
71.9546,71.9539,1000,,,0.0,-,138 977.84,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>D°)6d,12°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
72.2980,72.2980,1000,,,0.0,-,138 316.49,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>D°)6d,10°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
79.8158,79.8159,1000,,,0.0,-,125 288.29,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>4</sup>S°)6d,3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
83.4095,83.4106,1200,,,0.0,-,119 888.77,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>4</sup>S°)7s,3S°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
84.7796,84.7795,600,,,7 086.888,-,125 040.?,5s25p4,3P,1,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>P°)5d,3P°,0,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
87.3489,87.3495,1500,,,0.0,-,114 482.59,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>D°)5d,3P°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
87.5941,87.5940,1000,,,13 727.2,-,127 890.23,5s25p4,1D,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>P°)5d,1P°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
87.9844,87.9847,2000,,,0.0,-,113 656.16,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>P°)5d,3D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
88.1881,88.1889,1500,,,0.0,-,113 392.94,5s25p4,3P,2,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>D°)5d,1F°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
89.0995,89.0994,1000,,,7 086.888,-,119 321.09,5s25p4,3P,1,5s<sup>2</sup>5p<sup>3</sup>(<sup>2</sup>P°)5d,3D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7360&amp;comment_code=&amp;element=I&amp;spectr_charge=2&amp;ref=7360&amp;type=
