Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
148.269,0.010,148.2580,0.0004,,,,14 555.90,-,82 005.9,4p64d,2D,3/2,4p<sup>6</sup>8f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
148.899,0.010,148.8767,0.0004,*,,,14 836.24,-,82 005.9,4p64d,2D,5/2,4p<sup>6</sup>8f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
148.899,0.010,148.8767,0.0004,*,,,14 836.24,-,82 005.9,4p64d,2D,5/2,4p<sup>6</sup>8f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
153.128,0.010,153.1267,0.0005,,,,14 555.90,-,79 861.3,4p64d,2D,3/2,4p<sup>6</sup>7f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
153.791,0.010,153.7869,0.0005,*,,,14 836.24,-,79 861.3,4p64d,2D,5/2,4p<sup>6</sup>7f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
153.791,0.010,153.7869,0.0005,*,,,14 836.24,-,79 861.3,4p64d,2D,5/2,4p<sup>6</sup>7f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
161.298,0.010,161.2968,0.0003,,,,14 555.90,-,76 553.4,4p64d,2D,3/2,4p<sup>6</sup>6f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
162.035,0.010,162.0295,0.0003,*,,,14 836.24,-,76 553.4,4p64d,2D,5/2,4p<sup>6</sup>6f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
162.035,0.010,162.0295,0.0003,*,,,14 836.24,-,76 553.4,4p64d,2D,5/2,4p<sup>6</sup>6f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
176.281,0.010,176.2663,0.0003,,,,24 516.65,-,[81 249.0],4p65p,2P°,3/2,4p<sup>6</sup>9d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
176.963,0.010,176.9601,0.0003,,,,14 555.90,-,71 065.8,4p64d,2D,3/2,4p<sup>6</sup>5f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
177.839,0.010,177.8424,0.0003,*,,,14 836.24,-,71 065.8,4p64d,2D,5/2,4p<sup>6</sup>5f,2F°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
177.839,0.010,177.8424,0.0003,*,,,14 836.24,-,71 065.8,4p64d,2D,5/2,4p<sup>6</sup>5f,2F°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
178.397,0.010,178.3870,0.0010,,2.9e+04,D+,0.00,-,56 057.9,4p65s,2S,1/2,4p<sup>6</sup>6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4032&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=4032&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
179.310,0.010,179.3088,0.0010,,6.4e+05,B,0.00,-,55 769.7,4p65s,2S,1/2,4p<sup>6</sup>6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=4032&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=4032&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3450&amp;comment_code=&amp;element=Sr&amp;spectr_charge=2&amp;ref=3450&amp;type=
