Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
227.621,227.621,150,,,27 439.4,-,71 358.6,4d7(4F)5s,b 3F,3,4d<sup>7</sup>(<sup>4</sup>P)5p,y 5D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
233.477,233.477,190,,,16 884.8,-,59 702.4,4d7(4F)5s,a 5F,5,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5G°,6,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
238.614,238.599,270,,,34 243.0,-,76 141.5,4d7(2P)5s,b 3P,2,4d<sup>7</sup>(<sup>2</sup>D2)5p,w 3D°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
241.584,241.585,80,,,19 792.4,-,61 173.1,4d7(4F)5s,a 5F,3,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5G°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
242.018,242.016,45,,,33 845.4,-,75 152.4,4d7(2G)5s,a 3G,3,4d<sup>7</sup>(<sup>2</sup>G)5p,y 3F°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
242.098,242.099,65,,,20 646.9,-,61 939.8,4d7(4F)5s,a 5F,2,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5G°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
242.711,242.710,65,,,18 540.4,-,59 729.4,4d7(4F)5s,a 5F,4,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5G°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
243.185,243.184,40*,,,36 486.4,-,77 595.0,4d7(2G)5s,b 1G,4,4d<sup>7</sup>(<sup>2</sup>H)5p,x 3G°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
243.185,243.186,40*,,,21 180.0,-,62 288.3,4d7(4F)5s,a 5F,1,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5G°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
245.570,245.572,30,,,20 646.9,-,61 355.9,4d7(4F)5s,a 5F,2,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5D°,2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
245.890,245.891,65*,,,36 938.9,-,77 595.0,4d7(2D2)5s,a 3D,3,4d<sup>7</sup>(<sup>2</sup>H)5p,x 3G°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
245.890,245.892,65*,,,19 792.4,-,60 448.4,4d7(4F)5s,a 5F,3,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5D°,3,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
246.104,246.103,90,,,18 540.4,-,59 161.5,4d7(4F)5s,a 5F,4,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5D°,4,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
247.564,247.563,15,,,31 730.5,-,72 112.1,4d7(2G)5s,a 3G,5,4d<sup>7</sup>(<sup>2</sup>G)5p,z 3H°,6,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
247.754,,15,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
249.077,249.078,100,,,16 884.8,-,57 020.8,4d7(4F)5s,a 5F,5,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5F°,5,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
250.384,250.386,15,,,20 646.9,-,60 573.2,4d7(4F)5s,a 5F,2,4d<sup>7</sup>(<sup>4</sup>F)5p,z 5F°,1,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=3475&amp;comment_code=&amp;element=Rh&amp;spectr_charge=2&amp;ref=3475&amp;type=
