Observed  Wavelength  Vac (nm),Unc.  (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
274.047225,0.000017,274.047236,0.000009,210,,,14 545.55724,-,51 024.8242,5f6d(3D°)7s,4D°,5/2,5f<sup>2</sup>6d+5f6d7p,,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
274.306356,0.000008,274.306346,0.000005,1000,,,0.00000,-,36 444.8105,6d7s2,2D,3/2,6d<sup>2</sup>(<sup>3</sup>P)7p,°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
274.880507,0.000012,274.880503,0.000006,440,,,13 468.96833,-,49 837.6587,5f6d(3G°)7s,4G°,9/2,5f<sup>2</sup>6d+5f6d7p,,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
274.953079,0.000009,274.953075,0.000006,750,,,4 113.35932,-,40 472.4510,6d(2D)7s2,,5/2,6d<sup>2</sup>(<sup>3</sup>F)7p,°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
274.971375,0.000010,274.971366,0.000006,620,,,12 488.28836,-,48 844.9615,5f6d(3F°)7s,4F°,9/2,5f<sup>2</sup>6d+5f6d7p,,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
275.008049,0.000015,275.008061,0.000010,280,,,15 324.2406,-,51 676.0629,5f6d(3P°)7s,4P°,1/2,5f6d(<sup>1</sup>P°)7p,,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
275.157312,0.000015,275.157307,0.000007,270,,,15 349.88002,-,51 681.9860,5f6d(3G°)7s,4G°,11/2,5f<sup>2</sup>6d+5f6d7p,,9/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
275.175349,0.000023,275.175307,0.000012,120,,,15 324.2406,-,51 653.9702,5f6d(3P°)7s,4P°,1/2,5f<sup>2</sup>(<sup>3</sup>P)6d,,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
275.216655,0.000005,275.216651,0.000004,2800,,,1 521.89632,-,37 846.1686,6d2(3F)7s,4F,5/2,6d<sup>2</sup>(<sup>3</sup>P)7p,°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
275.595550,0.000012,275.595554,0.000011,430,,,16 033.14845,-,52 307.4829,5f6d(3D°)7s,°,5/2,5f6d7p,,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=5951&amp;comment_code=&amp;element=Th&amp;spectr_charge=2&amp;ref=5951&amp;type=
