Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
55.1328,55.13329+,1,,,0.00,-,181 378.63,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)8s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
55.9315,55.93283+,3,,,0.00,-,178 785.88,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
56.0792,56.07937+,1,,,0.00,-,178 318.69,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)5d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
56.1932,56.19396+,1,,,0.00,-,177 955.08,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
56.2792,56.28029+,1,,,0.00,-,177 682.11,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
57.0013,57.00238+,6,,,0.00,-,175 431.28,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)6d,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
57.5907,57.59099+,2,,,0.00,-,173 638.28,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
57.6653,57.66488+,1,,,5 370.10,-,178 785.88,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
57.6998,57.70076+,0,,,0.00,-,173 307.95,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
57.9101,57.90960+,0,,,5 370.10,-,178 053.05,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
57.9414,57.94247+,1,,,5 370.10,-,177 955.08,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
58.0345,58.03426+,0,,,5 370.10,-,177 682.11,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
58.1219,58.12260+,1,,,0.00,-,172 050.11,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)6s,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
58.1500,58.15007+,3,,,0.00,-,171 968.85,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)6s,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
58.5688,58.56888+,2,,,5 370.10,-,176 109.24,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)5d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
58.6269,58.62717+,1,,,0.00,-,170 569.38,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
58.9265,58.92643+,5,,,0.00,-,169 703.13,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.4286,59.42894+,1,,,5 370.10,-,173 638.28,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)7s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.5539,59.55524+,8bl,,,0.00,-,167 911.34,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.6956,59.69538+,4,,,0.00,-,167 517.16,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4P,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.8643,59.86397+,1,,,0.00,-,167 045.38,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.8805,59.88035+,5,,,0.00,-,166 999.69,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.8978,59.89761+,4,,,0.00,-,166 951.56,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
59.9954,59.99520+,5bl,,,5 370.10,-,172 050.11,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)6s,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
60.5331,60.53295+,5,,,5 370.10,-,170 569.38,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
60.5547,60.55461+,5,,,0.00,-,165 140.18,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4F,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
60.5782,60.57830+,3,,,0.00,-,165 075.60,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4F,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
60.8134,60.81340+,6,,,0.00,-,164 437.45,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.3374,61.33769+,5,,,0.00,-,163 031.91,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)6s,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.5138,61.51408+,5,,,0.00,-,162 564.41,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4D,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.5227,61.52285+,5,,,5 370.10,-,167 911.34,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.7065,61.70657+,8,,,0.00,-,162 057.31,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.7758,61.77583+,6,,,0.00,-,161 875.62,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)6s,4P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.8048,61.80463+,6,,,0.00,-,161 800.17,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)6s,2P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.8511,61.85237+,6,,,5 370.10,-,167 045.38,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.8882,61.88829+,6,,,5 370.10,-,166 951.56,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.9385,61.93864+,6,,,0.00,-,161 450.10,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
61.9548,61.95496+,5,,,0.00,-,161 407.57,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>S)4d,2D,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
62.1074,62.10724+,8,,,0.00,-,161 011.83,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>S)4d,2D,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
62.1911,62.19102+,7,,,0.00,-,160 794.93,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>1</sup>D)4d,2S,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
62.5901,62.58994+,5,,,5 370.10,-,165 140.18,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)5d,4F,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
63.3380,63.33778+,7,,,0.00,-,157 883.65,4s24p5,2P°,3/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)6s,4P,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
63.4272,63.42690+,6,,,5 370.10,-,163 031.91,4s24p5,2P°,1/2,4s<sup>2</sup>4p<sup>4</sup>(<sup>3</sup>P)6s,2P,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=353&amp;comment_code=&amp;element=Kr&amp;spectr_charge=2&amp;ref=353&amp;type=
