obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
43.6251,,,229226,a,,,,,,,,,,,1,1,,,L6851,
43.6424,,,229135,a,,,,,,,,,,,1,1,,,L6851,
43.6626,,,229029,a,,,,,,,,,,,1,1,,,L6851,
43.6901,,,228885,"a,w",,,,,,,,,,,1,1,,,L6851,
43.7230,,,228713,"a,w",,,,,,,,,,,1,1,,,L6851,
43.7645,,,228496,"a,w",,,,,,,,,,,1,1,,,L6851,
43.7880,,,228373,a,,,,,,,,,,,1,1,,,L6851,
44.8920,,,222757,"a,w",,,,,,,,,,,1,1,,,L6851,
45.0074,,,222186,"a,w",,,,,,,,,,,1,1,,,L6851,
45.1493,,,221487,a,,,,,,,,,,,1,1,,,L6851,
45.1798,,,221338,a,,,,,,,,,,,1,1,,,L6851,
45.2631,,,220931,"a,w",,,,,,,,,,,1,1,,,L6851,
45.3085,,,220709,a,,,,,,,,,,,1,1,,,L6851,
45.3208,,,220649,a,,,,,,,,,,,1,1,,,L6851,
45.3311,,,220599,a,,,,,,,,,,,1,1,,,L6851,
45.3467,,,220523,a,,,,,,,,,,,1,1,,,L6851,
45.3667,,,220426,a,,,,,,,,,,,1,1,,,L6851,
45.4033,,,220248,a,,,,,,,,,,,1,1,,,L6851,
45.4518,,,220013,a,,,,,,,,,,,1,1,,,L6851,
45.4548,,,219999,a,,,,,,,,,,,1,1,,,L6851,
45.5097,,,219733,"a,w",,,,,,,,,,,1,1,,,L6851,
45.5503,,,219538,"a,w",,,,,,,,,,,1,1,,,L6851,
45.5629,,,219477,a,,,,,,,,,,,1,1,,,L6851,
45.8586,,,218062,a,,,,,,,,,,,1,1,,,L6851,
45.8613,,,218049,a,,,,,,,,,,,1,1,,,L6851,
45.8646,,,218033,a,,,,,,,,,,,1,1,,,L6851,
45.8683,,,218015,a,,,,,,,,,,,1,1,,,L6851,
45.8719,,,217998,a,,,,,,,,,,,1,1,,,L6851,
45.8766,,,217976,a,,,,,,,,,,,1,1,,,L6851,
45.8816,,,217952,a,,,,,,,,,,,1,1,,,L6851,
45.8875,,,217924,a,,,,,,,,,,,1,1,,,L6851,
45.8945,,,217891,a,,,,,,,,,,,1,1,,,L6851,
45.9029,,,217851,a,,,,,,,,,,,1,1,,,L6851,
45.9128,,,217804,a,,,,,,,,,,,1,1,,,L6851,
45.9251,,,217746,a,,,,,,,,,,,1,1,,,L6851,
45.9401,,,217675,a,,,,,,,,,,,1,1,,,L6851,
45.9581,,,217590,a,,,,,,,,,,,1,1,,,L6851,
45.9800,,,217486,a,,,,,,,,,,,1,1,,,L6851,
46.0079,,,217354,a,,,,,,,,,,,1,1,,,L6851,
46.0365,,,217219,"a,d",,,,,,,,,,,1,1,,,L6851,
46.0568,,,217123,"a,w",,,,,,,,,,,1,1,,,L6851,
46.1030,,,216906,a,,,,,,,,,,,1,1,,,L6851,
46.1765,,,216560,a,,,,,,,,,,,1,1,,,L6851,
46.2763,,,216093,a,,,,,,,,,,,1,1,,,L6851,
46.4441,,,215313,"a,w",,,,,,,,,,,1,1,,,L6851,
46.6246,,,214479,a,,,,,,,,,,,1,1,,,L6851,
46.6695,,,214273,a,,,,,,,,,,,1,1,,,L6851,
46.7160,46.7161,0.0007,214059,"a,w",,,0.0000,214059,3p6.4s,2S,1/2,3p5.3d.(1P*).5s,2P*,"1/2,3/2",2,6,,,L6851,
46.7416,,,213942,a,,,,,,,,,,,1,1,,,L6851,
46.8420,,,213484,a,,,,,,,,,,,1,1,,,L6851,
46.8666,,,213372,a,,,,,,,,,,,1,1,,,L6851,
46.8729,,,213343,a,,,,,,,,,,,1,1,,,L6851,
46.9028,,,213207,a,,,,,,,,,,,1,1,,,L6851,
46.9875,,,212823,a,,,,,,,,,,,1,1,,,L6851,
46.9988,,,212771,a,,,,,,,,,,,1,1,,,L6851,
47.0244,,,212656,a,,,,,,,,,,,1,1,,,L6851,
47.0590,,,212499,a,,,,,,,,,,,1,1,,,L6851,
47.1105,,,212267,a,,,,,,,,,,,1,1,,,L6851,
47.1669,,,212013,"a,w",,,,,,,,,,,1,1,,,L6851,
47.2145,,,211799,"a,w",,,,,,,,,,,1,1,,,L6851,
47.2271,,,211743,"a,w",,,,,,,,,,,1,1,,,L6851,
47.2955,,,211437,"a,w",,,,,,,,,,,1,1,,,L6851,
47.3533,,,211179,"a,w",,,,,,,,,,,1,1,,,L6851,
47.4460,,,210766,"a,w",,,,,,,,,,,1,1,,,L6851,
47.5540,,,210287,"a,w",,,,,,,,,,,1,1,,,L6851,
47.5988,,,210089,"a,w",,,,,,,,,,,1,1,,,L6851,
47.6603,,,209818,"a,w",,,,,,,,,,,1,1,,,L6851,
48.3941,,,206637,"a,w",,,,,,,,,,,1,1,,,L6851,
48.8166,,,204848,a,,,,,,,,,,,1,1,,,L6851,
48.8209,,,204830,a,,,,,,,,,,,1,1,,,L6851,
48.8255,,,204811,a,,,,,,,,,,,1,1,,,L6851,
48.8312,,,204787,a,,,,,,,,,,,1,1,,,L6851,
48.8335,,,204777,a,,,,,,,,,,,1,1,,,L6851,
48.8378,,,204759,a,,,,,,,,,,,1,1,,,L6851,
48.8451,,,204729,a,,,,,,,,,,,1,1,,,L6851,
48.8574,,,204677,"a,w",,,,,,,,,,,1,1,,,L6851,
48.8677,,,204634,"a,w",,,,,,,,,,,1,1,,,L6851,
48.8819,,,204575,"a,w",,,,,,,,,,,1,1,,,L6851,
48.9208,,,204412,"a,w",,,,,,,,,,,1,1,,,L6851,
48.9433,,,204318,"a,w",,,,,,,,,,,1,1,,,L6851,
49.2303,,,203127,"a,w",,,,,,,,,,,1,1,,,L6851,
49.3166,,,202771,"a,w",,,,,,,,,,,1,1,,,L6851,
49.6632,49.6633,0.0007,201356,a*,,,0.0000,201356,3p6.4s,2S,1/2,3p5.4s.(1P*).33s,2P*,"1/2,3/2",2,6,,,L6851,
49.6632,49.6633,0.0007,201356,a*,,,0.0000,201356,3p6.4s,2S,1/2,3p5.4s.(1P*).32d,2P*,"1/2,3/2",2,6,,,L6851,
49.6659,49.6657,0.0007,201345,a*,,,0.0000,201346,3p6.4s,2S,1/2,3p5.4s.(1P*).32s,2P*,"1/2,3/2",2,6,,,L6851,
49.6659,49.6657,0.0007,201345,a*,,,0.0000,201346,3p6.4s,2S,1/2,3p5.4s.(1P*).31d,2P*,"1/2,3/2",2,6,,,L6851,
49.6682,49.6682,0.0007,201336,a*,,,0.0000,201336,3p6.4s,2S,1/2,3p5.4s.(1P*).31s,2P*,"1/2,3/2",2,6,,,L6851,
49.6682,49.6682,0.0007,201336,a*,,,0.0000,201336,3p6.4s,2S,1/2,3p5.4s.(1P*).30d,2P*,"1/2,3/2",2,6,,,L6851,
49.6712,49.6712,0.0007,201324,a*,,,0.0000,201324,3p6.4s,2S,1/2,3p5.4s.(1P*).30s,2P*,"1/2,3/2",2,6,,,L6851,
49.6712,49.6712,0.0007,201324,a*,,,0.0000,201324,3p6.4s,2S,1/2,3p5.4s.(1P*).29d,2P*,"1/2,3/2",2,6,,,L6851,
49.6738,49.6739,0.0007,201313,a*,,,0.0000,201313,3p6.4s,2S,1/2,3p5.4s.(1P*).29s,2P*,"1/2,3/2",2,6,,,L6851,
49.6738,49.6739,0.0007,201313,a*,,,0.0000,201313,3p6.4s,2S,1/2,3p5.4s.(1P*).28d,2P*,"1/2,3/2",2,6,,,L6851,
49.6768,49.6769,0.0007,201301,a,,,0.0000,201301,3p6.4s,2S,1/2,3p5.4s.(1P*).28s,2P*,"1/2,3/2",2,6,,,L6851,
49.6805,49.6806,0.0007,201286,a*,,,0.0000,201286,3p6.4s,2S,1/2,3p5.4s.(1P*).26d,2P*,"1/2,3/2",2,6,,,L6851,
49.6805,49.6806,0.0007,201286,a*,,,0.0000,201286,3p6.4s,2S,1/2,3p5.4s.(1P*).27s,2P*,"1/2,3/2",2,6,,,L6851,
49.6845,49.6845,0.0007,201270,a*,,,0.0000,201270,3p6.4s,2S,1/2,3p5.4s.(1P*).25d,2P*,"1/2,3/2",2,6,,,L6851,
49.6845,49.6845,0.0007,201270,a*,,,0.0000,201270,3p6.4s,2S,1/2,3p5.4s.(1P*).26s,2P*,"1/2,3/2",2,6,,,L6851,
49.6888,49.6887,0.0007,201253,a*,,,0.0000,201253,3p6.4s,2S,1/2,3p5.4s.(1P*).24d,2P*,"1/2,3/2",2,6,,,L6851,
49.6888,49.6887,0.0007,201253,a*,,,0.0000,201253,3p6.4s,2S,1/2,3p5.4s.(1P*).25s,2P*,"1/2,3/2",2,6,,,L6851,
49.6941,49.6941,0.0007,201231,a*,,,0.0000,201231,3p6.4s,2S,1/2,3p5.4s.(1P*).23d,2P*,"1/2,3/2",2,6,,,L6851,
49.6941,49.6941,0.0007,201231,a*,,,0.0000,201231,3p6.4s,2S,1/2,3p5.4s.(1P*).24s,2P*,"1/2,3/2",2,6,,,L6851,
49.6997,49.6998,0.0007,201208,a*,,,0.0000,201208,3p6.4s,2S,1/2,3p5.4s.(1P*).22d,2P*,"1/2,3/2",2,6,,,L6851,
49.6997,49.6998,0.0007,201208,a*,,,0.0000,201208,3p6.4s,2S,1/2,3p5.4s.(1P*).23s,2P*,"1/2,3/2",2,6,,,L6851,
49.7067,49.7067,0.0007,201180,a*,,,0.0000,201180,3p6.4s,2S,1/2,3p5.4s.(1P*).21d,2P*,"1/2,3/2",2,6,,,L6851,
49.7067,49.7067,0.0007,201180,a*,,,0.0000,201180,3p6.4s,2S,1/2,3p5.4s.(1P*).22s,2P*,"1/2,3/2",2,6,,,L6851,
49.7143,49.7144,0.0007,201149,a*,,,0.0000,201149,3p6.4s,2S,1/2,3p5.4s.(1P*).21s,2P*,"1/2,3/2",2,6,,,L6851,
49.7143,49.7144,0.0007,201149,a*,,,0.0000,201149,3p6.4s,2S,1/2,3p5.4s.(1P*).20d,2P*,"1/2,3/2",2,6,,,L6851,
49.7236,49.7235,0.0007,201112,a*,,,0.0000,201112,3p6.4s,2S,1/2,3p5.4s.(1P*).20s,2P*,"1/2,3/2",2,6,,,L6851,
49.7236,49.7235,0.0007,201112,a*,,,0.0000,201112,3p6.4s,2S,1/2,3p5.4s.(1P*).19d,2P*,"1/2,3/2",2,6,,,L6851,
49.7345,49.7344,0.0007,201068,a*,,,0.0000,201068,3p6.4s,2S,1/2,3p5.4s.(1P*).19s,2P*,"1/2,3/2",2,6,,,L6851,
49.7345,49.7344,0.0007,201068,a*,,,0.0000,201068,3p6.4s,2S,1/2,3p5.4s.(1P*).18d,2P*,"1/2,3/2",2,6,,,L6851,
49.7478,49.7478,0.0007,201014,a*,,,0.0000,201014,3p6.4s,2S,1/2,3p5.4s.(1P*).18s,2P*,"1/2,3/2",2,6,,,L6851,
49.7478,49.7478,0.0007,201014,a*,,,0.0000,201014,3p6.4s,2S,1/2,3p5.4s.(1P*).17d,2P*,"1/2,3/2",2,6,,,L6851,
49.7630,49.7631,0.0007,200953,a*,,,0.0000,200952,3p6.4s,2S,1/2,3p5.4s.(1P*).17s,2P*,"1/2,3/2",2,6,,,L6851,
49.7630,49.7631,0.0007,200953,a*,,,0.0000,200952,3p6.4s,2S,1/2,3p5.4s.(1P*).16d,2P*,"1/2,3/2",2,6,,,L6851,
49.7823,49.7822,0.0007,200875,a*,,,0.0000,200875,3p6.4s,2S,1/2,3p5.4s.(1P*).16s,2P*,"1/2,3/2",2,6,,,L6851,
49.7823,49.7822,0.0007,200875,a*,,,0.0000,200875,3p6.4s,2S,1/2,3p5.4s.(1P*).15d,2P*,"1/2,3/2",2,6,,,L6851,
49.8068,,,200776,a,,,,,,,,,,,1,1,,,L6851,
49.8075,49.8075,0.0012,200773,a*,,,0.0000,200773,3p6.4s,2S,1/2,3p5.4s.(1P*).15s,2P*,"1/2,3/2",2,6,,,L6851,
49.8075,49.8075,0.0012,200773,a*,,,0.0000,200773,3p6.4s,2S,1/2,3p5.4s.(1P*).14d,2P*,"1/2,3/2",2,6,,,L6851,
49.8088,,,200768,a,,,,,,,,,,,1,1,,,L6851,
49.836,49.836,0.012,200660,"a,w*",,,0.0000,200660,3p6.4s,2S,1/2,3p5.4s.(1P*).14s,2P*,"1/2,3/2",2,6,,,L6851,
49.836,49.836,0.012,200660,"a,w*",,,0.0000,200660,3p6.4s,2S,1/2,3p5.4s.(1P*).13d,2P*,"1/2,3/2",2,6,,,L6851,
49.8373,,,200653,a,,,,,,,,,,,1,1,,,L6851,
49.8403,,,200641,a,,,,,,,,,,,1,1,,,L6851,
49.877,49.878,0.012,200490,"a,w*",,,0.0000,200490,3p6.4s,2S,1/2,3p5.4s.(1P*).13s,2P*,"1/2,3/2",2,6,,,L6851,
49.877,49.878,0.012,200490,"a,w*",,,0.0000,200490,3p6.4s,2S,1/2,3p5.4s.(1P*).12d,2P*,"1/2,3/2",2,6,,,L6851,
49.8778,,,200490,a,,,,,,,,,,,1,1,,,L6851,
49.9309,,,200277,a,,,,,,,,,,,1,1,,,L6851,
49.933,49.933,0.012,200270,"a,w*",,,0.0000,200270,3p6.4s,2S,1/2,3p5.4s.(1P*).11d,2P*,"1/2,3/2",2,6,,,L6851,
49.933,49.933,0.012,200270,"a,w*",,,0.0000,200270,3p6.4s,2S,1/2,3p5.4s.(1P*).12s,2P*,"1/2,3/2",2,6,,,L6851,
49.9362,,,200256,a,,,,,,,,,,,1,1,,,L6851,
49.9915,,,200034,a,,,,,,,,,,,1,1,,,L6851,
49.9945,,,200022,a,,,,,,,,,,,1,1,,,L6851,
49.9968,,,200013,a,,,,,,,,,,,1,1,,,L6851,
49.9995,,,200002,a,,,,,,,,,,,1,1,,,L6851,
50.005,50.005,0.013,199980,"a,w*",,,0.0000,199980,3p6.4s,2S,1/2,3p5.4s.(1P*).10d,2P*,"1/2,3/2",2,6,,,L6851,
50.005,50.005,0.013,199980,"a,w*",,,0.0000,199980,3p6.4s,2S,1/2,3p5.4s.(1P*).11s,2P*,"1/2,3/2",2,6,,,L6851,
50.0091,,,199964,a,,,,,,,,,,,1,1,,,L6851,
50.0134,,,199946,a,,,,,,,,,,,1,1,,,L6851,
50.0177,,,199929,a,,,,,,,,,,,1,1,,,L6851,
50.0224,,,199910,a,,,,,,,,,,,1,1,,,L6851,
50.0287,,,199885,a,,,,,,,,,,,1,1,,,L6851,
50.0356,,,199858,a,,,,,,,,,,,1,1,,,L6851,
50.0519,,,199793,a,,,,,,,,,,,1,1,,,L6851,
50.0628,,,199749,"a,d",,,,,,,,,,,1,1,,,L6851,
50.0747,,,199702,a,,,,,,,,,,,1,1,,,L6851,
50.0844,,,199663,a,,,,,,,,,,,1,1,,,L6851,
50.0867,,,199654,a,,,,,,,,,,,1,1,,,L6851,
50.0903,,,199639,a,,,,,,,,,,,1,1,,,L6851,
50.0936,,,199626,a,,,,,,,,,,,1,1,,,L6851,
50.1033,,,199588,a,,,,,,,,,,,1,1,,,L6851,
50.1086,50.1085,0.0008,199567,a,,,0.0000,199567,3p6.4s,2S,1/2,3p5.4s.(1P*).10s,2P*,"1/2,3/2",2,6,,,L6851,
50.113,,,199550,"a,w",,,,,,,,,,,1,1,,,L6851,
50.1248,,,199502,"a,d",,,,,,,,,,,1,1,,,L6851,
50.1324,,,199472,"a,d",,,,,,,,,,,1,1,,,L6851,
50.1387,,,199447,"a,d",,,,,,,,,,,1,1,,,L6851,
50.1487,,,199407,"a,d",,,,,,,,,,,1,1,,,L6851,
50.1606,,,199360,a,,,,,,,,,,,1,1,,,L6851,
50.1629,,,199351,a,,,,,,,,,,,1,1,,,L6851,
50.1663,,,199337,a,,,,,,,,,,,1,1,,,L6851,
50.1696,,,199324,a,,,,,,,,,,,1,1,,,L6851,
50.1729,,,199311,a,,,,,,,,,,,1,1,,,L6851,
50.1769,,,199295,a,,,,,,,,,,,1,1,,,L6851,
50.1838,,,199267,a,,,,,,,,,,,1,1,,,L6851,
50.1908,,,199240,a,,,,,,,,,,,1,1,,,L6851,
50.1968,,,199216,a,,,,,,,,,,,1,1,,,L6851,
50.2034,,,199190,a,,,,,,,,,,,1,1,,,L6851,
50.2170,,,199136,a,,,,,,,,,,,1,1,,,L6851,
50.2236,,,199110,a,,,,,,,,,,,1,1,,,L6851,
50.2382,,,199052,a,,,,,,,,,,,1,1,,,L6851,
50.2409,,,199041,a,,,,,,,,,,,1,1,,,L6851,
50.2435,,,199031,a,,,,,,,,,,,1,1,,,L6851,
50.2534,,,198992,a,,,,,,,,,,,1,1,,,L6851,
50.2611,,,198961,a,,,,,,,,,,,1,1,,,L6851,
50.2660,,,198942,a,,,,,,,,,,,1,1,,,L6851,
50.27,50.28,0.04,198900,"a,w*",,,0.0000,198900,3p6.4s,2S,1/2,3p5.4s.(1P*).8d,2P*?,"1/2,3/2",2,6,,,L6851,
50.27,50.28,0.04,198900,"a,w*",,,0.0000,198900,3p6.4s,2S,1/2,3p5.4s.(1P*).9s,2P*?,"1/2,3/2",2,6,,,L6851,
50.2849,,,198867,a,,,,,,,,,,,1,1,,,L6851,
50.2946,,,198829,a,,,,,,,,,,,1,1,,,L6851,
50.3028,,,198796,a,,,,,,,,,,,1,1,,,L6851,
50.3121,,,198759,a,,,,,,,,,,,1,1,,,L6851,
50.3304,,,198687,a,,,,,,,,,,,1,1,,,L6851,
50.3725,,,198521,a,,,,,,,,,,,1,1,,,L6851,
50.4116,,,198367,a,,,,,,,,,,,1,1,,,L6851,
50.4288,,,198299,a,,,,,,,,,,,1,1,,,L6851,
50.4311,,,198290,a,,,,,,,,,,,1,1,,,L6851,
50.4341,,,198279,"a,d",,,,,,,,,,,1,1,,,L6851,
50.4374,,,198266,a,,,,,,,,,,,1,1,,,L6851,
50.4414,,,198250,a,,,,,,,,,,,1,1,,,L6851,
50.4444,,,198238,a,,,,,,,,,,,1,1,,,L6851,
50.4500,,,198216,a,,,,,,,,,,,1,1,,,L6851,
50.4557,,,198194,a,,,,,,,,,,,1,1,,,L6851,
50.4646,,,198159,a,,,,,,,,,,,1,1,,,L6851,
50.4686,,,198143,a,,,,,,,,,,,1,1,,,L6851,
50.4819,,,198091,a,,,,,,,,,,,1,1,,,L6851,
50.4845,,,198081,a,,,,,,,,,,,1,1,,,L6851,
50.4885,,,198065,a,,,,,,,,,,,1,1,,,L6851,
50.4921,50.4920,0.0008,198051,a,,,0.0000,198051,3p6.4s,2S,1/2,3p5.4s.(1P*).7d,2P*,"1/2,3/2",2,6,,,L6851,
50.4961,,,198035,a,,,,,,,,,,,1,1,,,L6851,
50.5004,,,198018,a,,,,,,,,,,,1,1,,,L6851,
50.5054,,,197999,a,,,,,,,,,,,1,1,,,L6851,
50.5110,,,197977,a,,,,,,,,,,,1,1,,,L6851,
50.5173,50.5173,0.0008,197952,a,,,0.0000,197952,3p6.4s,2S,1/2,3p5.4s.(1P*).8s,2P*,3/2,2,4,,,L6851,
50.5233,,,197928,a,,,,,,,,,,,1,1,,,L6851,
50.5336,50.5336,0.0008,197888,a,,,0.0000,197888,3p6.4s,2S,1/2,3p5.4s.(1P*).8s,2P*,1/2,2,2,,,L6851,
50.5425,,,197853,a,,,,,,,,,,,1,1,,,L6851,
50.5485,,,197830,a,,,,,,,,,,,1,1,,,L6851,
50.5548,,,197805,a,,,,,,,,,,,1,1,,,L6851,
50.5680,,,197754,a,,,,,,,,,,,1,1,,,L6851,
50.5763,,,197721,a,,,,,,,,,,,1,1,,,L6851,
50.5846,,,197689,a,,,,,,,,,,,1,1,,,L6851,
50.5906,,,197665,a,,,,,,,,,,,1,1,,,L6851,
50.5962,,,197643,a,,,,,,,,,,,1,1,,,L6851,
50.6025,,,197619,a,,,,,,,,,,,1,1,,,L6851,
50.6161,,,197566,a,,,,,,,,,,,1,1,,,L6851,
50.6360,,,197488,a,,,,,,,,,,,1,1,,,L6851,
50.6429,,,197461,a,,,,,,,,,,,1,1,,,L6851,
50.6489,,,197438,a,,,,,,,,,,,1,1,,,L6851,
50.6737,,,197341,a,,,,,,,,,,,1,1,,,L6851,
50.6883,,,197284,a,,,,,,,,,,,1,1,,,L6851,
50.7059,,,197216,a,,,,,,,,,,,1,1,,,L6851,
50.7231,,,197149,a,,,,,,,,,,,1,1,,,L6851,
50.7321,,,197114,a,,,,,,,,,,,1,1,,,L6851,
50.7347,,,197104,a,,,,,,,,,,,1,1,,,L6851,
50.7470,,,197056,a,,,,,,,,,,,1,1,,,L6851,
50.7566,,,197019,a,,,,,,,,,,,1,1,,,L6851,
50.7619,,,196998,a,,,,,,,,,,,1,1,,,L6851,
50.7682,,,196974,a,,,,,,,,,,,1,1,,,L6851,
50.7824,,,196919,a,,,,,,,,,,,1,1,,,L6851,
50.7854,,,196907,a,,,,,,,,,,,1,1,,,L6851,
50.8000,,,196850,a,,,,,,,,,,,1,1,,,L6851,
50.8050,50.8050,0.0008,196831,a,,,0.0000,196831,3p6.4s,2S,1/2,3p5.4s.(1P*).6d,2D*,3/2,2,4,,,L6851,
50.8139,,,196797,a,,,,,,,,,,,1,1,,,L6851,
50.8219,,,196766,a,,,,,,,,,,,1,1,,,L6851,
50.8318,50.8319,0.0008,196727,a,,,0.0000,196727,3p6.4s,2S,1/2,3p5.4s.(1P*).6d,2P*,1/2,2,2,,,L6851,
50.8457,,,196673,a,,,,,,,,,,,1,1,,,L6851,
50.8507,,,196654,a,,,,,,,,,,,1,1,,,L6851,
50.8557,,,196635,a,,,,,,,,,,,1,1,,,L6851,
50.8623,,,196609,a,,,,,,,,,,,1,1,,,L6851,
50.8669,,,196591,a,,,,,,,,,,,1,1,,,L6851,
50.8762,,,196556,a,,,,,,,,,,,1,1,,,L6851,
50.8825,,,196531,a,,,,,,,,,,,1,1,,,L6851,
50.8908,,,196499,a,,,,,,,,,,,1,1,,,L6851,
50.8954,,,196481,a,,,,,,,,,,,1,1,,,L6851,
50.9017,,,196457,a,,,,,,,,,,,1,1,,,L6851,
50.9087,,,196430,a,,,,,,,,,,,1,1,,,L6851,
50.9163,,,196401,a,,,,,,,,,,,1,1,,,L6851,
50.9266,50.9266,0.0008,196361,a,,,0.0000,196361,3p6.4s,2S,1/2,3p5.4s.(1P*).6d,2P*,3/2,2,4,,,L6851,
50.9316,,,196342,a,,,,,,,,,,,1,1,,,L6851,
50.9379,50.9378,0.0008,196317,a,,,0.0000,196318,3p6.4s,2S,1/2,3p5.4s.(1P*).7s,2P*,"1/2,3/2",2,6,,,L6851,
50.9514,,,196265,a,,,,,,,,,,,1,1,,,L6851,
50.9564,,,196246,a,,,,,,,,,,,1,1,,,L6851,
50.9720,,,196186,a,,,,,,,,,,,1,1,,,L6851,
50.9793,,,196158,a,,,,,,,,,,,1,1,,,L6851,
50.9859,,,196133,a,,,,,,,,,,,1,1,,,L6851,
50.9892,,,196120,a,,,,,,,,,,,1,1,,,L6851,
51.0025,,,196069,a,,,,,,,,,,,1,1,,,L6851,
51.0055,,,196057,a,,,,,,,,,,,1,1,,,L6851,
51.0151,,,196020,a,,,,,,,,,,,1,1,,,L6851,
51.0233,,,195989,a,,,,,,,,,,,1,1,,,L6851,
51.0429,,,195914,a,,,,,,,,,,,1,1,,,L6851,
51.0598,,,195849,a,,,,,,,,,,,1,1,,,L6851,
51.0671,,,195821,a,,,,,,,,,,,1,1,,,L6851,
51.0810,,,195768,a,,,,,,,,,,,1,1,,,L6851,
51.0913,,,195728,a,,,,,,,,,,,1,1,,,L6851,
51.1118,,,195650,a,,,,,,,,,,,1,1,,,L6851,
51.1184,,,195624,a,,,,,,,,,,,1,1,,,L6851,
51.1509,,,195500,a,,,,,,,,,,,1,1,,,L6851,
51.1837,,,195375,a,,,,,,,,,,,1,1,,,L6851,
51.1874,,,195361,a,,,,,,,,,,,1,1,,,L6851,
51.1933,,,195338,a,,,,,,,,,,,1,1,,,L6851,
51.1999,,,195313,a,,,,,,,,,,,1,1,,,L6851,
51.2125,,,195265,a,,,,,,,,,,,1,1,,,L6851,
51.2205,,,195234,a,,,,,,,,,,,1,1,,,L6851,
51.2410,,,195156,a,,,,,,,,,,,1,1,,,L6851,
51.2715,,,195040,a,,,,,,,,,,,1,1,,,L6851,
51.2874,,,194980,a,,,,,,,,,,,1,1,,,L6851,
51.3050,,,194913,a,,,,,,,,,,,1,1,,,L6851,
51.3099,,,194894,a,,,,,,,,,,,1,1,,,L6851,
51.3401,,,194780,a,,,,,,,,,,,1,1,,,L6851,
51.3503,,,194741,a,,,,,,,,,,,1,1,,,L6851,
51.3580,,,194712,a,,,,,,,,,,,1,1,,,L6851,
51.3695,,,194668,a,,,,,,,,,,,1,1,,,L6851,
51.3911,,,194586,a,,,,,,,,,,,1,1,,,L6851,
51.4013,,,194548,a,,,,,,,,,,,1,1,,,L6851,
51.4100,,,194515,a,,,,,,,,,,,1,1,,,L6851,
