obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
32.02926,0.00010,32.02925,0.00012,312214.5,10*,,,[169086.84033581],481301.5,1s.2p,3P*,1,2p2,3P,"0,1,2",3,9,,,L1341,
32.02926,0.00010,32.02935,0.00012,312214.5,10*,,,[169087.82825101],481301.5,1s.2p,3P*,0,2p2,3P,"0,1,2",1,9,,,L1341,
32.02926,0.00010,32.02924,0.00012,312214.5,10*,,,[169086.76391031],481301.5,1s.2p,3P*,2,2p2,3P,"0,1,2",5,9,,,L1341,
50.561,0.006,50.5500354,0.0000003,197781,2,,,[0.0000],[197823.798226967],1s2,1S,0,1s.15p,1P*,1,1,3,,,L14923,
50.575,0.006,50.5684333,0.0000003,197726,3,,,[0.0000],[197751.825621340],1s2,1S,0,1s.14p,1P*,1,1,3,,,L14923,
50.590,0.006,50.5912527,0.0000003,197668,4,,,[0.0000],[197662.628889776],1s2,1S,0,1s.13p,1P*,1,1,3,,,L14923,
50.631,0.006,50.6200349,0.0000003,197507,5,,,[0.0000],[197550.239243971],1s2,1S,0,1s.12p,1P*,1,1,3,,,L14923,
50.656,0.002,50.6570577,0.0000003,197410,7,,,[0.0000],[197405.859192068],1s2,1S,0,1s.11p,1P*,1,1,3,,,L14922,
50.708,0.002,50.7058027,0.0000003,197208,10,1.5929e+07,AAA,[0.0000],[197216.086955998],1s2,1S,0,1s.10p,1P*,1,1,3,,T8636c73,L14922,
50.771,0.002,50.7718102,0.0000003,196963,15,2.1826e+07,AAA,[0.0000],[196959.69020989],1s2,1S,0,1s.9p,1P*,1,1,3,,T8636c73,L14922,
50.863,0.002,50.8643383,0.0000003,196607,20,3.1031e+07,AAA,[0.0000],[196601.39764087],1s2,1S,0,1s.8p,1P*,1,1,3,,T8636c73,L14922,
50.997,0.002,50.9998300,0.0000003,196090,25,4.6224e+07,AAA,[0.0000],[196079.08496364],1s2,1S,0,1s.7p,1P*,1,1,3,,T8636c73,L14922,
,,51.0132995,0.0000003,196027.3124,,1.07e-02,C,[0.0000],[196027.3124205],1s2,1S,0,1s.7p,3P*,2,1,5,M2,T5612,,
51.207,0.002,51.2098570,0.0000003,195286,35,7.3174e+07,AAA,[0.0000],[195274.90585994],1s2,1S,0,1s.6p,1P*,1,1,3,,T8636c73,L14922,
