obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
170.4320,0.0002,170.431908,0.000006,58674.43,4,,,0.000,58674.459,3d6.4s2,a 5D,4,3d6.4s.(4D).5p,5P*,3,9,7,,,L11631c80,
170.4845,0.0003,170.484988,0.000009,58656.36,1bl,,,704.007,59360.198,3d6.4s2,a 5D,2,3d6.4s.(4D).5p,5P*,1,5,3,,,L11631c80,
170.9944,0.0002,170.994828,0.000006,58481.44,1,,,0.000,58481.301,3d6.4s2,a 5D,4,3d6.4s.(4D).5p,5F*,4,9,9,,,L11631c80,
171.0216,0.0002,171.021835,0.000009,58472.15,1,,,888.132,59360.198,3d6.4s2,a 5D,1,3d6.4s.(4D).5p,5P*,1,3,3,,,L11631c80,
171.2289,0.0002,171.229097,0.000007,58401.35,3,,,704.007,59105.296,3d6.4s2,a 5D,2,3d6.4s.(4D).5p,5P*,2,5,5,,,L11631c80,
171.2852,0.0002,171.285306,0.000009,58382.16,0,,,978.074,59360.198,3d6.4s2,a 5D,0,3d6.4s.(4D).5p,5P*,1,1,3,,,L11631c80,
171.6486,0.0002,171.648696,0.000007,58258.56,4,,,415.933,58674.459,3d6.4s2,a 5D,3,3d6.4s.(4D).5p,5P*,3,7,7,,,L11631c80,
171.7703,0.0002,171.770648,0.000007,58217.28,1,,,888.132,59105.296,3d6.4s2,a 5D,1,3d6.4s.(4D).5p,5P*,2,3,5,,,L11631c80,
171.8148,0.0002,171.815080,0.000007,58202.20,2,,,704.007,58906.116,3d6.4s2,a 5D,2,3d6.4s.(4D).5p,5F*,2,5,5,,,L11631c80,
171.9777,0.0002,171.977897,0.000006,58147.07,6,,,0.000,58147.007,3d6.4s2,a 5D,4,3d6.4s.(4D).5p,5F*,5,9,11,,,L11631c80,
