obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
622.1534,0.0002,622.15334,16073.207,,1.33e+06,,12237.409,28310.617,7p,2P*,1/2,10s,2S,1/2,2,2,,T6898,L12264,
624.351,0.002,624.3507,16016.64,,1.23e+03,,16229.87,32246.51,6d,2D,3/2,18p,2P*,3/2,4,4,,T6898,L12264,
624.697,0.002,624.6962,16007.77,,1.21e+04,,16229.87,32237.65,6d,2D,3/2,18p,2P*,1/2,4,2,,T6898,L12264,
626.474,0.002,626.4742,15962.35,,6.89e+03,,16429.64,32391.99,6d,2D,5/2,20p,2P*,3/2,6,4,,T6898,L12264,
628.286,0.002,628.2855,15916.33,,1.53e+03,,16229.87,32146.20,6d,2D,3/2,17p,2P*,3/2,4,4,,T6898,L12264,
628.727,0.002,628.7268,15905.16,,1.54e+04,,16229.87,32135.03,6d,2D,3/2,17p,2P*,1/2,4,2,,T6898,L12264,
629.044,0.002,629.0444,15897.14,,8.60e+03,,16429.64,32326.77,6d,2D,5/2,19p,2P*,3/2,6,4,,T6898,L12264,
632.237,0.002,632.2363,15816.86,,1.05e+04,,16429.64,32246.51,6d,2D,5/2,18p,2P*,3/2,6,4,,T6898,L12264,
633.1153,0.0003,633.1153,15794.911,,1.10e+06,,13923.998,29718.909,7p,2P*,3/2,11s,2S,1/2,4,2,,T6898,L12264,
633.365,0.002,633.3652,15788.68,,1.99e+03,,16229.87,32018.55,6d,2D,3/2,16p,2P*,3/2,4,4,,T6898,L12264,
633.941,0.002,633.9413,15774.33,,1.99e+04,,16229.87,32004.20,6d,2D,3/2,16p,2P*,1/2,4,2,,T6898,L12264,
636.272,0.002,636.2716,15716.55,,1.33e+04,,16429.64,32146.20,6d,2D,5/2,17p,2P*,3/2,6,4,,T6898,L12264,
640.091,0.002,640.0909,15622.78,,2.63e+03,,16229.87,31852.65,6d,2D,3/2,15p,2P*,3/2,4,4,,T6898,L12264,
640.866,0.002,640.8658,15603.88,,2.63e+04,,16229.87,31833.76,6d,2D,3/2,15p,2P*,1/2,4,2,,T6898,L12264,
641.481,0.002,641.4817,15588.92,,1.73e+04,,16429.64,32018.55,6d,2D,5/2,16p,2P*,3/2,6,4,,T6898,L12264,
648.382,0.002,648.3819,15423.00,,2.28e+04,,16429.64,31852.65,6d,2D,5/2,15p,2P*,3/2,6,4,,T6898,L12264,
648.6002,0.0003,648.6002,15417.819,,3.91e+06,,13923.998,29341.817,7p,2P*,3/2,9d,2D,5/2,4,6,,T6898,L12264,
649.282,0.002,649.2823,15401.62,,3.61e+03,,16229.87,31631.49,6d,2D,3/2,14p,2P*,3/2,4,4,,T6898,L12264,
649.6671,0.0003,649.6671,15392.500,,6.41e+05,,13923.998,29316.497,7p,2P*,3/2,9d,2D,3/2,4,4,,T6898,L12264,
650.361,0.002,650.3608,15376.08,,3.52e+04,,16229.87,31605.95,6d,2D,3/2,14p,2P*,1/2,4,2,,T6898,L12264,
650.9040,0.0003,650.9040,15363.249,,8.04e+06,,12237.409,27600.657,7p,2P*,1/2,8d,2D,3/2,2,4,,T6898,L12264,
657.815,0.002,657.815,15201.85,,3.06e+04,,16429.64,31631.49,6d,2D,5/2,14p,2P*,3/2,6,4,,T6898,L12264,
662.357,0.003,662.357,15097.60,,5.01e+03,,16229.87,31327.46,6d,2D,3/2,13p,2P*,3/2,4,4,,T6898,L12264,
663.929,0.003,663.929,15061.84,,5.00e+04,,16229.87,31291.72,6d,2D,3/2,13p,2P*,1/2,4,2,,T6898,L12264,
671.239,0.003,671.239,14897.82,,4.35e+04,,16429.64,31327.46,6d,2D,5/2,13p,2P*,3/2,6,4,,T6898,L12264,
681.975,0.003,681.975,14663.29,,7.49e+03,,16229.87,30893.16,6d,2D,3/2,12p,2P*,3/2,4,4,,T6898,L12264,
684.411,0.003,684.411,14611.11,,7.46e+04,,16229.87,30840.98,6d,2D,3/2,12p,2P*,1/2,4,2,,T6898,L12264,
691.395,0.003,691.395,14463.52,,6.50e+04,,16429.64,30893.16,6d,2D,5/2,12p,2P*,3/2,6,4,,T6898,L12264,
695.0904,0.0003,695.0903,14386.618,,1.90e+06,,13923.998,28310.617,7p,2P*,3/2,10s,2S,1/2,4,2,,T6898,L12264,
713.688,0.003,713.688,14011.73,,1.16e+04,,16229.87,30241.60,6d,2D,3/2,11p,2P*,3/2,4,4,,T6898,L12264,
717.814,0.003,717.813,13931.19,,1.15e+05,,16229.87,30161.07,6d,2D,3/2,11p,2P*,1/2,4,2,,T6898,L12264,
718.18450,0.00010,718.18453,13923.9987,,4.78e+07,,0.000,13923.998,7s,2S,1/2,7p,2P*,3/2,2,4,,T6898,L12264,
724.010,0.003,724.010,13811.96,,1.01e+05,,16429.64,30241.60,6d,2D,5/2,11p,2P*,3/2,6,4,,T6898,L12264,
728.7900,0.0004,728.7899,13721.375,,6.93e+06,,13923.998,27645.373,7p,2P*,3/2,8d,2D,5/2,4,6,,T6898,L12264,
731.1727,0.0004,731.1727,13676.659,,1.13e+06,,13923.998,27600.657,7p,2P*,3/2,8d,2D,3/2,4,4,,T6898,L12264,
744.403,0.004,744.4026,13433.58,,2.75e+06,,12237.409,25671.00,7p,2P*,1/2,9s,2S,1/2,2,2,,T6898,L12264,
771.116,0.004,771.116,12968.21,,1.99e+04,,16229.87,29198.09,6d,2D,3/2,10p,2P*,3/2,4,4,,T6898,L12264,
779.161,0.004,779.161,12834.31,,1.95e+05,,16229.87,29064.18,6d,2D,3/2,10p,2P*,1/2,4,2,,T6898,L12264,
783.180,0.004,783.180,12768.45,,1.72e+05,,16429.64,29198.09,6d,2D,5/2,10p,2P*,3/2,6,4,,T6898,L12264,
790.388,0.004,790.388,12652.01,,6.55e+03,,19739.98,32391.99,8s,2S,1/2,20p,2P*,3/2,2,4,,T6898,L12264,
790.753,0.004,790.753,12646.17,,6.56e+03,,19739.98,32386.15,8s,2S,1/2,20p,2P*,1/2,2,2,,T6898,L12264,
794.483,0.004,794.484,12586.79,,7.98e+03,,19739.98,32326.77,8s,2S,1/2,19p,2P*,3/2,2,4,,T6898,L12264,
794.935,0.004,794.935,12579.65,,7.99e+03,,19739.98,32319.63,8s,2S,1/2,19p,2P*,1/2,2,2,,T6898,L12264,
799.582,0.004,799.582,12506.54,,9.92e+03,,19739.98,32246.51,8s,2S,1/2,18p,2P*,3/2,2,4,,T6898,L12264,
800.149,0.004,800.149,12497.67,,9.93e+03,,19739.98,32237.65,8s,2S,1/2,18p,2P*,1/2,2,2,,T6898,L12264,
806.048,0.004,806.047,12406.22,,1.29e+04,,19739.98,32146.20,8s,2S,1/2,17p,2P*,3/2,2,4,,T6898,L12264,
806.774,0.004,806.774,12395.05,,1.29e+04,,19739.98,32135.03,8s,2S,1/2,17p,2P*,1/2,2,2,,T6898,L12264,
814.427,0.004,814.427,12278.57,,1.70e+04,,19739.98,32018.55,8s,2S,1/2,16p,2P*,3/2,2,4,,T6898,L12264,
815.380,0.004,815.380,12264.22,,1.66e+04,,19739.98,32004.20,8s,2S,1/2,16p,2P*,1/2,2,2,,T6898,L12264,
817.1664,0.0002,817.16644,12237.410,,3.22e+07,,0.000,12237.409,7s,2S,1/2,7p,2P*,1/2,2,2,,T6898,L12264,
825.582,0.004,825.582,12112.67,,2.28e+04,,19739.98,31852.65,8s,2S,1/2,15p,2P*,3/2,2,4,,T6898,L12264,
826.871,0.004,826.871,12093.78,,2.28e+04,,19739.98,31833.76,8s,2S,1/2,15p,2P*,1/2,2,2,,T6898,L12264,
832.874,0.002,832.8738,12006.62,,1.66e+07,,12237.409,24244.03,7p,2P*,1/2,7d,2D,3/2,2,4,,T6898,L12264,
840.936,0.004,840.936,11891.51,,3.18e+04,,19739.98,31631.49,8s,2S,1/2,14p,2P*,3/2,2,4,,T6898,L12264,
842.747,0.004,842.746,11865.96,,3.17e+04,,19739.98,31605.95,8s,2S,1/2,14p,2P*,1/2,2,2,,T6898,L12264,
851.281,0.004,851.281,11747.00,,3.66e+06,,13923.998,25671.00,7p,2P*,3/2,9s,2S,1/2,4,2,,T6898,L12264,
863.000,0.004,863.000,11587.49,,4.68e+04,,19739.98,31327.46,8s,2S,1/2,13p,2P*,3/2,2,4,,T6898,L12264,
865.671,0.004,865.670,11551.74,,4.66e+04,,19739.98,31291.72,8s,2S,1/2,13p,2P*,1/2,2,2,,T6898,L12264,
896.605,0.005,896.605,11153.18,,7.53e+04,,19739.98,30893.16,8s,2S,1/2,12p,2P*,3/2,2,4,,T6898,L12264,
897.961,0.005,897.962,11136.34,,3.85e+04,,16229.87,27366.20,6d,2D,3/2,9p,2P*,3/2,4,4,,T6898,L12264,
900.819,0.005,900.820,11101.01,,7.31e+04,,19739.98,30840.98,8s,2S,1/2,12p,2P*,1/2,2,2,,T6898,L12264,
914.364,0.005,914.364,10936.56,,3.31e+05,,16429.64,27366.20,6d,2D,5/2,9p,2P*,3/2,6,4,,T6898,L12264,
918.414,0.005,918.414,10888.34,,3.61e+05,,16229.87,27118.21,6d,2D,3/2,9p,2P*,1/2,4,2,,T6898,L12264,
952.234,0.005,952.234,10501.62,,1.30e+05,,19739.98,30241.60,8s,2S,1/2,11p,2P*,3/2,2,4,,T6898,L12264,
959.592,0.005,959.593,10421.09,,1.29e+05,,19739.98,30161.07,8s,2S,1/2,11p,2P*,1/2,2,2,,T6898,L12264,
960.713,0.003,960.713,10408.93,,1.29e+07,,13923.998,24332.93,7p,2P*,3/2,7d,2D,5/2,4,6,,T6898,L12264,
968.990,0.003,968.989,10320.03,,2.09e+06,,13923.998,24244.03,7p,2P*,3/2,7d,2D,3/2,4,4,,T6898,L12264,
