obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
228.87282,228.87284,43692.388,1500r,5.3e+08,C,0.000,43692.384,4d10.5s2,1S,0,4d10.5s.5p,1P*,1,1,3,,T4515,L3486,
249.1750,249.17450,40132.44,3,,,30656.087,70788.605,4d10.5s.5p,3P*,1,4d10.5s.10d,3D,2,3,5,,,L3486,
250.96634,250.96652,39845.982,10,,,30656.087,70502.04,4d10.5s.5p,3P*,1,4d10.5s.11s,3S,1,3,3,,,L3486c92,
251.9346,251.934707,39692.84,15w,,,30113.990,69806.814,4d10.5s.5p,3P*,0,4d10.5s.10s,3S,1,1,3,,,L3486,
252.59559,252.59559,39588.973,25w,,,30656.087,70245.060,4d10.5s.5p,3P*,1,4d10.5s.9d,3D,2,3,5,,,L3486,
254.53770,254.53771,39286.910,50,,,30113.990,69400.900,4d10.5s.5p,3P*,0,4d10.5s.8d,3D,1,1,3,,,L3486,
255.42308,255.423099,39150.730,25,,,30656.087,69806.814,4d10.5s.5p,3P*,1,4d10.5s.10s,3S,1,3,3,,,L3486,
256.65584,256.65584,38962.682,3,,,31826.952,70789.634,4d10.5s.5p,3P*,2,4d10.5s.10d,3D,3,5,7,,,L3486,
258.08786,258.08785,38746.496,50,,,30656.087,69402.583,4d10.5s.5p,3P*,1,4d10.5s.8d,3D,2,3,5,,,L3486,
258.5644,258.56438,38675.09,3,,,31826.952,70502.04,4d10.5s.5p,3P*,2,4d10.5s.11s,3S,1,5,3,,,L3486,
259.28010,259.280054,38568.328,30,,,30113.990,68682.325,4d10.5s.5p,3P*,0,4d10.5s.9s,3S,1,1,3,,,L3486,
260.28253,260.28253,38419.790,25w,,,31826.952,70246.742,4d10.5s.5p,3P*,2,4d10.5s.9d,3D,3,5,7,,,L3486,
262.97626,262.976317,38026.247,50,,,30656.087,68682.325,4d10.5s.5p,3P*,1,4d10.5s.9s,3S,1,3,3,,,L3486,
