"=""379.7526""","=""0.0005""","=""379.7522""","=""0.0004""","=""100""","=""""",,"=""18218.784""","=""44544.27""","=""5s.4d""","=""3D""","=""2""","=""5s.9f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""380.7424""","=""0.0006""","=""380.7422""","=""0.0003""","=""200""","=""""",,"=""14504.334""","=""40761.372""","=""5s.5p""","=""3P*""","=""1""","=""5s.8s""","=""3S""","=""1""",,"=""""","=""L7362""",
"=""381.2020""","=""0.0005""","=""381.2020""","=""0.0004""","=""200""","=""""",,"=""18319.261""","=""44544.63""","=""5s.4d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""4""",,"=""""","=""L4447""",
"=""381.2044""","=""0.0005""","=""381.2047""","=""0.0004""","=""80""","=""""",,"=""18319.261""","=""44544.44""","=""5s.4d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""384.3325""","=""0.0005""","=""384.3325""","=""0.0004""","=""220""","=""""",,"=""18159.040""","=""44170.80""","=""5s.4d""","=""3D""","=""1""","=""5s.8f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""385.2144""","=""0.0005""","=""385.2145""","=""0.0004""","=""280""","=""""",,"=""18218.784""","=""44170.99""","=""5s.4d""","=""3D""","=""2""","=""5s.8f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""386.5451""","=""0.0002""","=""386.5457""","=""0.0003""","=""240""","=""""",,"=""14898.545""","=""40761.372""","=""5s.5p""","=""3P*""","=""2""","=""5s.8s""","=""3S""","=""1""",,"=""""","=""L7362""",
"=""386.7067""","=""0.0005""","=""386.7068""","=""0.0005""","=""290""","=""""",,"=""18319.261""","=""44171.32""","=""5s.4d""","=""3D""","=""3""","=""5s.8f""","=""3F*""","=""4""",,"=""""","=""L4447""",
"=""391.9566""","=""0.0005""","=""391.9566""","=""0.0005""","=""250""","=""""",,"=""20149.685""","=""45655.49""","=""5s.4d""","=""1D""","=""2""","=""5s.20f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""392.4184""","=""0.0005""","=""392.4183""","=""0.0005""","=""280""","=""""",,"=""20149.685""","=""45625.48""","=""5s.4d""","=""1D""","=""2""","=""5s.19f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""392.5872""","=""0.0005""","=""392.5869""","=""0.0004""","=""280""","=""""",,"=""18159.040""","=""43623.896""","=""5s.4d""","=""3D""","=""1""","=""5s.7f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""392.9607""","=""0.0005""","=""392.9607""","=""0.0005""","=""280""","=""""",,"=""20149.685""","=""45590.32""","=""5s.4d""","=""1D""","=""2""","=""5s.18f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""393.3523""","=""0.0005""","=""393.3522""","=""0.0005""","=""140""","=""""",,"=""20149.685""","=""45565.00""","=""5s.4d""","=""1D""","=""2""","=""5s.20p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""393.5056""","=""0.0005""","=""393.5054""","=""0.0004""","=""290""","=""""",,"=""18218.784""","=""43624.205""","=""5s.4d""","=""3D""","=""2""","=""5s.7f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""393.5099""","=""0.0005""","=""393.5102""","=""0.0004""","=""110""","=""""",,"=""18218.784""","=""43623.896""","=""5s.4d""","=""3D""","=""2""","=""5s.7f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""393.6037""","=""0.0005""","=""393.6037""","=""0.0005""","=""260""","=""""",,"=""20149.685""","=""45548.76""","=""5s.4d""","=""1D""","=""2""","=""5s.17f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""394.0711""","=""0.0005""","=""394.0710""","=""0.0005""","=""170""","=""""",,"=""20149.685""","=""45518.64""","=""5s.4d""","=""1D""","=""2""","=""5s.19p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""394.0800""","=""0.0002""","=""394.0808""","=""0.0003""","=""500""","=""""",,"=""14317.507""","=""39685.830""","=""5s.5p""","=""3P*""","=""0""","=""5s.6d""","=""3D""","=""1""",,"=""""","=""L7362""",
"=""394.3747""","=""0.0005""","=""394.3746""","=""0.0005""","=""230""","=""""",,"=""20149.685""","=""45499.11""","=""5s.4d""","=""1D""","=""2""","=""5s.16f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""394.9374""","=""0.0005""","=""394.9369""","=""0.0008""","=""150""","=""""",,"=""20149.685""","=""45463.02""","=""5s.4d""","=""1D""","=""2""","=""5s.18p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""395.0636""","=""0.0004""","=""395.06361""","=""0.00015""","=""210""","=""""",,"=""18319.261""","=""43624.479""","=""5s.4d""","=""3D""","=""3""","=""5s.7f""","=""3F*""","=""4""",,"=""""","=""L7362""",
"=""395.0670""","=""0.0005""","=""395.0679""","=""0.0004""","=""150""","=""""",,"=""18319.261""","=""43624.205""","=""5s.4d""","=""3D""","=""3""","=""5s.7f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""395.3095""","=""0.0005""","=""395.3095""","=""0.0005""","=""240""","=""""",,"=""20149.685""","=""45439.16""","=""5s.4d""","=""1D""","=""2""","=""5s.15f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""395.9961""","=""0.0005""","=""395.9957""","=""0.0006""","=""150""","=""""",,"=""20149.685""","=""45395.34""","=""5s.4d""","=""1D""","=""2""","=""5s.17p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""396.2611""","=""0.0002""","=""396.26133""","=""0.00015""","=""""","=""""",,"=""14504.334""","=""39733.067""","=""5s.5p""","=""3P*""","=""1""","=""5s.6d""","=""1D""","=""2""",,"=""""","=""L7362""",
"=""396.4581""","=""0.0005""","=""396.4581""","=""0.0005""","=""220""","=""""",,"=""20149.685""","=""45365.90""","=""5s.4d""","=""1D""","=""2""","=""5s.14f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""396.9261""","=""0.0002""","=""396.92631""","=""0.00015""","=""700""","=""""",,"=""14504.334""","=""39690.802""","=""5s.5p""","=""3P*""","=""1""","=""5s.6d""","=""3D""","=""2""",,"=""""","=""L7362""",
"=""397.0043""","=""0.0002""","=""397.0047""","=""0.0003""","=""500""","=""""",,"=""14504.334""","=""39685.830""","=""5s.5p""","=""3P*""","=""1""","=""5s.6d""","=""3D""","=""1""",,"=""""","=""L7362""",
"=""397.3072""","=""0.0005""","=""397.3075""","=""0.0006""","=""190""","=""""",,"=""20149.685""","=""45311.99""","=""5s.4d""","=""1D""","=""2""","=""5s.16p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""397.8929""","=""0.0005""","=""397.8929""","=""0.0005""","=""260""","=""""",,"=""20149.685""","=""45274.97""","=""5s.4d""","=""1D""","=""2""","=""5s.13f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""398.9593""","=""0.0005""","=""398.9590""","=""0.0006""","=""260""","=""""",,"=""20149.685""","=""45207.83""","=""5s.4d""","=""1D""","=""2""","=""5s.15p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""399.7174""","=""0.0005""","=""399.7174""","=""0.0005""","=""300""","=""""",,"=""20149.685""","=""45160.29""","=""5s.4d""","=""1D""","=""2""","=""5s.12f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""401.0806""","=""0.0005""","=""401.0805""","=""0.0005""","=""350""","=""""",,"=""20149.685""","=""45075.29""","=""5s.4d""","=""1D""","=""2""","=""5s.14p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""402.0882""","=""0.0005""","=""402.0883""","=""0.0005""","=""360""","=""""",,"=""20149.685""","=""45012.82""","=""5s.4d""","=""1D""","=""2""","=""5s.11f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""403.0377""","=""0.0002""","=""403.03772""","=""0.00016""","=""1000""","=""""",,"=""14898.545""","=""39703.109""","=""5s.5p""","=""3P*""","=""2""","=""5s.6d""","=""3D""","=""3""",,"=""""","=""L7362""",
"=""403.2379""","=""0.0002""","=""403.23780""","=""0.00016""","=""500""","=""""",,"=""14898.545""","=""39690.802""","=""5s.5p""","=""3P*""","=""2""","=""5s.6d""","=""3D""","=""2""",,"=""""","=""L7362""",
"=""403.3191""","=""0.0003""","=""403.3187""","=""0.0003""","=""160""","=""""",,"=""14898.545""","=""39685.830""","=""5s.5p""","=""3P*""","=""2""","=""5s.6d""","=""3D""","=""1""",,"=""""","=""L7362""",
"=""403.8642""","=""0.0005""","=""403.8640""","=""0.0005""","=""370""","=""""",,"=""20149.685""","=""44903.50""","=""5s.4d""","=""1D""","=""2""","=""5s.13p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""405.04""","=""0.03""","=""405.04""","=""0.03""","=""B""","=""""",,"=""21698.452""","=""46380.1""","=""5s.5p""","=""1P*""","=""1""","=""5p2""","=""1D""","=""2""",,"=""""","=""L9352""",
"=""405.2512""","=""0.0005""","=""405.2512""","=""0.0005""","=""420""","=""""",,"=""20149.685""","=""44818.77""","=""5s.4d""","=""1D""","=""2""","=""5s.10f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""406.0923""","=""0.0005""","=""406.0924""","=""0.0004""","=""390""","=""""",,"=""18159.040""","=""42777.023""","=""5s.4d""","=""3D""","=""1""","=""5s.6f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""407.0718""","=""0.0005""","=""407.0717""","=""0.0003""","=""440""","=""""",,"=""18218.784""","=""42777.547""","=""5s.4d""","=""3D""","=""2""","=""5s.6f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""407.0805""","=""0.0005""","=""407.0804""","=""0.0004""","=""360""","=""""",,"=""18218.784""","=""42777.023""","=""5s.4d""","=""3D""","=""2""","=""5s.6f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""407.6147""","=""0.0005""","=""407.6146""","=""0.0005""","=""410""","=""""",,"=""20149.685""","=""44675.737""","=""5s.4d""","=""1D""","=""2""","=""5s.12p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""408.7344""","=""0.0002""","=""408.73442""","=""0.00016""","=""340r""","=""""",,"=""18319.261""","=""42778.121""","=""5s.4d""","=""3D""","=""3""","=""5s.6f""","=""3F*""","=""4""",,"=""""","=""L7362""",
"=""408.7442""","=""0.0005""","=""408.7440""","=""0.0003""","=""290""","=""""",,"=""18319.261""","=""42777.547""","=""5s.4d""","=""3D""","=""3""","=""5s.6f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""409.6063""","=""0.0005""","=""409.6064""","=""0.0005""","=""500""","=""""",,"=""20149.685""","=""44556.48""","=""5s.4d""","=""1D""","=""2""","=""5s.9f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""412.8213""","=""0.0005""","=""412.8211""","=""0.0005""","=""500""","=""""",,"=""20149.685""","=""44366.42""","=""5s.4d""","=""1D""","=""2""","=""5s.11p""","=""1P*""","=""1""",,"=""""","=""L4447""",
"=""415.8526""","=""0.0005""","=""415.8526""","=""0.0005""","=""600""","=""""",,"=""20149.685""","=""44189.889""","=""5s.4d""","=""1D""","=""2""","=""5s.8f""","=""1F*""","=""3""",,"=""""","=""L4447""",
"=""418.5424""","=""0.0005""","=""418.54204""","=""0.00007""","=""520""","=""""",,"=""21698.452""","=""45584.1831""","=""5s.5p""","=""1P*""","=""1""","=""5s.20d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""419.2777""","=""0.0005""","=""419.27733""","=""0.00007""","=""530""","=""""",,"=""21698.452""","=""45542.2955""","=""5s.5p""","=""1P*""","=""1""","=""5s.19d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""419.3148""","=""0.0005""","=""419.31414""","=""0.00007""","=""320""","=""""",,"=""21698.452""","=""45540.2024""","=""5s.5p""","=""1P*""","=""1""","=""5s.20s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""420.1534""","=""0.0005""","=""420.15285""","=""0.00007""","=""500""","=""""",,"=""21698.452""","=""45492.6101""","=""5s.5p""","=""1P*""","=""1""","=""5s.18d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""420.2209""","=""0.0005""","=""420.22039""","=""0.00007""","=""430""","=""""",,"=""21698.452""","=""45488.7860""","=""5s.5p""","=""1P*""","=""1""","=""5s.19s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""420.2522""","=""0.0003""","=""420.2525""","=""0.0004""","=""190""","=""""",,"=""20149.685""","=""43938.201""","=""5s.4d""","=""1D""","=""2""","=""5s.10p""","=""1P*""","=""1""",,"=""""","=""L7362""",
"=""420.3780""","=""0.0005""","=""420.378""","=""0.003""","=""320""","=""""",,"=""21698.452""","=""45479.88""","=""5s.5p""","=""1P*""","=""1""","=""5s.18d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""421.2036""","=""0.0005""","=""421.20328""","=""0.00007""","=""700""","=""""",,"=""21698.452""","=""45433.2717""","=""5s.5p""","=""1P*""","=""1""","=""5s.17d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""421.3230""","=""0.0005""","=""421.32259""","=""0.00007""","=""440""","=""""",,"=""21698.452""","=""45426.5505""","=""5s.5p""","=""1P*""","=""1""","=""5s.18s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""421.4246""","=""0.0005""","=""421.424""","=""0.003""","=""440""","=""""",,"=""21698.452""","=""45420.84""","=""5s.5p""","=""1P*""","=""1""","=""5s.17d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""422.4698""","=""0.0005""","=""422.46964""","=""0.00007""","=""700""","=""""",,"=""21698.452""","=""45362.1272""","=""5s.5p""","=""1P*""","=""1""","=""5s.16d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""422.6771""","=""0.0005""","=""422.680""","=""0.003""","=""450""","=""""",,"=""21698.452""","=""45350.35""","=""5s.5p""","=""1P*""","=""1""","=""5s.16d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""422.6826""","=""0.0005""","=""422.68216""","=""0.00007""","=""450""","=""""",,"=""21698.452""","=""45350.2296""","=""5s.5p""","=""1P*""","=""1""","=""5s.17s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""424.0010""","=""0.0005""","=""424.001""","=""0.003""","=""600""","=""""",,"=""21698.452""","=""45276.65""","=""5s.5p""","=""1P*""","=""1""","=""5s.15d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""424.2399""","=""0.0005""","=""424.23569""","=""0.00007""","=""600""","=""""",,"=""21698.452""","=""45263.6196""","=""5s.5p""","=""1P*""","=""1""","=""5s.15d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""424.3868""","=""0.0005""","=""424.38679""","=""0.00007""","=""500""","=""""",,"=""21698.452""","=""45255.2295""","=""5s.5p""","=""1P*""","=""1""","=""5s.16s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""425.2939""","=""0.0005""","=""425.2939""","=""0.0005""","=""700""","=""7.7e+06""",C,"=""20149.685""","=""43656.219""","=""5s.4d""","=""1D""","=""2""","=""5s.7f""","=""1F*""","=""3""",,"=""T5363""","=""L4447""",
"=""425.8745""","=""0.0005""","=""425.8739""","=""0.0005""","=""240""","=""""",,"=""20149.685""","=""43624.205""","=""5s.4d""","=""1D""","=""2""","=""5s.7f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""425.9013""","=""0.0005""","=""425.901""","=""0.003""","=""420""","=""""",,"=""21698.452""","=""45171.49""","=""5s.5p""","=""1P*""","=""1""","=""5s.14d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""426.2320""","=""0.0005""","=""426.23151""","=""0.00007""","=""700""","=""""",,"=""21698.452""","=""45153.2785""","=""5s.5p""","=""1P*""","=""1""","=""5s.14d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""426.5660""","=""0.0005""","=""426.56532""","=""0.00008""","=""500""","=""""",,"=""21698.452""","=""45134.9242""","=""5s.5p""","=""1P*""","=""1""","=""5s.15s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""428.8145""","=""0.0005""","=""428.81403""","=""0.00008""","=""600""","=""""",,"=""21698.452""","=""45012.0249""","=""5s.5p""","=""1P*""","=""1""","=""5s.13d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""429.4148""","=""0.0005""","=""429.41397""","=""0.00008""","=""600""","=""""",,"=""21698.452""","=""44979.4540""","=""5s.5p""","=""1P*""","=""1""","=""5s.14s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""430.8105""","=""0.0002""","=""430.8100""","=""0.0003""","=""700h""","=""""",,"=""18159.040""","=""41364.602""","=""5s.4d""","=""3D""","=""1""","=""5s.5f""","=""3F*""","=""2""",,"=""""","=""L7362""",
"=""431.3182""","=""0.0002""","=""431.3157""","=""0.0013""","=""110h""","=""1.3e+07""",C',"=""20149.685""","=""43328.04""","=""5s.4d""","=""1D""","=""2""","=""5s.9p""","=""1P*""","=""1""",,"=""T5960""","=""L7362""",
"=""431.9053""","=""0.0002""","=""431.9056""","=""0.0004""","=""900h""","=""""",,"=""18218.784""","=""41365.482""","=""5s.4d""","=""3D""","=""2""","=""5s.5f""","=""3F*""","=""3""",,"=""""","=""L7362""",
"=""431.9220""","=""0.0005""","=""431.9220""","=""0.0003""","=""340""","=""""",,"=""18218.784""","=""41364.602""","=""5s.4d""","=""3D""","=""2""","=""5s.5f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""432.1953""","=""0.0005""","=""432.19475""","=""0.00008""","=""600""","=""""",,"=""21698.452""","=""44829.6648""","=""5s.5p""","=""1P*""","=""1""","=""5s.12d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""432.6445""","=""0.0001""","=""432.64449""","=""0.00010""","=""300""","=""3.1e+06""",A',"=""14317.507""","=""37424.675""","=""5s.5p""","=""3P*""","=""0""","=""5s.7s""","=""3S""","=""1""",,"=""T5178""","=""L7362""",
"=""433.2439""","=""0.0005""","=""433.24353""","=""0.00008""","=""600""","=""""",,"=""21698.452""","=""44773.6707""","=""5s.5p""","=""1P*""","=""1""","=""5s.13s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""433.7664""","=""0.0001""","=""433.766""","=""0.004""","=""1100h""","=""""",,"=""18319.261""","=""41366.67""","=""5s.4d""","=""3D""","=""3""","=""5s.5f""","=""3F*""","=""4""",,"=""""","=""L7362""",
"=""433.7891""","=""0.0005""","=""433.7887""","=""0.0004""","=""420""","=""""",,"=""18319.261""","=""41365.482""","=""5s.4d""","=""3D""","=""3""","=""5s.5f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""434.075""","=""0.004""","=""434.07205""","=""0.00020""","=""700""","=""""",,"=""21698.452""","=""44729.627""","=""5s.5p""","=""1P*""","=""1""","=""4d2""","=""3P""","=""2""",,"=""""","=""L3942""",
"=""436.1710""","=""0.0002""","=""436.17110""","=""0.00011""","=""800""","=""9.7e+06""",B+,"=""14504.334""","=""37424.675""","=""5s.5p""","=""3P*""","=""1""","=""5s.7s""","=""3S""","=""1""",,"=""T5178""","=""L7362""",
"=""436.620""","=""0.004""","=""436.60681""","=""0.00019""","=""""","=""""",,"=""21698.452""","=""44595.920""","=""5s.5p""","=""1P*""","=""1""","=""4d2""","=""3P""","=""1""",,"=""""","=""L3942""",
"=""436.9365""","=""0.0005""","=""436.93562""","=""0.00008""","=""700""","=""""",,"=""21698.452""","=""44578.6890""","=""5s.5p""","=""1P*""","=""1""","=""5s.11d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""437.947""","=""0.004""","=""437.94725""","=""0.00021""","=""680""","=""""",,"=""21698.452""","=""44525.838""","=""5s.5p""","=""1P*""","=""1""","=""4d2""","=""3P""","=""0""",,"=""""","=""L3942""",
"=""438.5820""","=""0.0005""","=""438.58135""","=""0.00008""","=""800""","=""""",,"=""21698.452""","=""44492.8348""","=""5s.5p""","=""1P*""","=""1""","=""5s.12s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""439.286""","=""0.004""","=""439.286""","=""0.004""","=""""","=""""",,"=""21698.452""","=""44456.25""","=""5s.5p""","=""1P*""","=""1""","=""5s.12s""","=""3S""","=""1""",,"=""""","=""L3942""",
"=""440.6009""","=""0.0005""","=""440.6009""","=""0.0005""","=""410""","=""1.2e+07""",C,"=""20149.685""","=""42839.589""","=""5s.4d""","=""1D""","=""2""","=""5s.6f""","=""1F*""","=""3""",,"=""T5363""","=""L4447""",
"=""441.2621""","=""0.0002""","=""441.26220""","=""0.00011""","=""160""","=""""",,"=""14504.334""","=""37160.234""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""1S""","=""0""",,"=""""","=""L7362""",
"=""441.8087""","=""0.0005""","=""441.8090""","=""0.0004""","=""400""","=""""",,"=""20149.685""","=""42777.547""","=""5s.4d""","=""1D""","=""2""","=""5s.6f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""442.577""","=""0.004""","=""442.580""","=""0.004""","=""""","=""""",,"=""21698.452""","=""44286.91""","=""5s.5p""","=""1P*""","=""1""","=""5s.10d""","=""3D""","=""2""",,"=""""","=""L3942""",
"=""443.470""","=""0.004""","=""443.51146""","=""0.00008""","=""""","=""""",,"=""21698.452""","=""44239.4549""","=""5s.5p""","=""1P*""","=""1""","=""5s.10d""","=""1D""","=""2""",,"=""""","=""L3942""",
"=""443.8044""","=""0.0002""","=""443.80430""","=""0.00013""","=""1000""","=""1.55e+07""",B+,"=""14898.545""","=""37424.675""","=""5s.5p""","=""3P*""","=""2""","=""5s.7s""","=""3S""","=""1""",,"=""T5178""","=""L7362""",
"=""445.1804""","=""0.0003""","=""445.18025""","=""0.00012""","=""90""","=""""",,"=""14504.334""","=""36960.842""","=""5s.5p""","=""3P*""","=""1""","=""4d2""","=""1D""","=""2""",,"=""""","=""L7362""",
"=""446.3301""","=""0.0005""","=""446.32981""","=""0.00008""","=""1000""","=""""",,"=""21698.452""","=""44097.1224""","=""5s.5p""","=""1P*""","=""1""","=""5s.11s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""447.404""","=""0.004""","=""447.404""","=""0.004""","=""""","=""""",,"=""21698.452""","=""44043.35""","=""5s.5p""","=""1P*""","=""1""","=""5s.11s""","=""3S""","=""1""",,"=""""","=""L3942""",
"=""448.0507""","=""0.0002""","=""448.0545""","=""0.0003""","=""440h""","=""1.9e+07""",C+,"=""20149.685""","=""42462.136""","=""5s.4d""","=""1D""","=""2""","=""5s.8p""","=""1P*""","=""1""",,"=""T5960""","=""L7362""",
"=""452.2301""","=""0.0005""","=""452.2301""","=""0.0005""","=""470""","=""""",,"=""21698.452""","=""43804.890""","=""5s.5p""","=""1P*""","=""1""","=""5s.9d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""453.1348""","=""0.0002""","=""453.13490""","=""0.00013""","=""500""","=""""",,"=""14898.545""","=""36960.842""","=""5s.5p""","=""3P*""","=""2""","=""4d2""","=""1D""","=""2""",,"=""""","=""L7362""",
"=""453.2375""","=""0.0005""","=""453.2375""","=""0.0005""","=""1000""","=""""",,"=""21698.452""","=""43755.755""","=""5s.5p""","=""1P*""","=""1""","=""5s.9d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""458.2993""","=""0.0005""","=""458.29879""","=""0.00009""","=""1100""","=""""",,"=""21698.452""","=""43512.1658""","=""5s.5p""","=""1P*""","=""1""","=""5s.10s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""460.086""","=""0.004""","=""460.086""","=""0.004""","=""""","=""""",,"=""21698.452""","=""43427.44""","=""5s.5p""","=""1P*""","=""1""","=""5s.10s""","=""3S""","=""1""",,"=""""","=""L3942""",
"=""460.7331""","=""0.0002""","=""460.73330""","=""0.00008""","=""29000r""","=""2.01e+08""",AA,"=""0.000""","=""21698.452""","=""5s2""","=""1S""","=""0""","=""5s.5p""","=""1P*""","=""1""",,"=""T3039""","=""L7362""",
"=""467.7750""","=""0.0005""","=""467.77503""","=""0.00022""","=""600""","=""""",,"=""21698.452""","=""43070.268""","=""5s.5p""","=""1P*""","=""1""","=""5s.8d""","=""3D""","=""2""",,"=""""","=""L4447""",
"=""467.8326""","=""0.0003""","=""467.829""","=""0.004""","=""1000h""","=""1.9e+07""",C,"=""20149.685""","=""41519.04""","=""5s.4d""","=""1D""","=""2""","=""5s.5f""","=""1F*""","=""3""",,"=""T5363""","=""L7362""",
"=""468.8546""","=""0.0005""","=""468.8546""","=""0.0005""","=""1400""","=""""",,"=""21698.452""","=""43021.058""","=""5s.5p""","=""1P*""","=""1""","=""5s.8d""","=""1D""","=""2""",,"=""""","=""L4447""",
"=""470.3984""","=""0.0005""","=""470.39840""","=""0.00019""","=""110""","=""""",,"=""18159.040""","=""39411.669""","=""5s.4d""","=""3D""","=""1""","=""5s.7p""","=""3P*""","=""0""",,"=""""","=""L7362""",
"=""471.2146""","=""0.0005""","=""471.2151""","=""0.0005""","=""1000""","=""""",,"=""20149.685""","=""41365.482""","=""5s.4d""","=""1D""","=""2""","=""5s.5f""","=""3F*""","=""3""",,"=""""","=""L4447""",
"=""471.2347""","=""0.0005""","=""471.2346""","=""0.0004""","=""600""","=""""",,"=""20149.685""","=""41364.602""","=""5s.4d""","=""1D""","=""2""","=""5s.5f""","=""3F*""","=""2""",,"=""""","=""L4447""",
"=""471.3959""","=""0.0004""","=""471.39590""","=""0.00019""","=""160""","=""""",,"=""18218.784""","=""39426.442""","=""5s.4d""","=""3D""","=""2""","=""5s.7p""","=""3P*""","=""1""",,"=""""","=""L7362""",
"=""472.2278""","=""0.0002""","=""472.22769""","=""0.00019""","=""1600""","=""3.6e+07""",B+,"=""14504.334""","=""35674.637""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""3P""","=""2""",,"=""T5178""","=""L7362""",
"=""472.9466""","=""0.0003""","=""472.94662""","=""0.00020""","=""220h""","=""""",,"=""18319.261""","=""39457.383""","=""5s.4d""","=""3D""","=""3""","=""5s.7p""","=""3P*""","=""2""",,"=""""","=""L7362""",
"=""474.1922""","=""0.0002""","=""474.19221""","=""0.00011""","=""1600""","=""3.9e+07""",B+,"=""14317.507""","=""35400.105""","=""5s.5p""","=""3P*""","=""0""","=""5p2""","=""3P""","=""1""",,"=""T5178""","=""L7362""",
"=""475.5495""","=""0.0003""","=""475.5508""","=""0.0003""","=""700h""","=""2.1e+07""",C+,"=""20149.685""","=""41172.054""","=""5s.4d""","=""1D""","=""2""","=""4d.5p""","=""1P*""","=""1""",,"=""T5960""","=""L7362""",
"=""478.3782""","=""0.0005""","=""478.3782""","=""0.0005""","=""1500""","=""""",,"=""21698.452""","=""42596.572""","=""5s.5p""","=""1P*""","=""1""","=""5s.9s""","=""1S""","=""0""",,"=""""","=""L4447""",
"=""478.4320""","=""0.0002""","=""478.43198""","=""0.00013""","=""1700""","=""3.0e+07""",B+,"=""14504.334""","=""35400.105""","=""5s.5p""","=""3P*""","=""1""","=""5p2""","=""3P""","=""1""",,"=""T5178""","=""L7362""",
"=""481.1881""","=""0.0002""","=""481.18799""","=""0.00021""","=""2300""","=""9.0e+07""",B+,"=""14898.545""","=""35674.637""","=""5s.5p""","=""3P*""","=""2""","=""5p2""","=""3P""","=""2""",,"=""T5178""","=""L7362""",
"=""483.2043""","=""0.0005""","=""483.20425""","=""0.00017""","=""2900""","=""3.3e+07""",A',"=""14317.507""","=""35006.908""","=""5s.5p""","=""3P*""","=""0""","=""5s.5d""","=""3D""","=""1""",,"=""T5178""","=""L4447""",
"=""485.5045""","=""0.0002""","=""485.50448""","=""0.00018""","=""1200""","=""2.63e+07""",B+,"=""18159.040""","=""38750.420""","=""5s.4d""","=""3D""","=""1""","=""5s.4f""","=""3F*""","=""2""",,"=""T5178""","=""L7362""",
