obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 19
216.293,216.293,46233.6,8,,,0.0,46233.6,6p5,2P*,3/2,6p4.(3P).7s,4P,3/2,4,4,,,L3511,
224.471,224.470,44549.3,10,,,0.0,44549.3,6p5,2P*,3/2,6p4.(3P).7s,4P,5/2,4,6,,,L3511,
